player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Coulter Cleland,165212,QB,DAVIDSON,1,2.37,2.21,2.87,3.37,34,149,60.0,20,20,7.6,1.66,0,0,0.0,60.0,12,2,0.0,20,58.8,0,6,,,,67.1,38.5,72.4,,38.8,,,,,,0,3,20,0.0,45.6,0.0,0,0,0,0,1,2,10.0,79,4.0,16.7,6,8,21.2,3.4,0,0,0.0,12.5,1,9,0.0,14,41.2,0,3,,,,20.6,24.9,71.2,,22.5,,,67.0,,,0,2,14,33.3,0.0,21.4,3,3,0,2,0,3,21.4,14,1.8
Mitch Davidson,138334,QB,YNGTOWN ST,1,2.81,2.64,3.9,3.55,34,353,75.0,16,17,5.5,1.78,1,0,0.0,64.7,11,4,8.3,17,50.0,1,3,,,,66.8,43.9,72.0,,44.0,,,,,,0,1,18,0.0,50.1,0.0,0,0,0,0,0,1,5.6,76,4.5,60.0,10,12,12.8,3.83,0,0,0.0,50.0,6,11,0.0,17,50.0,0,4,,,,67.1,56.3,72.4,,56.6,,,58.5,,,1,0,20,27.3,69.1,17.6,3,2,0,1,0,1,5.0,73,6.1
Daron Bryden,148436,QB,STNY BROOK,1,2.24,2.15,2.15,5.2,34,303,87.5,24,25,6.1,1.73,1,2,7.7,76.0,19,4,9.5,27,79.4,2,11,,,,27.0,58.2,73.5,,57.9,,,,,,0,0,28,50.0,107.6,7.4,2,0,0,0,1,2,7.1,173,6.9,40.0,5,6,19.0,4.23,0,0,0.0,33.3,2,4,0.0,7,20.6,0,0,,,,64.6,47.6,69.1,,50.5,,,57.3,,,0,0,7,0.0,49.3,0.0,0,1,0,1,0,1,14.3,28,4.7
Hajj-Malik Williams,102348,QB,CAMPBELL,1,2.56,2.43,3.8,6.6,34,131,66.7,18,18,5.6,1.68,0,0,0.0,55.6,10,1,16.7,18,52.9,2,4,,,,67.0,45.4,72.2,,45.5,,,,,,0,1,19,0.0,44.4,0.0,0,0,0,0,0,1,5.3,83,4.6,54.5,11,12,19.7,3.79,0,1,7.7,41.7,5,6,16.7,15,44.1,1,3,,,,66.5,57.3,71.6,,53.8,,,64.0,,,0,1,16,33.3,21.5,13.3,2,1,0,1,0,1,6.3,56,4.7
Devin Leary,77628,QB,KENTUCKY,1,2.96,2.79,4.73,,34,202,78.6,14,16,5.2,2.09,2,0,0.0,68.8,11,1,0.0,16,47.1,0,5,,,,66.8,60.0,72.0,,59.8,,,,,,0,1,18,0.0,77.3,0.0,0,0,0,0,1,1,5.6,89,5.6,46.2,13,15,15.0,3.74,0,0,0.0,40.0,6,10,0.0,18,52.9,0,2,,,,66.8,57.4,72.0,,57.2,,,,,,0,0,18,30.0,56.3,16.7,3,0,0,2,0,0,0.0,75,5.0
Maverick McIvor,99476,QB,ABILENE CH,1,2.57,2.54,2.6,5.37,33,100,85.7,14,14,4.5,1.79,0,0,0.0,78.6,11,2,8.3,14,42.4,1,7,,,,66.2,91.1,71.2,,90.8,,,,,,0,0,14,0.0,124.7,0.0,0,0,0,0,1,0,0.0,115,8.2,58.3,12,12,8.8,3.73,0,0,0.0,58.3,7,7,0.0,16,48.5,0,4,,,,66.4,54.5,71.6,,54.8,,,58.3,,,0,0,16,14.3,70.5,6.3,1,3,0,0,0,1,6.3,57,4.8
Michael Pratt,123229,QB,TULANE,1,2.78,2.47,6.4,4.63,33,319,68.8,16,16,9.9,1.93,0,0,0.0,68.8,11,2,0.0,16,48.5,0,5,,,,66.5,53.8,71.6,,53.7,,,,,,0,0,16,0.0,89.8,0.0,0,0,0,0,0,0,0.0,117,7.3,53.8,13,13,14.2,3.59,0,1,7.7,38.5,5,11,28.6,17,51.5,2,4,,,,66.8,58.1,72.0,,65.5,,,49.2,,,0,1,18,9.1,52.4,5.9,1,3,0,0,1,0,0.0,77,5.9
Cooper Legas,101286,QB,UTAH ST,1,2.8,2.8,,,33,329,61.5,13,13,7.4,1.92,0,0,0.0,61.5,8,2,0.0,13,39.4,0,1,,,,66.4,55.1,71.4,,55.0,,,,,,0,2,15,0.0,51.9,0.0,0,0,0,0,1,1,6.7,31,2.4,73.3,15,20,14.3,3.38,0,2,8.7,50.0,10,8,9.1,20,60.6,1,7,,,,67.5,85.2,72.8,,84.3,,,,,,1,0,23,0.0,108.5,0.0,0,0,0,4,2,1,4.3,151,7.6
Darius Perrantes,103934,QB,DUQUESNE,1,3.7,3.37,8.7,4.63,32,155,37.5,8,8,12.6,1.79,0,0,0.0,25.0,2,0,33.3,8,25.0,1,2,,,,65.4,27.5,70.1,,27.8,,,,,,0,1,10,,79.2,0.0,0,0,0,0,1,1,10.0,103,12.9,42.1,19,19,25.1,4.33,0,5,22.7,36.8,7,9,12.5,24,75.0,1,8,,,,67.9,78.2,73.4,,74.9,,,68.5,,,0,1,27,11.1,53.6,4.2,1,4,0,0,0,3,11.1,195,10.3
Jameson Wang,148782,QB,CORNELL,1,2.67,2.47,3.3,5.25,32,147,82.4,17,17,3.6,1.96,0,1,5.6,70.6,12,1,14.3,17,53.1,2,2,,,,66.8,61.1,72.0,,60.8,,,,,,0,0,18,0.0,83.9,0.0,0,0,0,0,0,0,0.0,94,5.5,70.0,10,12,7.1,3.48,1,1,7.1,50.0,6,6,14.3,15,46.9,1,4,,,,66.7,57.8,72.2,,57.1,,,60.3,,,0,0,17,16.7,63.5,6.7,1,2,0,1,0,0,0.0,57,4.8
Ryan O'Connor,155510,QB,DELAWARE,1,2.81,2.7,,6.1,32,151,83.3,12,12,10.8,1.94,0,0,0.0,83.3,10,2,0.0,12,37.5,0,9,,,,66.0,87.0,71.0,,86.2,,,,,,0,0,13,0.0,149.3,0.0,0,0,0,0,2,0,0.0,124,10.3,64.7,17,19,12.9,3.33,0,2,10.5,47.4,9,4,18.2,20,62.5,2,6,,,,67.1,71.1,72.4,,67.6,,,64.9,,,0,1,20,0.0,81.5,0.0,0,1,0,2,2,1,5.0,122,6.4
Jayden Daniels,97993,QB,LSU,1,2.9,2.27,4.85,6.05,32,211,62.5,16,16,8.3,1.76,0,1,6.3,56.3,9,3,10.0,16,50.0,1,6,,,,66.5,48.4,71.6,,48.5,,,,,,0,0,16,0.0,101.3,0.0,0,0,0,0,1,0,0.0,121,7.6,80.0,10,10,19.4,4.05,0,2,20.0,80.0,8,5,0.0,16,50.0,0,12,,,,66.5,94.6,71.6,,90.7,,,89.0,,,0,0,16,40.0,158.3,12.5,2,4,0,0,2,0,0.0,251,25.1
Bo Nix,97790,QB,OREGON,1,2.26,2.22,,3.4,32,264,91.3,23,23,5.3,1.9,0,2,8.0,78.3,18,1,14.3,23,71.9,3,11,,,,67.7,90.8,73.1,,90.6,,,,,,0,0,25,0.0,158.3,0.0,0,0,0,0,3,0,0.0,358,15.6,71.4,7,8,13.9,3.17,0,0,0.0,62.5,5,2,0.0,9,28.1,0,4,,,,65.4,52.4,70.1,,55.1,,,57.3,,,1,0,10,0.0,121.9,0.0,0,1,0,0,1,1,10.0,54,6.8
Matthew Sluka,143059,QB,HOLY CROSS,1,3.04,2.37,4.9,4.64,32,181,92.3,13,13,5.8,1.85,0,0,0.0,84.6,11,2,8.3,13,40.6,1,6,,,,66.0,73.6,71.0,,73.1,,,,,,0,0,13,0.0,117.3,0.0,0,0,0,0,1,0,0.0,78,6.0,55.6,9,10,18.2,3.85,1,1,9.1,50.0,5,12,0.0,19,59.4,0,4,,,,67.1,55.2,72.4,,59.8,,,53.2,,,0,1,20,33.3,70.0,21.1,4,5,0,0,1,1,5.0,78,7.8
Aidan Bouman,122508,QB,S DAKOTA,1,2.2,2.2,2.3,,32,291,83.3,18,19,7.3,1.92,0,1,5.0,78.9,15,3,0.0,21,65.6,0,9,,,,67.4,88.7,72.7,,87.8,,,,,,0,1,22,66.7,85.1,9.5,2,0,0,1,0,0,0.0,184,9.7,60.0,10,11,9.6,2.75,0,1,8.3,45.5,5,3,16.7,11,34.4,1,3,,,,65.8,65.4,70.7,,65.0,,,,,,0,0,12,0.0,86.2,0.0,0,0,0,1,0,1,8.3,122,11.1
Bryson Barnes,131845,QB,UTAH,1,2.86,2.63,,6.3,32,328,91.7,12,12,1.2,1.68,0,0,0.0,83.3,10,1,9.1,12,37.5,1,5,,,,65.8,77.4,70.7,,76.9,,,,,,0,0,12,0.0,158.3,0.0,0,0,0,0,2,0,0.0,151,12.6,50.0,16,18,10.2,3.58,0,2,9.5,38.9,7,11,12.5,20,62.5,1,2,,,,67.5,52.6,72.8,,50.9,,,62.0,,,0,2,23,0.0,21.8,0.0,0,2,0,2,0,2,8.7,116,6.4
Brayden Schager,146078,QB,HAWAII,1,2.43,2.15,2.2,5.2,32,180,94.7,19,20,4.5,1.81,1,1,4.8,80.0,16,5,11.1,21,65.6,2,6,,,,67.4,73.8,72.7,,73.2,,,,,,0,0,22,20.0,106.9,4.8,1,0,0,0,1,0,0.0,113,5.7,75.0,8,8,12.5,3.62,0,0,0.0,75.0,6,2,0.0,11,34.4,0,6,,,,65.6,70.5,70.4,,68.1,,,64.2,,,0,0,11,0.0,137.0,0.0,0,3,0,0,1,0,0.0,63,7.9
Andrew Peasley,83581,QB,WYOMING,1,3.41,2.8,3.97,5.37,31,351,100.0,6,6,2.7,1.85,0,0,0.0,83.3,5,2,16.7,6,19.4,1,3,,,,64.2,66.8,68.6,,66.5,,,,,,0,0,6,0.0,106.9,0.0,0,0,0,0,0,0,0.0,58,9.7,40.0,15,16,10.3,3.78,0,0,0.0,37.5,6,11,0.0,25,80.6,0,7,,,,67.5,49.6,73.1,,34.6,,,74.6,,,0,1,25,27.3,29.7,12.0,3,6,0,1,0,1,4.0,86,5.4
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,2.53,2.41,,6.1,31,144,72.2,18,18,7.8,1.74,0,1,5.3,66.7,12,2,7.7,18,58.1,1,6,,,,67.0,64.8,72.2,,64.5,,,,,,0,0,19,0.0,89.8,0.0,0,0,0,0,0,0,0.0,139,7.7,41.7,12,12,16.4,3.62,0,0,0.0,41.7,5,3,0.0,13,41.9,0,4,,,,66.4,37.6,71.8,,38.8,,,57.3,,,0,1,15,0.0,24.0,0.0,0,1,0,0,0,1,6.7,63,5.3
Ben Bryant,77655,QB,NWESTERN,1,2.75,2.41,3.2,4.83,31,256,82.4,17,17,6.8,1.99,0,1,5.9,82.4,14,2,0.0,17,54.8,0,8,,,,66.7,82.9,71.8,,82.1,,,,,,0,0,17,0.0,136.8,0.0,0,0,0,0,2,0,0.0,126,7.4,71.4,7,9,13.7,3.66,0,0,0.0,44.4,4,7,20.0,14,45.2,1,4,,,,66.2,58.0,71.2,,61.9,,,55.5,,,1,0,14,14.3,71.1,7.1,1,4,0,1,0,0,0.0,69,7.7
Davius Richard,109077,QB,NC CENT,1,3.4,2.88,4.48,6.07,31,247,77.8,9,10,3.7,2.0,1,0,0.0,60.0,6,0,14.3,10,32.3,1,3,,,,65.4,66.3,70.1,,66.0,,,,,,0,0,10,,100.8,0.0,0,0,0,0,1,0,0.0,37,3.7,54.5,11,14,14.5,4.06,0,0,0.0,35.7,5,10,16.7,21,67.7,1,3,,,,67.6,49.4,73.0,,49.7,,,57.5,,,1,0,24,40.0,44.3,19.0,4,3,0,2,0,0,0.0,40,2.9
TJ Goodwin,100826,QB,LINCOK,1,2.56,2.43,3.5,4.2,31,1452,75.0,16,16,4.4,1.79,0,0,0.0,62.5,10,4,16.7,16,51.6,2,5,,,,66.5,67.4,71.6,,67.0,,,,,,0,1,16,0.0,52.1,0.0,0,0,0,0,0,0,0.0,92,5.8,50.0,10,12,11.0,3.38,0,0,0.0,41.7,5,10,0.0,15,48.4,0,2,,,,66.5,51.4,71.6,,53.3,,,57.3,,,0,1,16,20.0,23.6,13.3,2,1,0,2,0,0,0.0,62,5.2
Kyle McCord,145053,QB,OHIO STATE,1,2.44,2.44,,,31,260,87.5,16,17,6.1,1.92,0,2,11.1,76.5,13,2,7.1,17,54.8,1,9,,,,66.8,90.0,72.0,,89.0,,,,,,0,0,18,0.0,143.0,0.0,0,0,0,1,2,0,0.0,155,9.1,84.6,13,14,12.9,3.06,0,2,14.3,78.6,11,3,0.0,14,45.2,0,7,,,,66.2,89.3,71.2,,88.5,,,,,,0,0,14,0.0,142.6,0.0,0,0,0,1,1,0,0.0,180,12.9
Deacon Hill,145170,QB,IOWA,1,2.5,2.5,,,31,192,85.7,14,15,3.1,1.87,1,0,0.0,73.3,11,1,8.3,15,48.4,1,4,,,,66.4,67.3,71.4,,66.9,,,,,,0,1,15,0.0,79.0,0.0,0,0,0,0,1,0,0.0,77,5.1,62.5,16,16,13.3,3.09,0,0,0.0,56.3,9,6,10.0,16,51.6,1,6,,,,66.8,73.4,72.0,,72.8,,,,,,0,0,18,0.0,87.0,0.0,0,0,0,0,0,0,0.0,146,9.1
Brady Cook,124199,QB,MISSOURI,1,3.15,2.88,3.4,4.58,31,229,100.0,5,6,0.6,1.78,1,0,0.0,83.3,5,2,0.0,6,19.4,0,2,,,,64.6,77.6,69.1,,77.1,,,,,,0,0,7,0.0,130.6,0.0,0,0,0,0,1,0,0.0,35,5.8,72.2,18,18,11.2,3.48,0,0,0.0,72.2,13,10,0.0,25,80.6,0,12,,,,67.7,74.6,73.1,,64.1,,,77.9,,,0,1,25,30.0,91.2,12.0,3,4,0,0,0,0,0.0,240,13.3
Jack Plummer,83543,QB,LOUISVILLE,1,2.54,2.36,3.65,5.5,31,210,86.7,15,15,5.3,1.81,0,0,0.0,80.0,12,3,7.7,15,48.4,1,6,,,,66.5,57.8,71.6,,57.6,,,,,,0,0,16,0.0,118.3,0.0,0,0,0,0,1,0,0.0,106,7.1,69.2,13,13,14.1,3.23,0,0,0.0,53.8,7,5,22.2,16,51.6,2,5,,,,66.7,56.4,71.8,,58.1,,,57.3,,,0,1,17,40.0,84.5,12.5,2,1,0,0,1,1,5.9,137,10.5
Dom Nankil,182292,QB,SAN DIEGO,1,2.86,2.62,3.77,4.0,31,283,85.7,14,14,8.2,1.71,0,0,0.0,85.7,12,1,0.0,14,45.2,0,7,,,,66.2,86.3,71.2,,85.4,,,,,,0,0,14,0.0,119.9,0.0,0,0,0,0,1,0,0.0,99,7.1,70.0,10,11,4.5,3.81,0,0,0.0,63.6,7,6,0.0,17,54.8,0,3,,,,66.8,45.9,72.0,,51.0,,,50.9,,,0,2,18,50.0,35.6,17.6,3,3,0,1,0,2,11.1,53,4.8
Devin Grainger,78496,QB,GA STATE,1,3.25,3.18,3.1,5.2,31,175,75.0,12,12,1.9,1.68,0,0,0.0,66.7,8,1,11.1,12,38.7,1,3,,,,66.0,52.9,71.0,,52.8,,,,,,0,0,13,0.0,109.7,0.0,0,0,0,0,2,0,0.0,29,2.4,52.9,17,17,15.5,4.23,0,0,0.0,47.1,8,11,11.1,19,61.3,1,5,,,,67.2,43.5,72.5,,40.7,,,64.2,,,0,1,21,9.1,37.6,5.3,1,1,0,0,0,1,4.8,85,5.0
Kyle Wickersham,148418,QB,RICHMOND,1,2.24,2.24,3.45,,30,276,84.2,19,19,1.2,1.63,0,0,0.0,78.9,15,1,6.3,19,63.3,1,5,,,,67.1,68.9,72.4,,68.5,,,,,,0,0,20,0.0,103.3,0.0,0,0,0,0,1,0,0.0,87,4.6,71.4,7,8,11.6,3.64,0,0,0.0,62.5,5,9,0.0,10,33.3,0,4,,,,65.8,55.0,70.7,,54.8,,,,,,0,1,12,22.2,96.9,20.0,2,0,0,1,1,1,8.3,82,10.3
Carter Bradley,77685,QB,S ALABAMA,1,2.4,2.34,3.15,3.55,30,288,80.0,15,15,6.9,1.93,0,1,6.3,80.0,12,1,0.0,15,50.0,0,3,,,,66.5,65.6,71.6,,65.2,,,,,,0,0,16,0.0,130.7,0.0,0,0,0,0,2,0,0.0,88,5.9,77.8,9,10,12.3,3.06,0,0,0.0,70.0,7,6,0.0,14,46.7,0,2,,,,66.2,50.7,71.2,,55.7,,,52.4,,,0,0,14,33.3,84.2,14.3,2,2,0,1,0,0,0.0,57,5.7
Dequan Finn,97804,QB,TOLEDO,1,3.28,3.19,4.0,5.0,30,316,81.8,11,11,11.5,2.1,0,2,18.2,81.8,9,0,0.0,11,36.7,0,8,,,,65.6,91.1,70.4,,90.8,,,,,,0,0,11,,149.1,0.0,0,0,0,0,1,0,0.0,169,15.4,88.2,17,17,12.2,3.96,0,1,5.9,88.2,15,9,0.0,19,63.3,0,14,,,,67.0,83.5,72.2,,80.7,,,64.2,,,0,1,19,11.1,133.5,5.3,1,1,0,0,2,1,5.3,240,14.1
Kinkead Dent,99132,QB,TENN MARTN,1,2.63,2.48,,7.1,30,310,64.3,14,16,7.1,1.93,1,0,0.0,56.3,9,4,0.0,16,53.3,0,5,,,,66.7,55.6,71.8,,55.5,,,,,,1,1,17,0.0,41.1,0.0,0,0,0,0,0,0,0.0,70,4.4,61.5,13,13,22.2,3.44,0,2,14.3,53.8,7,3,12.5,14,46.7,1,8,,,,66.4,90.8,71.4,,85.8,,,70.0,,,0,0,15,0.0,133.7,0.0,0,1,0,0,3,0,0.0,147,11.3
Tommy Schuster,108954,QB,N DAKOTA,1,3.02,2.79,2.3,4.78,30,249,92.3,13,14,3.2,1.82,1,0,0.0,71.4,10,2,16.7,15,50.0,2,2,,,,66.5,72.4,71.6,,71.9,,,,,,0,0,16,50.0,79.5,6.7,1,0,0,0,0,0,0.0,60,4.3,60.0,10,10,12.1,4.22,0,0,0.0,60.0,6,11,0.0,15,50.0,0,3,,,,66.4,41.2,71.4,,48.3,,,48.1,,,0,1,15,9.1,35.8,6.7,1,4,0,0,0,2,13.3,56,5.6
Pierce Holley,108981,QB,E ILLINOIS,1,2.6,2.56,3.15,,30,158,53.3,15,15,8.3,1.89,0,0,0.0,46.7,7,0,12.5,15,50.0,1,3,,,,66.5,52.8,71.6,,52.7,,,,,,0,0,16,,58.8,0.0,0,0,0,0,0,0,0.0,64,4.3,36.4,11,13,16.5,3.31,1,0,0.0,30.8,4,5,0.0,15,50.0,0,3,,,,66.5,36.8,71.6,,37.1,,,,,,0,0,16,40.0,46.0,13.3,2,0,0,1,0,1,6.3,57,4.4
Keegan Shoemaker,108983,QB,SM HOUSTON,1,2.67,2.67,2.8,,30,281,75.0,16,17,4.5,1.96,0,0,0.0,52.9,9,6,25.0,17,56.7,3,3,,,,66.7,67.8,71.8,,67.4,,,,,,0,0,17,0.0,69.0,0.0,0,0,0,1,0,0,0.0,93,5.5,90.0,10,12,11.5,3.61,0,0,0.0,75.0,9,8,0.0,13,43.3,0,7,,,,66.0,91.3,71.0,,91.1,,,,,,0,0,13,12.5,144.4,7.7,1,0,0,2,1,0,0.0,176,14.7
Will Howard,122599,QB,KANSAS ST,1,2.52,2.51,2.9,,30,199,92.3,13,14,1.8,1.64,1,0,0.0,78.6,11,0,8.3,14,46.7,1,6,,,,66.2,65.3,71.2,,65.0,,,,,,0,0,14,,131.3,0.0,0,0,0,0,2,0,0.0,84,6.0,61.5,13,15,14.0,3.29,0,2,12.5,53.3,8,5,0.0,16,53.3,0,8,,,,66.7,81.8,71.8,,81.0,,,,,,0,0,17,20.0,110.7,6.3,1,0,0,2,1,1,5.9,151,10.1
Ken Seals,124359,QB,VANDERBILT,1,3.05,2.93,3.1,6.5,30,333,50.0,12,13,7.1,2.15,1,1,7.7,46.2,6,3,0.0,13,43.3,0,3,,,,66.0,68.5,71.0,,68.1,,,,,,0,0,13,0.0,83.5,0.0,0,0,0,0,1,0,0.0,54,4.2,66.7,12,15,7.7,3.75,2,0,0.0,46.7,7,11,12.5,17,56.7,1,3,,,,66.8,56.3,72.0,,58.2,,,57.3,,,0,0,18,9.1,54.9,5.9,1,1,0,1,0,0,0.0,50,3.3
Carter Peevy,129563,QB,MERCER,1,2.8,2.47,3.0,4.83,30,219,92.9,14,14,1.3,1.26,0,1,6.3,85.7,12,1,7.7,14,46.7,1,5,,,,66.5,80.2,71.6,,79.6,,,,,,0,0,16,0.0,84.5,0.0,0,0,0,0,0,0,0.0,60,4.3,63.6,11,11,11.1,4.15,0,0,0.0,54.5,6,4,14.3,16,53.3,1,6,,,,66.8,57.8,72.0,,50.0,,,69.1,,,0,0,18,25.0,76.3,6.3,1,4,0,0,0,1,5.6,76,6.9
Myles Crawley,141731,QB,GRAMBLING,1,2.1,2.25,,,30,177,77.8,18,18,6.1,1.83,0,0,0.0,66.7,12,2,14.3,18,60.0,2,9,,,,67.0,70.7,72.2,,70.2,,,,,,0,0,19,0.0,137.5,0.0,0,0,0,0,3,1,5.3,174,9.7,50.0,10,10,5.9,3.01,0,0,0.0,50.0,5,0,0.0,10,33.3,0,2,,,,65.6,66.9,70.4,,66.5,,,,,,0,0,11,,56.3,0.0,0,0,0,0,0,0,0.0,30,3.0
Behren Morton,144747,QB,TEXAS TECH,1,2.78,2.41,4.67,4.6,30,315,86.7,15,15,5.7,1.89,0,0,0.0,86.7,13,2,0.0,16,53.3,0,4,,,,66.7,65.0,71.8,,64.7,,,,,,0,0,17,50.0,98.3,6.3,1,0,0,0,0,1,5.9,114,7.6,66.7,9,10,13.6,3.8,1,0,0.0,60.0,6,5,0.0,14,46.7,0,5,,,,21.3,45.5,71.4,,37.1,,,69.7,,,0,1,15,40.0,38.3,14.3,2,2,0,0,0,2,13.3,62,6.2
Grayson Loftis,170054,QB,DUKE,1,2.71,2.57,4.2,5.2,30,154,80.0,15,16,8.3,2.26,1,2,10.5,62.5,10,5,16.7,16,53.3,2,7,,,,67.0,90.7,72.2,,90.3,,,,,,0,0,19,0.0,118.8,0.0,0,0,0,0,3,0,0.0,96,6.0,50.0,12,12,16.4,3.23,0,1,7.7,50.0,6,6,0.0,14,46.7,0,5,,,,66.4,74.2,71.4,,76.5,,,57.0,,,0,0,15,16.7,76.0,7.1,1,1,0,0,0,0,0.0,93,7.8
Drew VanVleet,177653,QB,DAYTON,1,2.21,2.21,,,30,150,81.0,21,21,6.1,1.99,0,1,4.5,76.2,16,2,5.9,21,70.0,1,8,,,,67.4,64.6,72.7,,64.2,,,,,,0,1,22,0.0,75.9,0.0,0,0,0,0,0,2,9.1,152,7.2,55.6,9,9,19.6,2.71,0,3,33.3,55.6,5,1,0.0,9,30.0,0,4,,,,64.9,73.7,69.8,,73.2,,,,,,0,0,9,0.0,126.4,0.0,0,0,0,0,2,1,11.1,83,9.2
Nicholas Vattiato,145302,QB,MIDDLE TN,1,2.95,2.62,,5.0,29,224,78.6,14,14,4.2,1.66,0,0,0.0,78.6,11,0,0.0,14,48.3,0,5,,,,66.2,56.6,71.2,,56.4,,,,,,0,0,14,,149.1,0.0,0,0,0,0,3,1,7.1,144,10.3,70.0,10,11,9.1,4.15,0,1,8.3,63.6,7,5,0.0,15,51.7,0,5,,,,66.5,54.6,71.6,,57.9,,,54.8,,,0,0,16,0.0,135.0,0.0,0,4,0,1,1,1,6.3,131,11.9
Jalen Mayden,83520,QB,S DIEGO ST,1,2.66,2.53,3.17,4.4,29,284,82.4,17,17,2.9,1.85,0,0,0.0,76.5,13,0,7.1,17,58.6,1,4,,,,66.8,62.7,72.0,,62.4,,,,,,0,0,18,,78.3,0.0,0,0,0,0,0,0,0.0,51,3.0,75.0,8,8,12.4,3.81,0,0,0.0,75.0,6,7,0.0,12,41.4,0,4,,,,66.5,65.3,71.6,,61.6,,,64.2,,,0,0,16,42.9,104.7,25.0,3,1,0,0,0,0,0.0,77,9.6
Rocky Lombardi,60452,QB,N ILLINOIS,1,3.13,3.07,3.05,4.8,29,254,54.5,11,11,5.2,1.97,0,0,0.0,54.5,6,1,0.0,11,37.9,0,3,,,,65.8,47.6,70.7,,47.7,,,,,,0,0,12,0.0,60.4,0.0,0,0,0,0,0,1,8.3,34,3.1,86.7,15,15,12.0,3.83,0,0,0.0,60.0,9,5,30.8,18,62.1,4,7,,,,22.9,84.2,72.0,,81.3,,,64.0,,,0,0,18,40.0,81.8,11.1,2,1,0,0,0,1,5.6,107,7.1
Ashur Carraha,165036,QB,STHLSK,1,2.76,2.76,2.85,5.3,29,1470,63.6,11,11,9.9,1.96,0,1,9.1,45.5,5,2,28.6,11,37.9,2,3,,,,65.6,60.9,70.4,,60.7,,,,,,0,0,11,0.0,73.3,0.0,0,0,0,0,0,0,0.0,88,8.0,57.1,14,14,11.8,3.43,0,0,0.0,50.0,7,8,12.5,17,58.6,1,5,,,,66.8,63.1,72.0,,65.0,,,57.3,,,0,0,18,25.0,92.3,11.8,2,1,0,0,1,1,5.6,83,5.9
Devon Dampier,171556,QB,NEW MEXICO,1,3.27,3.18,4.03,,29,241,77.8,9,9,6.6,1.79,0,0,0.0,66.7,6,2,14.3,10,34.5,1,3,,,,65.4,72.2,70.1,,71.7,,,,,,0,0,10,50.0,75.7,10.0,1,0,0,0,0,1,10.0,39,4.3,68.8,16,17,13.2,4.04,0,1,5.0,64.7,11,8,0.0,19,65.5,0,7,,,,67.4,59.9,72.7,,59.7,,,,,,1,0,22,25.0,95.5,10.5,2,0,0,0,0,0,0.0,161,9.5
Katin Houser,158386,QB,MICH STATE,1,2.9,2.7,3.35,4.75,28,223,54.5,11,11,5.7,1.9,0,0,0.0,54.5,6,1,0.0,11,39.3,0,3,,,,65.8,36.0,70.7,,36.3,,,,,,0,0,12,0.0,66.9,0.0,0,0,0,0,0,1,8.3,51,4.6,58.3,12,13,9.7,3.54,0,0,0.0,46.2,6,9,14.3,17,60.7,1,2,,,,66.8,49.1,72.0,,52.9,,,52.4,,,0,0,18,22.2,53.7,11.8,2,2,0,1,0,0,0.0,41,3.2
Carson Beck,124010,QB,GEORGIA,1,2.5,2.26,,4.5,28,173,71.4,14,14,6.5,1.79,0,0,0.0,71.4,10,1,0.0,14,50.0,0,6,,,,66.4,79.4,71.4,,78.7,,,,,,0,0,15,0.0,114.0,0.0,0,0,0,0,1,0,0.0,96,6.9,90.9,11,11,16.5,3.22,0,1,8.3,72.7,8,2,20.0,14,50.0,2,7,,,,66.4,92.0,71.8,,91.7,,,66.7,,,0,1,15,0.0,107.2,0.0,0,3,0,0,1,1,6.7,210,19.1
