player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Grant Wilson,143041,QB,DOMINION,1,2.86,2.75,2.85,4.4,17,263,85.7,7,7,5.7,2.04,0,1,14.3,71.4,5,2,16.7,7,41.2,1,4,,,,,64.6,77.8,69.1,77.2,,,,0,0,7,0.0,153.3,0.0,0,0,0,0,2,0,0.0,115,16.4,14.3,7,7,20.4,3.43,0,0,0.0,14.3,1,6,0.0,10,58.8,0,1,,,,,65.6,33.2,70.4,28.3,,67.9,,0,0,11,33.3,39.6,20.0,2,1,0,0,0,1,9.1,3,0.4
Tucker Kilcrease,156863,QB,TROY,1,3.37,2.49,4.3,5.55,16,318,83.3,6,6,3.8,1.97,0,0,0.0,83.3,5,0,0.0,6,37.5,0,2,,,,,64.2,71.3,68.6,70.9,,,,0,0,6,,95.1,0.0,0,0,0,0,0,0,0.0,41,6.8,33.3,3,5,30.0,4.21,0,0,0.0,20.0,1,7,0.0,10,62.5,0,1,,,,,65.8,49.6,70.7,63.9,,46.8,,1,0,12,14.3,40.4,10.0,1,4,0,1,0,0,0.0,16,3.2
Jaden Jones,147558,QB,CAL POLY,1,3.91,3.28,,6.63,16,129,100.0,3,3,4.3,1.97,0,0,0.0,100.0,3,0,0.0,3,18.8,0,2,,,,,62.7,66.1,66.6,65.9,,,,0,0,3,,93.1,0.0,0,0,0,0,0,0,0.0,19,6.3,40.0,10,10,27.3,4.36,0,2,20.0,40.0,4,6,0.0,13,81.3,0,6,,,,,66.2,90.1,71.2,86.2,,70.6,,0,1,14,0.0,81.3,0.0,0,3,0,0,1,1,7.1,170,17.0
Zach Sims,186100,QB,ALABAMA ST,1,2.77,2.18,2.55,6.55,16,105,77.8,9,9,7.3,1.84,0,0,0.0,77.8,7,1,0.0,10,62.5,0,5,,,,,65.4,74.6,70.1,74.1,,,,0,0,10,100.0,136.1,10.0,1,0,0,0,1,0,0.0,70,7.8,50.0,2,3,6.0,4.32,0,0,0.0,33.3,1,4,0.0,6,37.5,0,3,,,,,64.2,62.1,68.6,45.8,,70.8,,0,0,6,25.0,42.4,16.7,1,2,0,1,0,0,0.0,8,2.7
Chris Zellous,153319,QB,HAMPTON,1,2.33,2.15,3.3,3.9,16,178,54.5,11,11,8.9,1.88,0,0,0.0,54.5,6,4,0.0,11,68.8,0,3,,,,,65.6,54.8,70.4,54.8,,,,0,0,11,0.0,64.2,0.0,0,0,0,0,0,0,0.0,44,4.0,0.0,2,3,24.0,3.32,0,0,0.0,0.0,0,3,,5,31.3,0,0,,,,,63.8,35.9,68.1,28.6,,64.3,,1,1,5,33.3,0.0,20.0,1,1,0,0,0,1,20.0,0,0.0
Derek Robertson,142298,QB,MONMOUTH,1,1.76,1.58,,4.3,15,231,90.0,10,12,5.0,1.39,0,0,0.0,75.0,9,0,0.0,12,80.0,0,6,,,,,65.8,80.0,70.7,79.4,,,,0,0,12,,134.4,0.0,0,0,0,2,1,0,0.0,121,10.1,100.0,2,2,26.0,3.23,0,1,33.3,100.0,2,1,0.0,3,20.0,0,3,,,,,63.3,95.2,67.4,94.6,,64.2,,0,0,4,0.0,118.8,0.0,0,1,0,0,0,0,0.0,59,29.5
Donovan Smith,73929,QB,HOUSTON,1,3.55,2.8,,6.57,15,182,100.0,4,4,1.3,1.9,0,0,0.0,75.0,3,0,25.0,4,26.7,1,0,,,,,63.3,65.0,67.4,64.8,,,,0,0,4,,78.1,0.0,0,0,0,0,0,0,0.0,13,3.3,62.5,8,8,16.9,4.15,0,0,0.0,62.5,5,4,0.0,11,73.3,0,4,,,,,65.8,68.1,70.7,64.4,,65.4,,0,1,12,0.0,44.8,0.0,0,3,0,0,0,1,8.3,58,7.3
John Busha,173849,QB,AIR FORCE,1,2.94,2.96,2.8,,15,101,50.0,6,6,14.8,1.98,0,1,16.7,50.0,3,1,0.0,6,40.0,0,1,,,,,64.2,64.2,68.6,64.0,,,,0,0,6,0.0,76.4,0.0,0,0,0,0,0,1,16.7,47,7.8,50.0,6,7,17.5,3.58,0,1,14.3,42.9,3,7,0.0,9,60.0,0,3,,,,,65.1,71.1,69.8,70.7,,,,0,0,9,28.6,78.3,22.2,2,0,0,1,0,0,0.0,68,9.7
Pauly Seeley V,178692,QB,WOFFORD,1,2.85,2.85,,,14,350,75.0,4,4,4.0,2.0,0,0,0.0,75.0,3,1,0.0,4,28.6,0,1,,,,,63.3,64.4,67.4,64.2,,,,0,0,4,0.0,92.7,0.0,0,0,0,0,0,0,0.0,27,6.8,50.0,8,10,9.4,3.19,0,0,0.0,40.0,4,5,0.0,10,71.4,0,2,,,,,65.4,57.5,70.1,57.4,,,,0,1,10,0.0,10.8,0.0,0,0,0,2,0,1,10.0,36,3.6
CJ Rogers,144508,QB,HOUCHR,1,3.56,2.46,5.25,5.73,14,183,75.0,4,4,2.5,1.75,0,0,0.0,25.0,1,0,66.7,4,28.6,2,0,,,,,63.3,51.1,67.4,51.2,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,6,1.5,50.0,4,5,14.5,4.28,1,0,0.0,20.0,1,3,50.0,10,71.4,1,2,,,,,65.4,60.9,70.1,64.3,,57.1,,0,0,10,66.7,43.8,20.0,2,3,0,0,0,0,0.0,20,4.0
Malcolm Mays,165409,QB,HAMPTON,1,2.75,2.54,2.9,4.1,13,178,100.0,3,3,8.7,1.6,0,0,0.0,100.0,3,0,0.0,4,30.8,0,2,,,,,11.1,54.4,67.4,54.4,,,,0,0,4,,104.2,25.0,1,0,0,0,0,1,25.0,27,9.0,40.0,5,6,10.0,3.26,0,0,0.0,16.7,1,5,50.0,9,69.2,1,1,,,,,65.4,48.6,70.1,36.3,,70.7,,0,0,10,40.0,39.6,22.2,2,1,0,1,0,1,10.0,13,2.2
Nick Evers,158082,QB,UCONN,1,3.21,2.94,6.4,,13,146,83.3,6,6,3.8,1.67,0,0,0.0,83.3,5,1,0.0,6,46.2,0,2,,,,,64.6,71.7,69.1,71.3,,,,0,0,7,0.0,89.6,0.0,0,0,0,0,0,0,0.0,33,5.5,75.0,4,6,4.0,4.53,0,0,0.0,33.3,2,4,33.3,7,53.8,1,1,,,,,64.6,55.7,69.1,55.5,,,,0,0,7,25.0,42.4,14.3,1,0,0,2,0,0,0.0,18,3.0
Andrew Frazier,173585,TE,DAVIDSON,1,2.73,2.0,6.1,4.7,13,149,100.0,8,8,10.8,1.71,0,2,25.0,100.0,8,0,0.0,8,61.5,0,5,,,,,64.9,93.8,69.5,93.4,,,,0,0,8,,158.3,0.0,0,0,0,0,1,0,0.0,159,19.9,0.0,2,2,33.0,4.36,0,0,0.0,0.0,0,3,,5,38.5,0,1,,,,,63.8,60.9,68.1,48.1,,68.3,,0,0,5,33.3,39.6,20.0,1,2,0,0,0,0,0.0,0,0.0
Kasen Weisman,171910,QB,FAU,1,3.71,3.71,,,13,165,100.0,4,4,2.3,1.63,0,0,0.0,100.0,4,0,0.0,4,30.8,0,3,,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,118.8,0.0,0,0,0,0,0,0,0.0,57,14.3,50.0,6,9,14.2,4.63,0,0,0.0,33.3,3,7,0.0,9,69.2,0,3,,,,,65.6,41.3,0.0,45.9,,,,0,1,11,0.0,9.3,0.0,0,0,0,3,0,1,9.1,41,4.6
Justin Lamson,144052,QB,STANFORD,1,3.06,2.31,4.28,4.2,13,300,60.0,5,5,14.4,2.18,0,0,0.0,60.0,3,0,0.0,5,38.5,0,2,,,,,63.8,54.4,68.1,54.4,,,,0,0,5,,78.8,0.0,0,0,0,0,0,0,0.0,32,6.4,66.7,3,3,16.7,3.61,0,1,33.3,33.3,1,5,50.0,8,61.5,1,2,,,,,64.9,76.7,69.5,73.1,,63.1,,0,0,8,80.0,100.0,50.0,4,1,0,0,1,0,0.0,22,7.3
Cameron Peters,123326,QB,PRVIEW A&M,1,2.18,1.99,,4.2,12,270,85.7,7,7,2.6,1.37,0,0,0.0,71.4,5,2,16.7,7,58.3,1,1,,,,,64.9,56.2,69.5,56.1,,,,0,0,8,0.0,89.6,0.0,0,0,0,0,0,0,0.0,47,6.7,50.0,4,4,29.8,3.3,0,0,0.0,50.0,2,1,0.0,5,41.7,0,1,,,,,64.2,53.3,68.6,56.7,,57.3,,0,1,6,0.0,39.6,0.0,0,1,0,0,0,1,16.7,34,8.5
J.T. Fayard,172783,QB,NWSTATE,1,1.98,1.98,,,12,257,40.0,10,10,10.3,1.88,0,0,0.0,40.0,4,3,0.0,10,83.3,0,1,,,,,65.4,29.6,70.1,29.8,,,,0,0,10,0.0,47.9,0.0,0,0,0,0,0,1,10.0,16,1.6,0.0,2,2,9.0,2.5,0,0,0.0,0.0,0,1,,2,16.7,0,0,,,,,61.8,48.2,65.5,48.5,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cam Fancher,145266,QB,FAU,1,2.34,2.34,,,12,165,75.0,8,9,6.0,1.93,0,0,0.0,66.7,6,1,0.0,9,75.0,0,2,,,,,65.4,43.5,70.1,43.7,,,,0,1,10,0.0,70.1,0.0,0,0,0,1,0,1,10.0,113,12.6,100.0,3,3,7.7,3.57,0,0,0.0,100.0,3,2,0.0,3,25.0,0,2,,,,,63.3,71.0,67.4,70.7,,,,0,0,4,0.0,118.1,0.0,0,0,0,0,0,0,0.0,37,12.3
Matthew Downing,82120,QB,ELON,1,2.87,2.76,2.5,4.3,11,162,100.0,3,3,3.0,1.8,0,0,0.0,100.0,3,0,0.0,3,27.3,0,1,,,,,62.7,63.6,66.6,63.4,,,,0,0,3,,97.2,0.0,0,0,0,0,0,0,0.0,22,7.3,33.3,6,6,16.2,3.28,0,0,0.0,33.3,2,4,0.0,8,72.7,0,0,,,,,65.1,25.9,69.8,26.0,,52.8,,0,1,9,25.0,2.8,12.5,1,1,0,0,0,1,11.1,12,2.0
Blake Horvath,162555,QB,NAVY,1,2.38,2.38,,,11,237,100.0,5,6,-0.8,1.6,0,0,0.0,83.3,5,1,0.0,6,54.5,0,2,,,,,64.2,63.4,68.6,63.1,,,,1,0,6,0.0,158.3,0.0,0,0,0,0,1,0,0.0,95,15.8,80.0,5,5,18.6,3.32,0,2,33.3,80.0,4,2,0.0,5,45.5,0,3,,,,,13.4,72.5,68.6,72.1,,,,0,0,6,0.0,158.3,0.0,0,0,0,0,1,1,16.7,130,26.0
Dante Perri,143112,QB,LEHIGH,1,3.85,3.76,4.7,,11,205,,0,1,,2.1,1,0,0.0,0.0,0,0,,1,9.1,0,0,,,,,60.3,59.7,63.6,60.0,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,55.6,9,9,18.0,4.02,0,2,22.2,44.4,4,2,20.0,10,90.9,1,4,,,,,65.4,74.2,70.1,73.6,,,,0,0,10,50.0,121.5,10.0,1,0,0,0,1,0,0.0,98,10.9
Jordyn Potts,174577,QB,TENN TECH,1,2.06,2.08,1.9,,11,309,57.1,7,7,15.4,1.81,0,1,12.5,57.1,4,2,0.0,8,72.7,0,3,,,,,65.1,62.3,69.8,62.1,,,,0,0,9,50.0,116.7,12.5,1,0,0,0,1,0,0.0,46,6.6,33.3,3,3,26.0,2.73,0,1,25.0,33.3,1,1,0.0,3,27.3,0,1,,,,,63.3,62.7,67.4,62.6,,,,0,0,4,0.0,68.8,0.0,0,0,0,0,0,0,0.0,28,9.3
Jake Rubley,144589,QB,ILL STATE,1,2.49,2.5,2.4,,11,188,80.0,5,6,4.8,1.96,0,0,0.0,66.7,4,2,0.0,7,63.6,0,2,,,,,65.1,56.2,69.8,56.1,,,,0,0,9,50.0,77.1,14.3,1,0,0,1,0,0,0.0,28,4.7,100.0,3,4,7.7,3.43,0,0,0.0,75.0,3,4,0.0,4,36.4,0,2,,,,,64.2,69.4,68.6,69.0,,,,0,0,6,0.0,104.2,0.0,0,0,0,1,0,0,0.0,38,9.5
Bryce Archie,156667,QB,USF,1,2.6,2.44,4.2,,11,327,75.0,4,4,3.8,1.83,0,0,0.0,75.0,3,0,0.0,4,36.4,0,2,,,,,63.3,66.7,67.4,66.4,,,,0,0,4,,99.0,0.0,0,0,0,0,0,0,0.0,33,8.3,20.0,5,6,17.6,3.04,0,1,14.3,16.7,1,5,0.0,7,63.6,0,0,,,,,64.9,47.8,69.5,47.9,,,,1,0,8,20.0,39.6,14.3,1,0,0,0,0,0,0.0,8,1.3
Gunnar Gray,171202,QB,BUFFALO,1,2.23,2.23,,,11,126,50.0,6,6,4.3,1.62,0,0,0.0,50.0,3,0,0.0,6,54.5,0,1,,,,,64.2,54.9,68.6,54.9,,,,0,0,6,,59.7,0.0,0,0,0,0,0,0,0.0,23,3.8,33.3,3,5,15.0,2.96,0,0,0.0,20.0,1,2,0.0,5,45.5,0,1,,,,,63.8,42.6,68.1,42.8,,,,0,1,5,0.0,2.5,0.0,0,0,0,2,0,1,20.0,18,3.6
Matthew Jenks,196957,QB,VA LYNCHBU,1,3.0,2.92,3.35,,11,406,60.0,5,5,7.8,1.8,0,0,0.0,60.0,3,1,0.0,5,45.5,0,1,,,,,63.8,62.0,68.1,61.8,,,,0,0,5,0.0,77.1,0.0,0,0,0,0,0,0,0.0,30,6.0,66.7,3,4,1.0,4.0,0,0,0.0,50.0,2,4,0.0,6,54.5,0,1,,,,,64.2,59.5,68.6,59.4,,,,0,0,6,50.0,56.3,33.3,2,0,0,1,0,0,0.0,7,1.8
Nico Cleaves,182849,QB,VA LYNCHBU,1,3.04,2.49,4.4,4.55,11,406,66.7,6,6,10.3,1.7,0,0,0.0,50.0,3,1,25.0,6,54.5,1,0,,,,,64.2,48.1,68.6,48.2,,,,0,0,6,0.0,56.3,0.0,0,0,0,0,0,0,0.0,3,0.5,50.0,2,2,44.0,4.64,0,0,0.0,50.0,1,4,0.0,5,45.5,0,1,,,,,63.8,55.6,68.1,64.0,,53.8,,0,0,5,25.0,95.8,20.0,1,2,0,0,0,0,0.0,37,18.5
Kaiden Box,185030,QB,N COLORADO,1,2.51,2.24,3.7,,11,253,28.6,7,8,9.6,1.95,1,0,0.0,25.0,2,1,0.0,8,72.7,0,1,,,,,64.9,47.7,69.5,47.8,,,,0,0,8,0.0,39.6,0.0,0,0,0,0,0,0,0.0,11,1.4,0.0,1,1,18.0,4.0,0,0,0.0,0.0,0,3,,3,27.3,0,0,,,,,62.7,53.2,66.6,53.2,,,,0,0,3,66.7,39.6,66.7,2,0,0,0,0,0,0.0,0,0.0
Rowan Keefe,165386,QB,VALPO,1,3.15,2.35,3.58,4.2,10,332,50.0,2,2,18.0,1.95,0,0,0.0,50.0,1,0,0.0,2,20.0,0,1,,,,,61.8,77.0,65.5,76.5,,,,0,0,2,,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0,50.0,2,2,16.0,3.45,0,0,0.0,50.0,1,5,0.0,8,80.0,0,0,,,,,64.9,57.6,69.5,50.5,,64.3,,0,0,8,100.0,83.3,62.5,5,1,0,0,0,0,0.0,19,9.5
DJ Smith,185876,QB,MERCER,1,3.33,2.76,3.6,6.8,10,219,75.0,4,4,8.8,2.18,0,0,0.0,75.0,3,0,0.0,4,40.0,0,1,,,,,63.3,37.3,67.4,37.8,,,,0,1,4,,50.0,0.0,0,0,0,0,0,1,25.0,24,6.0,100.0,2,3,16.0,4.1,0,0,0.0,66.7,2,4,0.0,6,60.0,0,2,,,,,13.4,41.6,68.6,44.3,,57.3,,0,0,6,50.0,103.5,33.3,2,1,0,1,0,1,16.7,33,11.0
Logan Brabham,149647,QB,MARIST,1,2.71,2.34,2.4,5.6,9,213,40.0,5,5,6.0,1.95,0,0,0.0,40.0,2,3,0.0,6,66.7,0,0,,,,,64.2,45.9,68.6,45.9,,,,0,0,6,33.3,47.9,16.7,1,0,0,0,0,0,0.0,14,2.8,100.0,2,2,-2.5,4.23,0,0,0.0,100.0,2,2,0.0,3,33.3,0,1,,,,,62.7,50.3,66.6,57.4,,56.2,,0,0,3,0.0,93.8,0.0,0,1,0,0,0,0,0.0,13,6.5
Cardell Williams,156190,QB,TULSA,1,3.11,3.09,3.3,,9,320,100.0,2,2,5.0,1.9,0,0,0.0,100.0,2,0,0.0,2,22.2,0,1,,,,,61.8,55.2,65.5,55.2,,,,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,25.0,4,6,17.5,3.46,0,0,0.0,16.7,1,4,0.0,7,77.8,0,1,,,,,64.9,52.3,69.5,52.3,,,,0,0,8,25.0,40.3,14.3,1,0,0,2,0,0,0.0,19,3.2
Dominique Anthony,145350,QB,MORGAN ST,1,2.64,2.0,,3.7,8,235,100.0,4,4,3.5,1.85,0,0,0.0,100.0,4,0,0.0,4,50.0,0,3,,,,,63.3,79.1,67.4,78.6,,,,0,0,4,,108.3,0.0,0,0,0,0,0,0,0.0,40,10.0,100.0,1,1,2.0,3.43,0,0,0.0,100.0,1,2,0.0,4,50.0,0,1,,,,,63.3,57.0,67.4,60.4,,57.4,,0,0,4,0.0,79.2,0.0,0,3,0,0,0,0,0.0,3,3.0
Hunter Hays,141593,QB,IDAHO ST,1,2.58,2.58,,,8,186,50.0,4,4,5.0,1.65,0,0,0.0,25.0,1,1,50.0,4,50.0,1,0,,,,,63.3,40.6,67.4,41.0,,,,0,1,4,0.0,0.0,0.0,0,0,0,0,0,1,25.0,6,1.5,50.0,4,4,18.3,3.5,0,0,0.0,50.0,2,2,0.0,4,50.0,0,0,,,,,63.3,48.1,67.4,48.2,,,,0,0,4,0.0,56.3,0.0,0,0,0,0,0,0,0.0,12,3.0
Bishop Davenport,163426,QB,S ALABAMA,1,2.71,2.71,,,8,288,66.7,3,3,0.0,1.93,0,0,0.0,66.7,2,1,0.0,3,37.5,0,1,,,,,62.7,48.5,66.6,48.6,,,,0,0,3,0.0,92.4,0.0,0,0,0,0,0,0,0.0,25,8.3,50.0,4,5,11.5,3.18,0,0,0.0,40.0,2,2,0.0,5,62.5,0,1,,,,,63.8,57.2,68.1,57.1,,,,1,0,5,0.0,56.3,0.0,0,0,0,0,0,0,0.0,25,5.0
Aidan Armenta,175731,QB,LA MONROE,1,2.15,2.87,,,8,209,100.0,3,3,13.0,1.97,0,0,0.0,100.0,3,2,0.0,3,37.5,0,2,,,,,62.7,76.7,66.6,76.2,,,,0,0,3,0.0,118.8,0.0,0,0,0,0,0,0,0.0,103,34.3,0.0,3,3,19.3,3.77,0,0,0.0,0.0,0,0,,3,37.5,0,0,,,,,62.7,62.0,66.6,61.8,,,,0,0,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Braden Streeter,185330,QB,DELAWARE,1,2.59,2.04,,6.4,8,151,83.3,6,6,9.3,1.75,0,1,16.7,83.3,5,0,0.0,6,75.0,0,1,,,,,64.2,73.6,68.6,73.2,,,,0,0,6,,139.6,0.0,0,0,0,0,1,0,0.0,48,8.0,100.0,1,1,8.0,5.1,0,0,0.0,100.0,1,1,0.0,2,25.0,0,1,,,,,61.8,47.4,65.5,53.9,,57.0,,0,0,2,0.0,100.0,0.0,0,1,0,0,0,0,0.0,8,8.0
Quaterius Hawkins,160211,QB,NWSTATE,1,2.74,2.62,3.1,,8,257,50.0,2,2,1.0,1.6,0,0,0.0,50.0,1,0,0.0,2,25.0,0,0,,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,100.0,4,4,9.8,3.12,0,0,0.0,100.0,4,3,0.0,6,75.0,0,3,,,,,64.2,83.7,68.6,83.0,,,,0,0,6,66.7,116.7,33.3,2,0,0,0,0,0,0.0,48,12.0
Marshall Howe,158696,QB,YALE,1,2.09,2.09,,,7,352,33.3,6,6,9.2,1.75,0,0,0.0,16.7,1,0,50.0,6,85.7,1,0,,,,,64.2,32.8,68.6,33.3,,,,0,1,6,,0.0,0.0,0,0,0,0,0,1,16.7,3,0.5,100.0,1,1,6.0,4.1,0,0,0.0,100.0,1,0,0.0,1,14.3,0,1,,,,,23.7,50.5,63.6,50.9,,,,0,0,1,,91.7,0.0,0,0,0,0,0,1,100.0,6,6.0
Cameron Hergott,164247,QB,E KENTUCKY,1,4.7,4.38,,5.5,7,159,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,25.0,4,5,9.8,4.7,0,0,0.0,20.0,1,6,0.0,7,100.0,0,2,,,,,64.6,56.1,69.1,40.0,,72.5,,1,0,7,0.0,39.6,0.0,0,2,0,0,0,0,0.0,6,1.2
Michael Johnson Jr.,97796,QB,SYRACUSE,1,3.99,4.43,2.75,4.55,7,304,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,66.7,3,3,21.7,3.99,0,1,33.3,66.7,2,4,0.0,7,100.0,0,2,,,,,64.6,62.5,69.1,71.6,,52.9,,0,0,7,50.0,100.7,28.6,2,2,0,0,0,0,0.0,31,10.3
Tommy Schuster,108954,QB,MICH STATE,1,2.79,2.67,3.5,,7,223,50.0,2,2,6.5,2.1,0,0,0.0,0.0,0,1,100.0,2,28.6,1,0,,,,,61.8,47.5,65.5,47.8,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,75.0,4,4,4.8,3.06,0,0,0.0,75.0,3,3,0.0,5,71.4,0,2,,,,,63.8,71.4,68.1,71.0,,,,0,0,5,33.3,97.9,20.0,1,0,0,0,0,0,0.0,32,8.0
Mike Chandler II,139371,QB,CAMPBELL,1,2.48,2.08,,4.5,6,131,100.0,4,4,7.3,1.95,0,0,0.0,75.0,3,1,25.0,4,66.7,1,2,,,,,63.8,81.6,68.1,81.0,,,,0,0,5,0.0,128.1,0.0,0,0,0,0,1,0,0.0,23,5.8,0.0,1,1,10.0,3.55,0,0,0.0,0.0,0,1,,2,33.3,0,1,,,,,61.8,58.8,65.5,48.5,,64.3,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Bo Kelly,158923,QB,CAL POLY,1,3.5,2.53,,5.45,6,129,,0,1,,1.8,1,0,0.0,0.0,0,1,,1,16.7,0,0,,,,,60.3,59.7,63.6,60.0,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,33.3,3,3,12.0,3.84,0,0,0.0,33.3,1,1,0.0,5,83.3,0,2,,,,,63.8,63.2,68.1,62.8,,60.6,,0,0,5,0.0,42.4,0.0,0,2,0,0,0,0,0.0,8,2.7
Bryson Daily,147303,QB,ARMY,1,2.68,2.68,,,6,114,100.0,1,1,27.0,2.4,0,1,100.0,100.0,1,0,0.0,1,16.7,0,1,,,,,60.3,88.9,63.6,87.7,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,27,27.0,25.0,4,5,26.0,2.74,0,0,0.0,20.0,1,3,0.0,5,83.3,0,1,,,,,63.8,68.2,68.1,67.9,,,,1,0,5,0.0,49.6,0.0,0,0,0,0,0,0,0.0,27,5.4
Nick Howard,108979,QB,BUTLER,1,2.72,2.26,,5.0,6,127,100.0,3,3,5.3,1.43,0,0,0.0,100.0,3,0,0.0,3,50.0,0,2,,,,,62.7,78.1,66.6,77.6,,,,0,0,3,,135.4,0.0,0,0,0,0,1,0,0.0,21,7.0,100.0,1,2,-2.0,4.0,0,0,0.0,50.0,1,2,0.0,3,50.0,0,2,,,,,62.7,68.9,66.6,58.9,,64.3,,0,0,3,0.0,70.8,0.0,0,1,0,1,0,0,0.0,13,6.5
Zeon Chriss,156733,QB,HOUSTON,1,3.77,3.8,2.9,4.5,6,182,0.0,1,1,7.0,2.3,0,0,0.0,0.0,0,0,,1,16.7,0,0,,,,,60.3,45.5,63.6,46.1,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,3,11.5,4.06,0,0,0.0,33.3,1,3,0.0,5,83.3,0,0,,,,,13.4,26.3,68.6,26.5,,57.3,,0,1,6,33.3,2.8,20.0,1,1,0,1,0,2,33.3,1,0.3
Julian Sayin,183708,QB,OHIO STATE,1,2.64,2.64,,,5,260,66.7,3,3,15.3,2.0,0,0,0.0,66.7,2,1,0.0,3,60.0,0,1,,,,,62.7,64.6,66.6,64.4,,,,0,0,3,0.0,81.3,0.0,0,0,0,0,0,0,0.0,17,5.7,100.0,1,2,1.0,3.6,0,0,0.0,50.0,1,1,0.0,2,40.0,0,1,,,,,61.8,58.9,65.5,58.9,,,,1,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0
Trevahn Lawrence,150816,QB,ALCORN ST,1,1.84,1.84,,,5,107,75.0,4,4,6.8,1.53,0,0,0.0,75.0,3,1,0.0,4,80.0,0,2,,,,,63.3,78.1,67.4,77.6,,,,0,0,4,0.0,138.5,0.0,0,0,0,0,1,0,0.0,33,8.3,100.0,1,1,10.0,3.1,0,0,0.0,100.0,1,0,0.0,1,20.0,0,0,,,,,60.3,61.9,63.6,61.8,,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0
Reagan Andrew,161309,QB,BUTLER,1,2.44,2.44,,,5,127,100.0,1,2,-1.0,1.25,1,0,0.0,50.0,1,0,0.0,2,40.0,0,1,,,,,61.8,58.9,65.5,58.9,,,,0,0,2,,66.7,0.0,0,0,0,0,0,0,0.0,11,5.5,100.0,3,3,19.0,3.23,0,1,25.0,66.7,2,0,33.3,3,60.0,1,2,,,,,63.3,93.3,67.4,92.9,,,,0,0,4,,149.3,0.0,0,0,0,0,1,0,0.0,68,22.7
Jameson Holcomb,156864,QB,MURRAY ST,1,2.62,2.62,,,5,236,75.0,4,4,10.8,1.88,0,0,0.0,75.0,3,0,0.0,4,80.0,0,3,,,,,63.3,36.9,67.4,37.4,,,,0,1,4,,104.2,0.0,0,0,0,0,1,1,25.0,38,9.5,100.0,1,1,-8.0,5.6,0,0,0.0,100.0,1,0,0.0,1,20.0,0,0,,,,,61.8,59.4,65.5,59.3,,,,0,0,2,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
