player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Max Johnson,124099,QB,TEXAS A&M,1,3.01,2.6,3.5,4.33,15,312,75.0,4,4,5.5,1.98,0,0,0.0,75.0,3,1,0.0,4,26.7,0,2,,,,63.3,84.7,67.4,84.0,,,,,0,0,4,0.0,106.3,0.0,0,0,0,0,0,0,0.0,40,10.0,83.3,6,7,11.5,3.38,0,1,11.1,57.1,4,5,20.0,11,73.3,1,5,,,,66.0,83.9,71.0,83.0,,,65.2,,0,0,13,20.0,138.7,9.1,1,3,0,1,2,0,0.0,83,11.9
Josh Magana,174601,QB,TXAMCO,1,2.07,2.07,2.1,,14,1139,66.7,9,10,4.4,1.58,0,1,9.1,60.0,6,4,0.0,11,78.6,0,2,,,,65.8,76.0,70.7,75.4,,,,,1,0,12,25.0,97.9,9.1,1,0,0,0,1,0,0.0,30,3.0,33.3,3,3,31.3,3.87,0,0,0.0,33.3,1,1,0.0,3,21.4,0,0,,,,63.8,26.3,68.1,26.6,,,,,0,0,5,0.0,42.4,0.0,0,0,0,0,0,1,20.0,4,1.3
Langston Stewart,182456,QB,VA LYNCHBU,1,2.56,2.13,2.72,3.65,14,406,16.7,6,6,11.7,2.05,0,0,0.0,16.7,1,5,0.0,8,57.1,0,0,,,,5.0,20.3,69.8,20.8,,,,,0,0,9,40.0,39.6,25.0,2,0,0,0,0,4,44.4,2,0.3,0.0,1,1,7.0,3.23,0,0,0.0,0.0,0,5,,6,42.9,0,0,,,,13.4,30.3,68.6,47.0,,,44.9,,0,0,6,60.0,39.6,50.0,3,2,0,0,0,1,16.7,0,0.0
Jackson Hardy,142351,QB,RICHMOND,1,2.31,2.09,3.6,,14,276,33.3,9,9,4.6,1.92,0,0,0.0,33.3,3,1,0.0,9,64.3,0,1,,,,65.1,27.3,69.8,27.5,,,,,0,2,9,0.0,2.8,0.0,0,0,0,0,0,1,11.1,15,1.7,33.3,3,3,23.7,3.0,0,1,25.0,33.3,1,4,0.0,5,35.7,0,1,,,,64.2,49.4,68.6,49.5,,,,,0,1,6,50.0,81.9,40.0,2,0,0,0,1,1,16.7,56,18.7
Collin Ironside,139107,QB,VA MILT IN,1,2.46,2.16,2.05,4.4,14,336,83.3,6,6,3.7,1.61,0,0,0.0,83.3,5,0,0.0,7,50.0,0,2,,,,16.7,38.6,69.8,38.8,,,,,0,1,9,,52.1,14.3,1,0,0,0,0,3,33.3,36,6.0,100.0,3,4,5.0,3.31,0,0,0.0,75.0,3,5,0.0,7,50.0,0,1,,,,64.9,66.8,69.5,65.5,,,62.0,,0,0,8,20.0,88.5,14.3,1,2,0,1,0,0,0.0,23,5.8
Sam Jackson V,144682,QB,CAL,1,2.69,2.69,,,14,130,77.8,9,9,12.0,1.79,0,1,11.1,77.8,7,2,0.0,9,64.3,0,6,,,,65.1,86.2,69.8,85.4,,,,,0,0,9,0.0,154.2,0.0,0,0,0,0,1,0,0.0,109,12.1,100.0,3,5,10.0,4.3,0,0,0.0,60.0,3,4,0.0,5,35.7,0,3,,,,63.8,83.1,68.1,82.5,,,,,0,0,5,0.0,91.3,0.0,0,0,0,2,0,0,0.0,47,9.4
Darius Wilson,148492,QB,WM & MARY,1,2.39,2.14,,5.6,14,348,60.0,10,10,2.2,1.84,0,0,0.0,60.0,6,2,0.0,10,71.4,0,1,,,,65.4,49.1,70.1,49.1,,,,,0,0,10,0.0,67.5,0.0,0,0,0,0,0,0,0.0,37,3.7,66.7,3,3,7.3,3.75,0,0,0.0,66.7,2,2,0.0,4,28.6,0,3,,,,63.3,83.6,67.4,77.6,,,64.3,,0,0,4,0.0,130.6,0.0,0,1,0,0,1,0,0.0,24,8.0
AJ Padgett,163006,QB,RICE,1,3.05,2.12,5.7,6.4,13,275,77.8,9,9,4.9,1.94,0,1,9.1,77.8,7,0,0.0,9,69.2,0,3,,,,65.6,79.3,70.4,78.7,,,,,0,0,11,,131.0,0.0,0,0,0,0,1,0,0.0,59,6.6,,0,1,,5.55,0,0,0.0,0.0,0,3,,4,30.8,0,1,,,,63.8,27.1,68.1,24.9,,,59.5,,0,0,5,33.3,39.6,25.0,1,2,0,1,0,1,20.0,0,0.0
Mason Garcia,123811,QB,E CAROLINA,1,2.12,2.1,2.4,,13,156,88.9,9,9,1.0,1.82,0,0,0.0,88.9,8,1,0.0,10,76.9,0,5,,,,65.4,71.2,70.1,70.8,,,,,0,0,10,100.0,106.5,10.0,1,0,0,0,0,0,0.0,86,9.6,66.7,3,3,4.3,3.13,0,0,0.0,33.3,1,1,50.0,3,23.1,1,0,,,,62.7,71.8,66.6,71.4,,,,,0,0,3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,3,1.0
Grant Wilson,143041,QB,DOMINION,1,2.37,2.35,2.5,,13,263,71.4,7,7,4.1,1.86,0,0,0.0,57.1,4,1,20.0,7,53.8,1,1,,,,64.6,63.9,69.1,63.7,,,,,0,1,7,0.0,27.4,0.0,0,0,0,0,0,0,0.0,29,4.1,25.0,4,4,26.5,2.97,0,1,25.0,25.0,1,5,0.0,6,46.2,0,1,,,,64.2,26.4,68.6,26.7,,,,,0,2,6,40.0,30.2,33.3,2,0,0,0,0,2,33.3,41,10.3
Dante Perri,143112,QB,LEHIGH,1,2.3,2.2,,5.7,13,205,88.9,9,9,1.9,1.84,0,0,0.0,77.8,7,0,12.5,9,69.2,1,1,,,,65.4,64.6,70.1,64.4,,,,,0,0,10,,79.2,0.0,0,0,0,0,0,0,0.0,27,3.0,0.0,2,2,12.0,4.43,0,0,0.0,0.0,0,1,,3,23.1,0,0,,,,62.7,37.9,66.6,44.1,,,56.3,,0,1,3,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0.0
C.J. Brooks,168854,QB,VA LYNCHBU,1,1.82,1.76,2.4,,12,406,72.7,11,11,3.4,1.82,0,0,0.0,63.6,7,3,12.5,12,100.0,1,2,,,,65.8,61.6,70.7,61.3,,,,,0,0,12,33.3,73.7,8.3,1,0,0,0,0,0,0.0,49,4.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Coulter Cleland,165212,QB,DAVIDSON,1,1.56,1.56,,,12,149,90.9,11,11,7.2,1.47,0,1,9.1,90.9,10,0,0.0,11,91.7,0,7,,,,65.6,83.6,70.4,82.9,,,,,0,0,11,,158.3,0.0,0,0,0,0,2,0,0.0,149,13.5,100.0,1,1,34.0,2.5,0,1,100.0,100.0,1,0,0.0,1,8.3,0,1,,,,60.3,88.4,63.6,87.3,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,53,53.0
Ben Whitlock,186579,QB,W GEORGIA,1,2.15,2.15,,,11,1177,87.5,8,8,12.0,1.84,0,3,37.5,75.0,6,1,14.3,8,72.7,1,5,,,,64.9,95.2,69.5,94.8,,,,,0,0,8,0.0,156.3,0.0,0,0,0,0,1,0,0.0,119,14.9,33.3,3,3,6.3,2.97,0,0,0.0,0.0,0,1,100.0,3,27.3,1,0,,,,62.7,50.4,66.6,50.5,,,,,0,0,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Quayde Hawkins,147245,QB,ABILENE CH,1,3.31,3.23,,4.1,11,100,66.7,3,3,6.7,1.77,0,0,0.0,66.7,2,0,0.0,3,27.3,0,0,,,,62.7,50.6,66.6,50.7,,,,,0,0,3,,77.1,0.0,0,0,0,0,0,0,0.0,14,4.7,33.3,6,7,28.5,3.89,0,0,0.0,28.6,2,3,0.0,8,72.7,0,3,,,,64.9,74.1,69.5,69.8,,,64.2,,0,0,8,0.0,95.8,0.0,0,1,0,1,1,0,0.0,49,7.0
Katin Houser,158386,QB,MICH STATE,1,2.52,2.46,3.1,,11,223,71.4,7,7,2.9,2.03,0,0,0.0,57.1,4,0,20.0,7,63.6,1,1,,,,64.9,45.2,69.5,45.4,,,,,0,1,8,,31.5,0.0,0,0,0,0,0,1,12.5,36,5.1,66.7,3,3,18.7,3.38,0,0,0.0,66.7,2,2,0.0,4,36.4,0,2,,,,63.3,51.2,67.4,51.3,,,,,0,0,4,50.0,109.7,25.0,1,0,0,0,0,0,0.0,39,13.0
Cole Dow,108930,QB,DAYTON,1,2.83,2.66,4.5,2.7,11,150,75.0,4,4,7.0,1.85,0,0,0.0,75.0,3,0,0.0,4,36.4,0,2,,,,63.3,71.1,67.4,70.8,,,,,0,0,4,,141.7,0.0,0,0,0,0,1,0,0.0,36,9.0,20.0,5,5,25.8,3.39,0,0,0.0,20.0,1,3,0.0,7,63.6,0,2,,,,64.6,52.3,69.1,45.3,,,64.9,,0,3,7,33.3,6.7,14.3,1,1,0,0,0,1,14.3,23,4.6
Ashten Snelsire,159175,QB,RICHMOND,1,2.05,2.05,,,10,276,80.0,5,6,3.2,1.68,1,0,0.0,66.7,4,1,0.0,6,60.0,0,3,,,,64.2,28.1,68.6,28.2,,,,,0,1,6,0.0,41.7,0.0,0,0,0,0,0,1,16.7,34,5.7,25.0,4,4,23.3,2.6,0,0,0.0,25.0,1,0,0.0,4,40.0,0,0,,,,63.3,37.6,67.4,38.0,,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,7,1.8
Trexler Ivey,122184,QB,CHARLOTTE,1,2.93,2.92,3.0,,10,136,50.0,2,2,2.5,2.2,0,0,0.0,50.0,1,0,0.0,2,20.0,0,0,,,,61.8,53.6,65.5,53.7,,,,,0,0,2,,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5,40.0,5,7,7.0,3.11,1,0,0.0,28.6,2,4,0.0,8,80.0,0,1,,,,64.9,44.3,69.5,44.3,,,,,1,0,8,25.0,39.6,12.5,1,0,0,0,0,0,0.0,15,2.1
Dante Chachere,103930,QB,PORTLAND,1,2.46,2.46,,,10,269,100.0,5,5,0.4,1.58,0,0,0.0,100.0,5,0,0.0,5,50.0,0,1,,,,63.8,73.7,68.1,73.4,,,,,0,0,5,,90.0,0.0,0,0,0,0,0,0,0.0,28,5.6,60.0,5,5,14.4,3.34,0,0,0.0,60.0,3,4,0.0,5,50.0,0,3,,,,63.8,69.0,68.1,68.6,,,,,0,0,5,0.0,127.5,0.0,0,0,0,0,1,0,0.0,43,8.6
Tucker Gleason,122475,QB,TOLEDO,1,3.24,3.24,,,10,316,33.3,3,3,14.7,2.27,0,0,0.0,33.3,1,0,0.0,3,30.0,0,1,,,,62.7,51.0,66.6,51.1,,,,,0,0,3,,42.4,0.0,0,0,0,0,0,0,0.0,9,3.0,71.4,7,7,18.6,3.66,0,0,0.0,71.4,5,3,0.0,7,70.0,0,5,,,,64.9,83.5,69.5,82.7,,,,,0,0,8,0.0,153.3,0.0,0,0,0,0,2,0,0.0,100,14.3
Ahmad Haston,173396,QB,UMASS,1,4.08,2.2,14.0,3.9,9,216,100.0,3,3,-0.3,1.6,0,0,0.0,100.0,3,0,0.0,3,33.3,0,1,,,,63.3,75.4,67.4,75.0,,,,,0,0,4,,95.8,0.0,0,0,0,0,0,0,0.0,21,7.0,100.0,2,2,25.0,5.32,0,0,0.0,100.0,2,3,0.0,6,66.7,0,1,,,,64.2,41.7,68.6,51.9,,,49.8,,0,0,6,33.3,158.3,16.7,1,3,0,0,1,0,0.0,81,40.5
Emmett Morehead,143834,QB,BOSTON COL,1,2.4,2.21,,3.9,9,121,50.0,4,4,6.5,1.7,0,0,0.0,50.0,2,0,0.0,4,44.4,0,1,,,,63.3,51.6,67.4,51.7,,,,,0,0,4,,64.6,0.0,0,0,0,0,0,0,0.0,20,5.0,66.7,3,4,12.7,2.96,1,0,0.0,50.0,2,3,0.0,5,55.6,0,1,,,,63.8,48.8,68.1,40.5,,,63.2,,0,0,5,0.0,56.3,0.0,0,1,0,0,0,1,20.0,10,2.5
Michael Rich Jr.,151234,QB,WESTFL,1,2.19,1.8,3.4,3.7,9,1269,42.9,7,7,6.6,1.8,0,0,0.0,42.9,3,2,0.0,7,77.8,0,1,,,,64.6,55.3,69.1,55.2,,,,,0,0,7,0.0,51.5,0.0,0,0,0,0,0,0,0.0,23,3.3,,0,0,,3.55,0,0,,,0,2,,2,22.2,0,1,,,,61.8,67.9,65.5,60.0,,,64.1,,0,0,2,50.0,0.0,50.0,1,1,0,0,0,0,0.0,0,
Holden Geriner,157045,QB,AUBURN,1,2.55,2.43,3.4,,8,115,50.0,4,4,12.5,1.88,0,1,25.0,25.0,1,0,50.0,4,50.0,1,0,,,,63.3,72.5,67.4,72.0,,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,-2,-0.5,66.7,3,3,15.7,3.23,0,0,0.0,33.3,1,2,50.0,4,50.0,1,1,,,,63.3,72.5,67.4,72.0,,,,,0,0,4,50.0,43.8,25.0,1,0,0,0,0,0,0.0,10,3.3
Richard Torres,156456,QB,INCAR WORD,1,1.94,1.94,,,8,189,66.7,6,6,6.8,1.68,0,0,0.0,33.3,2,1,50.0,6,75.0,2,2,,,,64.2,56.4,68.6,56.3,,,,,0,0,6,0.0,43.1,0.0,0,0,0,0,0,0,0.0,19,3.2,100.0,2,2,18.0,2.7,0,0,0.0,100.0,2,0,0.0,2,25.0,0,1,,,,61.8,76.2,65.5,75.6,,,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,32,16.0
Dylan Morris,100570,QB,WASHINGTON,1,2.74,2.67,3.2,,8,340,66.7,3,3,13.3,2.13,0,0,0.0,66.7,2,0,0.0,3,37.5,0,2,,,,62.7,65.8,66.6,65.6,,,,,0,0,3,,109.7,0.0,0,0,0,0,0,0,0.0,65,21.7,50.0,4,4,9.3,3.1,0,0,0.0,50.0,2,2,0.0,5,62.5,0,0,,,,63.8,62.3,68.1,62.1,,,,,0,0,5,50.0,64.6,20.0,1,0,0,0,0,0,0.0,20,5.0
Nick Howard,108979,QB,DARTMOUTH,1,2.43,2.13,,4.5,8,148,80.0,5,5,2.8,1.56,0,0,0.0,80.0,4,0,0.0,5,62.5,0,1,,,,63.8,55.5,68.1,55.4,,,,,0,0,5,,80.0,0.0,0,0,0,0,0,0,0.0,16,3.2,50.0,2,2,23.0,3.87,0,0,0.0,50.0,1,1,0.0,3,37.5,0,0,,,,62.7,34.8,66.6,38.6,,,57.0,,0,1,3,0.0,16.7,0.0,0,1,0,0,0,1,33.3,4,2.0
Taron Dickens,177946,QB,W CAROLINA,1,3.1,2.2,2.9,4.37,8,344,66.7,3,3,8.7,2.03,0,1,33.3,66.7,2,1,0.0,3,37.5,0,1,,,,62.7,89.9,66.6,89.1,,,,,0,0,3,0.0,133.3,0.0,0,0,0,0,1,0,0.0,26,8.7,100.0,1,1,15.0,3.74,0,0,0.0,100.0,1,3,0.0,5,62.5,0,1,,,,12.1,43.2,68.1,39.4,,,58.3,,0,0,5,33.3,118.8,20.0,1,3,0,0,0,1,20.0,65,65.0
Tyler Shough,83537,QB,TEXAS TECH,1,3.16,2.53,,5.05,8,315,50.0,2,3,0.0,1.63,0,0,0.0,33.3,1,1,0.0,3,37.5,0,0,,,,62.7,60.3,66.6,60.2,,,,,1,0,3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,-3,-1.0,33.3,3,3,15.0,4.08,0,0,0.0,33.3,1,2,0.0,5,62.5,0,1,,,,63.8,42.5,68.1,49.5,,,52.6,,0,0,5,0.0,42.4,0.0,0,2,0,0,0,0,0.0,6,2.0
Kiael Kelly,145634,QB,BALL ST,1,2.61,1.78,3.9,4.2,8,117,75.0,4,4,4.0,1.5,0,0,0.0,75.0,3,0,0.0,4,50.0,0,1,,,,63.3,67.8,67.4,67.5,,,,,0,0,4,,103.1,0.0,0,0,0,0,0,0,0.0,37,9.3,0.0,1,1,22.0,3.73,0,0,0.0,0.0,0,3,,4,50.0,0,1,,,,63.8,68.0,68.1,59.7,,,64.9,,0,0,5,66.7,39.6,50.0,2,1,0,0,0,0,0.0,0,0.0
Justin Lamson,144052,QB,STANFORD,1,2.88,2.6,2.5,4.9,8,300,66.7,3,3,4.3,1.87,0,0,0.0,66.7,2,0,0.0,3,37.5,0,1,,,,63.3,48.7,67.4,48.8,,,,,0,0,4,,72.9,0.0,0,0,0,0,0,0,0.0,11,3.7,66.7,3,3,17.3,3.48,0,1,33.3,66.7,2,1,0.0,5,62.5,0,3,,,,63.8,84.0,68.1,79.1,,,64.2,,0,0,5,100.0,109.0,20.0,1,1,0,0,0,0,0.0,37,12.3
Jeff Undercuffler,78501,QB,AKRON,1,2.69,2.56,3.6,,8,102,66.7,3,3,3.3,1.9,0,0,0.0,66.7,2,0,0.0,3,37.5,0,1,,,,62.7,55.8,66.6,55.8,,,,,0,1,3,,31.9,0.0,0,0,0,0,0,0,0.0,10,3.3,66.7,3,4,4.0,3.16,1,0,0.0,50.0,2,2,0.0,5,62.5,0,0,,,,64.2,49.6,68.6,49.5,,,,,0,0,6,50.0,56.3,20.0,1,0,0,0,0,0,0.0,7,1.8
Dustin Fletcher,130553,QB,CITADEL,1,2.93,2.56,,5.5,8,139,33.3,3,4,6.3,1.9,1,0,0.0,25.0,1,0,0.0,4,50.0,0,0,,,,63.3,31.7,67.4,32.1,,,,,0,0,4,,39.6,0.0,0,0,0,0,0,1,25.0,-3,-0.8,33.3,3,3,12.0,3.95,0,1,33.3,33.3,1,4,0.0,4,50.0,0,1,,,,63.3,84.6,67.4,90.6,,,57.3,,0,0,4,0.0,47.9,0.0,0,1,0,0,0,0,0.0,13,4.3
Rocky Lombardi,60452,QB,N ILLINOIS,1,2.46,2.57,1.8,,7,254,75.0,4,4,6.3,1.98,0,0,0.0,75.0,3,1,0.0,5,71.4,0,1,,,,8.9,31.4,68.1,31.8,,,,,0,0,5,100.0,87.5,20.0,1,0,0,0,0,1,20.0,22,5.5,100.0,1,2,6.0,3.65,0,0,0.0,50.0,1,1,0.0,2,28.6,0,0,,,,61.8,57.9,65.5,57.9,,,,,0,0,2,0.0,62.5,0.0,0,0,0,1,0,0,0.0,9,4.5
Grayson James,145214,QB,FIU,1,2.8,1.93,2.6,4.3,7,166,100.0,2,2,5.5,1.55,0,0,0.0,100.0,2,0,0.0,2,28.6,0,1,,,,61.8,47.0,65.5,47.3,,,,,0,0,2,,95.8,0.0,0,0,0,0,0,0,0.0,14,7.0,0.0,1,1,43.0,3.3,0,0,0.0,0.0,0,3,,5,71.4,0,1,,,,63.8,52.6,68.1,46.0,,,62.6,,0,0,5,66.7,39.6,40.0,2,2,0,0,0,0,0.0,0,0.0
Robby Ashford,131702,QB,AUBURN,1,3.94,2.73,3.5,6.6,7,115,50.0,2,2,11.5,2.2,0,0,0.0,50.0,1,1,0.0,2,28.6,0,1,,,,61.8,51.7,65.5,51.8,,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,0.0,2,2,38.0,4.64,0,0,0.0,0.0,0,2,,5,71.4,0,0,,,,64.2,35.8,68.6,39.0,,,53.8,,0,0,6,50.0,39.6,20.0,1,2,0,0,0,0,0.0,0,0.0
Ken Seals,124359,QB,VANDERBILT,1,2.61,2.61,,,7,333,66.7,3,3,10.0,2.1,0,0,0.0,66.7,2,2,0.0,3,42.9,0,1,,,,62.7,62.7,66.6,62.5,,,,,0,0,3,0.0,92.4,0.0,0,0,0,0,0,0,0.0,25,8.3,50.0,4,4,14.0,3.0,0,0,0.0,50.0,2,2,0.0,4,57.1,0,1,,,,63.3,53.3,67.4,53.4,,,,,0,0,4,0.0,101.0,0.0,0,0,0,0,1,0,0.0,17,4.3
Jamari Jones,161271,QB,MS VLY ST,1,2.07,2.07,,,7,228,66.7,3,5,5.0,1.62,2,0,0.0,40.0,2,1,0.0,5,71.4,0,1,,,,63.8,53.6,68.1,53.5,,,,,0,0,5,0.0,52.1,0.0,0,0,0,0,0,0,0.0,20,4.0,0.0,1,2,31.0,3.2,0,0,0.0,0.0,0,2,,2,28.6,0,0,,,,61.8,56.9,65.5,56.9,,,,,0,0,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Mekhi Hagens,167009,QB,ARKAPB,1,4.01,4.13,3.3,,7,112,100.0,2,2,3.0,1.7,0,0,0.0,100.0,2,0,0.0,2,28.6,0,1,,,,61.8,58.0,65.5,58.0,,,,,0,0,2,,129.2,0.0,0,0,0,0,1,0,0.0,11,5.5,33.3,3,4,5.7,4.94,0,0,0.0,25.0,1,5,0.0,5,71.4,0,0,,,,64.6,40.2,69.1,42.6,,,57.3,,0,0,7,20.0,39.6,20.0,1,0,0,1,0,0,0.0,2,0.5
Jaylen King,170801,QB,GARD-WEBB,1,3.01,2.53,3.1,3.95,7,171,0.0,2,2,9.5,1.75,0,0,0.0,0.0,0,0,,2,28.6,0,0,,,,61.8,34.7,65.5,35.4,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,7.0,3.52,0,0,0.0,50.0,1,4,0.0,5,71.4,0,2,,,,12.1,40.6,68.1,27.0,,,70.5,,0,0,5,25.0,56.3,20.0,1,2,0,0,0,1,20.0,0,0.0
Kai Horton,144418,QB,TULANE,1,2.49,2.32,,3.5,7,319,66.7,3,3,9.0,1.77,0,0,0.0,66.7,2,0,0.0,3,42.9,0,2,,,,62.7,57.5,66.6,57.5,,,,,0,0,3,,99.3,0.0,0,0,0,0,0,0,0.0,30,10.0,66.7,3,3,15.7,3.03,0,0,0.0,66.7,2,1,0.0,4,57.1,0,1,,,,63.3,52.0,67.4,56.2,,,57.3,,0,1,4,0.0,70.1,0.0,0,1,0,0,0,1,25.0,38,12.7
Hayes Gibson,122513,QB,TENN TECH,1,2.58,2.34,3.8,,6,309,66.7,3,3,2.7,1.97,0,0,0.0,66.7,2,1,0.0,3,50.0,0,1,,,,62.7,28.9,66.6,29.1,,,,,0,0,3,0.0,79.9,0.0,0,0,0,0,0,1,33.3,16,5.3,100.0,2,2,7.5,3.2,0,1,50.0,100.0,2,3,0.0,3,50.0,0,1,,,,62.7,82.0,66.6,81.4,,,,,0,0,3,33.3,118.8,33.3,1,0,0,0,0,0,0.0,33,16.5
Oscar Ozuna,180602,QB,NAUSTA,1,1.73,1.5,2.9,,6,1453,100.0,4,4,-3.8,1.15,0,0,0.0,100.0,4,0,0.0,4,66.7,0,0,,,,63.3,65.0,67.4,64.7,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,5,1.3,100.0,1,1,0.0,2.9,0,0,0.0,100.0,1,1,0.0,2,33.3,0,0,,,,61.8,58.9,65.5,58.9,,,,,0,0,2,100.0,83.3,50.0,1,0,0,0,0,0,0.0,4,4.0
Zach Osborne,160474,QB,COLGATE,1,2.35,2.06,,3.8,6,142,75.0,4,4,6.5,1.88,0,0,0.0,50.0,2,0,33.3,4,66.7,1,0,,,,63.3,42.1,67.4,42.3,,,,,0,1,4,,16.7,0.0,0,0,0,0,0,1,25.0,12,3.0,0.0,1,1,25.0,3.3,0,0,0.0,0.0,0,1,,2,33.3,0,1,,,,61.8,66.8,65.5,58.9,,,63.7,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Ryan Stubblefield,123838,QB,INCAR WORD,1,2.7,2.2,,4.7,5,189,66.7,3,3,6.3,1.77,0,0,0.0,66.7,2,1,0.0,3,60.0,0,1,,,,62.7,50.1,66.6,50.2,,,,,0,0,3,0.0,92.4,0.0,0,0,0,0,0,0,0.0,25,8.3,100.0,1,1,-6.0,4.1,0,0,0.0,100.0,1,1,0.0,2,40.0,0,2,,,,61.8,71.9,65.5,61.0,,,64.3,,0,0,2,0.0,116.7,0.0,0,1,0,0,0,0,0.0,12,12.0
Jordan Pachot,164809,QB,MO STATE,1,2.12,2.12,,,5,230,100.0,4,4,2.5,2.03,0,0,0.0,100.0,4,0,0.0,4,80.0,0,2,,,,63.8,83.3,68.1,82.6,,,,,0,0,5,,97.9,0.0,0,0,0,0,0,0,0.0,30,7.5,100.0,1,1,0.0,2.5,0,0,0.0,100.0,1,0,0.0,1,20.0,0,1,,,,60.3,60.6,63.6,60.4,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
Nico Cleaves,182849,QB,VA LYNCHBU,1,4.56,4.65,,4.5,5,406,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,2,2,8.0,4.56,0,0,0.0,0.0,0,4,,5,100.0,0,1,,,,63.8,55.6,68.1,41.1,,,66.5,,0,0,5,0.0,39.6,0.0,0,3,0,0,0,0,0.0,0,0.0
Brock Vandagriff,146713,QB,GEORGIA,1,1.96,1.96,,,5,173,100.0,3,4,-0.3,1.83,1,0,0.0,75.0,3,2,0.0,4,80.0,0,0,,,,63.3,61.6,67.4,61.4,,,,,0,0,4,0.0,81.3,0.0,0,0,0,0,0,0,0.0,16,4.0,100.0,1,1,7.0,2.5,0,0,0.0,100.0,1,0,0.0,1,20.0,0,1,,,,60.3,60.4,63.6,60.4,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0
Noah Fifita,158722,QB,ARIZONA,1,2.58,2.55,,2.7,5,109,100.0,2,2,4.0,1.8,0,0,0.0,100.0,2,1,0.0,2,40.0,0,1,,,,61.8,73.4,65.5,72.9,,,,,0,0,2,0.0,95.8,0.0,0,0,0,0,0,0,0.0,14,7.0,100.0,2,2,9.5,3.1,0,0,0.0,100.0,2,1,0.0,3,60.0,0,2,,,,62.7,65.2,66.6,72.2,,,57.0,,0,0,3,0.0,118.8,0.0,0,1,0,0,0,0,0.0,33,16.5
Brody Palhegyi,150004,QB,W CAROLINA,1,2.8,2.1,,5.6,5,344,100.0,2,2,11.0,1.3,0,1,33.3,100.0,2,0,0.0,2,40.0,0,1,,,,62.7,91.7,66.6,91.4,,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,41,20.5,50.0,2,2,19.5,3.8,0,1,50.0,50.0,1,2,0.0,3,60.0,0,1,,,,63.3,95.4,67.4,92.2,,,76.9,,0,0,4,0.0,114.6,0.0,0,1,0,0,1,0,0.0,15,7.5
