player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jaden Craig,159342,QB,HARVARD,1,3.36,3.21,1.1,8.7,22,179,80.0,10,10,6.9,1.84,0,0,0.0,70.0,7,2,12.5,11,50.0,1,5,,,,18.5,53.6,70.4,53.5,,,,0,0,11,50.0,140.8,9.1,1,0,0,0,1,1,9.1,113,11.3,62.5,8,10,16.8,4.88,0,1,9.1,50.0,5,6,0.0,11,50.0,0,6,,,,65.8,77.3,70.7,72.9,,,64.9,0,0,12,0.0,126.7,0.0,0,1,0,2,2,0,0.0,104,10.4
C.J. Ogbonna,149182,QB,BUFFALO,1,2.48,2.49,2.43,,21,126,100.0,8,9,2.6,1.97,1,0,0.0,77.8,7,4,12.5,12,57.1,1,2,,,,19.6,58.2,70.7,57.9,,,,0,0,12,75.0,92.6,25.0,3,0,0,0,0,1,8.3,56,6.2,50.0,6,8,15.7,3.17,0,0,0.0,37.5,3,5,0.0,9,42.9,0,1,,,,65.4,40.1,70.1,40.3,,,,0,0,10,20.0,99.5,11.1,1,0,0,2,1,0,0.0,51,6.4
Tommy Castellanos,158433,QB,BOSTON COL,1,3.52,2.68,5.95,7.2,21,121,100.0,6,6,-0.3,1.82,0,0,0.0,83.3,5,0,16.7,6,28.6,1,1,,,,64.6,60.8,69.1,60.5,,,,0,0,7,,84.0,0.0,0,0,0,0,0,0,0.0,25,4.2,50.0,10,10,12.7,4.2,0,1,10.0,50.0,5,8,0.0,15,71.4,0,5,,,,66.4,81.9,71.4,78.5,,,64.3,0,0,15,50.0,125.0,26.7,4,1,0,0,1,0,0.0,115,11.5
Pat McQuaide,145792,QB,NICHOLLS,1,2.49,2.4,,4.3,21,243,78.6,14,14,5.7,1.83,0,0,0.0,71.4,10,3,9.1,14,66.7,1,3,,,,66.2,52.1,71.2,52.1,,,,0,0,14,0.0,125.3,0.0,0,0,0,0,1,0,0.0,134,9.6,100.0,5,6,8.6,3.8,0,0,0.0,83.3,5,2,0.0,7,33.3,0,3,,,,64.6,81.6,69.1,87.0,,,57.3,0,0,7,0.0,141.0,0.0,0,1,0,1,1,0,0.0,50,8.3
General Booty,71008,QB,LA MONROE,1,2.69,2.53,4.15,,21,209,70.0,10,11,6.8,1.89,1,0,0.0,54.5,6,1,14.3,11,52.4,1,3,,,,65.6,35.0,70.4,35.3,,,,0,1,11,0.0,22.5,0.0,0,0,0,0,0,1,9.1,34,3.1,60.0,5,8,5.8,3.56,1,0,0.0,25.0,2,6,33.3,10,47.6,1,0,,,,65.6,54.1,70.4,53.9,,,,0,0,11,33.3,39.6,20.0,2,0,0,2,0,0,0.0,8,1.0
Joe Labas,144847,QB,C MICHIGAN,1,2.22,2.22,2.2,,21,134,69.2,13,13,6.3,1.94,0,1,7.7,69.2,9,2,0.0,14,66.7,0,3,,,,66.2,66.1,71.2,65.7,,,,0,0,14,50.0,113.9,7.1,1,0,0,0,1,0,0.0,89,6.8,83.3,6,7,12.7,2.79,1,0,0.0,71.4,5,3,0.0,7,33.3,0,4,,,,64.9,86.7,69.5,90.5,,,57.3,0,0,8,0.0,113.7,0.0,0,0,0,0,0,0,0.0,96,13.7
Nick Poulos,188474,QB,OHIO,1,2.86,2.72,,4.2,21,259,62.5,8,8,6.8,2.04,0,0,0.0,50.0,4,1,20.0,8,38.1,1,3,,,,64.9,43.7,69.5,43.8,,,,0,1,8,0.0,26.0,0.0,0,0,0,0,0,1,12.5,42,5.3,66.7,6,11,11.5,3.36,0,1,8.3,36.4,4,6,0.0,13,61.9,0,3,,,,66.2,77.4,71.2,77.1,,,62.4,3,0,14,0.0,58.1,0.0,0,2,0,2,0,0,0.0,68,6.2
Quinton Pulley,195836,QB,WV WESLEY,1,1.97,1.97,,,21,409,56.3,16,17,3.1,1.79,1,0,0.0,47.1,8,6,11.1,17,81.0,1,3,,,,66.7,46.4,71.8,46.3,,,,0,1,17,0.0,34.4,0.0,0,0,0,0,0,2,11.8,72,4.2,33.3,3,4,14.7,2.75,0,0,0.0,25.0,1,1,0.0,4,19.0,0,1,,,,63.3,32.8,67.4,33.3,,,,0,1,4,0.0,1.0,0.0,0,0,0,1,0,1,25.0,13,3.3
Eric Rodriguez,160057,QB,TXAMCO,1,2.75,2.27,4.68,,20,1139,72.7,11,11,3.4,1.65,0,0,0.0,63.6,7,1,12.5,11,55.0,1,3,,,,65.6,70.5,70.4,70.1,,,,0,1,11,0.0,41.9,0.0,0,0,0,0,0,0,0.0,65,5.9,50.0,4,5,21.0,4.09,0,1,20.0,20.0,1,5,50.0,9,45.0,1,1,,,,17.6,49.0,70.1,51.5,,,57.3,0,1,10,80.0,5.8,44.4,4,0,0,1,0,1,10.0,22,4.4
Donovan Smith,73929,QB,HOUSTON,1,3.18,2.74,3.4,5.4,20,182,62.5,8,8,4.3,2.06,0,0,0.0,62.5,5,1,0.0,8,40.0,0,1,,,,64.9,48.0,69.5,48.1,,,,0,1,8,0.0,27.1,0.0,0,0,0,0,0,1,12.5,12,1.5,75.0,8,8,8.9,3.92,0,1,11.1,75.0,6,5,0.0,12,60.0,0,2,,,,17.2,56.3,71.0,58.7,,,56.6,0,0,13,20.0,96.4,8.3,1,3,0,0,0,1,7.7,61,7.6
Cade McNamara,101620,QB,IOWA,1,2.69,2.65,3.3,,20,192,66.7,6,6,6.0,2.03,0,0,0.0,50.0,3,1,25.0,6,30.0,1,2,,,,64.2,55.5,68.6,55.4,,,,0,0,6,0.0,61.1,0.0,0,0,0,0,0,0,0.0,25,4.2,81.8,11,13,3.3,2.96,1,0,0.0,61.5,8,5,11.1,14,70.0,1,1,,,,66.2,68.3,71.2,67.9,,,,0,0,14,20.0,65.9,7.1,1,0,0,1,0,0,0.0,37,2.8
Hudson Card,123109,QB,PURDUE,1,3.21,3.0,,4.4,20,273,83.3,6,7,-0.3,1.69,1,0,0.0,57.1,4,2,20.0,7,35.0,1,0,,,,64.6,71.2,69.1,70.9,,,,0,1,7,0.0,22.6,0.0,0,0,0,0,0,0,0.0,6,0.9,50.0,10,10,18.0,4.03,0,0,0.0,30.0,3,5,40.0,13,65.0,2,3,,,,66.2,75.6,71.2,71.7,,,67.2,0,0,14,0.0,81.3,0.0,0,3,0,0,1,0,0.0,50,5.0
Mark Gronowski,138303,QB,S DAK ST,1,2.94,2.62,3.5,5.35,20,292,75.0,8,8,4.5,1.83,0,0,0.0,37.5,3,1,50.0,8,40.0,3,1,,,,64.9,55.0,69.5,54.9,,,,0,0,8,0.0,45.8,0.0,0,0,0,0,0,0,0.0,16,2.0,62.5,8,9,10.6,3.68,0,2,20.0,44.4,4,7,20.0,12,60.0,1,3,,,,66.0,53.7,71.0,51.5,,,61.7,0,1,13,14.3,22.2,8.3,1,2,0,1,0,1,7.7,49,5.4
Tyler Huff,142567,QB,JVILLE ST,1,1.86,1.7,3.15,3.6,20,196,92.9,14,14,2.6,1.48,0,0,0.0,92.9,13,1,0.0,15,75.0,0,7,,,,66.5,70.3,71.6,69.9,,,,0,1,16,100.0,112.8,6.7,1,0,0,0,1,1,6.3,225,16.1,50.0,2,2,24.0,3.73,0,0,0.0,50.0,1,2,0.0,4,20.0,0,2,,,,64.2,62.7,68.6,50.5,,,69.5,0,0,6,50.0,66.7,25.0,1,1,0,0,0,0,0.0,11,5.5
Jakolby Longino,145488,QB,LAMAR,1,2.76,2.48,,4.33,20,204,81.8,11,12,7.7,1.88,1,0,0.0,66.7,8,0,11.1,12,60.0,1,3,,,,66.2,58.0,71.2,57.9,,,,0,0,14,,104.2,0.0,0,0,0,0,1,0,0.0,54,4.5,100.0,2,5,9.5,4.08,1,0,0.0,20.0,1,8,50.0,8,40.0,1,1,,,,65.1,72.7,69.8,65.9,,,67.6,1,0,9,0.0,39.6,0.0,0,3,0,1,0,0,0.0,9,1.8
Tommy Mellott,147646,QB,MONTANA ST,1,2.02,2.02,,4.0,20,233,86.7,15,15,8.6,1.87,0,1,6.7,80.0,12,3,7.7,15,75.0,1,8,,,,66.4,81.7,71.4,81.0,,,,0,0,15,0.0,144.3,0.0,0,0,0,0,2,0,0.0,137,9.1,66.7,3,3,18.0,3.1,0,1,25.0,66.7,2,2,0.0,4,20.0,0,3,,,,63.8,66.4,68.1,60.4,,,64.0,0,0,5,0.0,149.3,0.0,0,1,0,0,1,1,20.0,77,25.7
Jackson Proctor,148851,QB,DARTMOUTH,1,2.27,2.19,2.3,3.5,20,148,90.9,11,11,2.6,1.71,0,2,18.2,90.9,10,2,0.0,12,60.0,0,7,,,,65.8,93.1,70.7,92.9,,,,0,0,12,50.0,131.4,8.3,1,0,0,0,1,0,0.0,91,8.3,66.7,6,7,12.0,3.1,0,0,0.0,57.1,4,5,0.0,8,40.0,0,3,,,,64.9,46.4,69.5,49.1,,,57.3,0,1,8,0.0,101.8,0.0,0,1,0,1,1,1,12.5,94,13.4
Nathan Payne,152904,QB,WV WESLEY,1,2.35,2.27,,3.9,20,409,76.9,13,13,1.2,1.85,0,0,0.0,69.2,9,4,10.0,13,65.0,1,1,,,,66.4,53.3,71.4,53.2,,,,0,0,15,0.0,74.5,0.0,0,0,0,0,0,0,0.0,46,3.5,66.7,3,6,14.0,3.27,1,0,0.0,33.3,2,4,0.0,7,35.0,0,1,,,,64.6,53.8,69.1,57.8,,,57.0,0,0,7,0.0,42.4,0.0,0,1,0,2,0,0,0.0,13,2.2
Cam'Ron McCoy,157481,QB,JACKSON ST,1,2.69,2.48,3.7,4.3,20,194,63.6,11,11,7.5,1.95,0,0,0.0,54.5,6,0,14.3,11,55.0,1,3,,,,65.6,52.8,70.4,52.8,,,,0,1,11,,85.0,0.0,0,0,0,0,1,1,9.1,119,10.8,50.0,6,6,17.8,3.6,0,0,0.0,33.3,2,4,33.3,9,45.0,1,1,,,,65.1,51.0,69.8,53.8,,,57.3,0,0,9,50.0,44.4,22.2,2,1,0,0,0,0,0.0,21,3.5
Ruben Lee II,174276,QB,MS VLY ST,1,2.82,2.69,3.2,3.6,20,228,57.1,7,7,12.7,1.96,0,0,0.0,57.1,4,1,0.0,7,35.0,0,2,,,,64.9,60.7,69.5,60.5,,,,0,0,8,0.0,81.3,0.0,0,0,0,0,0,0,0.0,53,7.6,33.3,9,9,15.4,3.28,0,0,0.0,33.3,3,10,0.0,13,65.0,0,3,,,,66.2,29.8,71.2,30.5,,,57.3,0,1,14,30.0,22.2,23.1,3,1,0,0,0,2,14.3,69,7.7
Jackson Arnold,173684,QB,OKLAHOMA,1,2.42,2.48,2.4,3.8,19,261,55.6,9,9,5.7,1.78,0,0,0.0,55.6,5,1,0.0,10,52.6,0,2,,,,65.4,53.3,70.1,53.2,,,,0,0,10,100.0,63.7,10.0,1,0,0,0,0,0,0.0,33,3.7,50.0,6,7,12.2,3.51,0,0,0.0,28.6,2,4,33.3,8,42.1,1,1,,,,65.1,43.9,69.8,38.2,,,64.2,0,1,9,0.0,0.0,0.0,0,1,0,1,0,1,11.1,21,3.0
Cam Fancher,145266,QB,FAU,1,3.48,3.04,,5.13,19,165,100.0,6,6,2.0,1.88,0,0,0.0,100.0,6,1,0.0,6,31.6,0,2,,,,64.2,60.3,68.6,60.1,,,,0,0,6,0.0,95.1,0.0,0,0,0,0,0,0,0.0,41,6.8,42.9,7,9,10.7,4.22,0,0,0.0,33.3,3,10,0.0,13,68.4,0,3,,,,66.5,52.8,71.6,50.0,,,60.4,0,1,16,0.0,11.6,0.0,0,4,0,2,0,0,0.0,46,5.1
Skyler Locklear,164027,QB,UTEP,1,2.97,2.6,5.5,6.5,19,330,71.4,7,7,3.6,1.81,0,0,0.0,71.4,5,1,0.0,7,36.8,0,0,,,,64.6,56.6,69.1,56.4,,,,0,0,7,0.0,74.1,0.0,0,0,0,0,0,0,0.0,15,2.1,33.3,6,8,23.0,3.98,0,1,12.5,25.0,2,6,0.0,11,57.9,0,2,,,,65.6,49.2,70.4,50.9,,,57.8,0,1,11,33.3,8.9,18.2,2,1,0,2,0,1,9.1,41,5.1
Austin Smith,145763,QB,AUSTINPEAY,1,2.63,2.29,2.93,4.2,19,116,80.0,10,10,8.9,1.94,0,1,9.1,80.0,8,1,0.0,11,57.9,0,4,,,,65.8,77.2,70.7,76.6,,,,0,0,12,100.0,142.9,9.1,1,0,0,0,1,0,0.0,103,10.3,66.7,3,3,15.7,3.58,0,0,0.0,66.7,2,4,0.0,8,42.1,0,2,,,,64.9,62.6,69.5,49.4,,,70.3,0,0,8,75.0,70.1,37.5,3,2,0,0,0,0,0.0,9,3.0
Matt Morrissey,148177,QB,E KENTUCKY,1,2.6,2.61,5.1,,19,159,72.7,11,11,7.6,1.97,0,0,0.0,63.6,7,1,12.5,11,57.9,1,3,,,,65.6,69.9,70.4,69.4,,,,0,0,11,0.0,113.4,0.0,0,0,0,0,1,0,0.0,74,6.7,80.0,5,6,13.8,3.96,0,0,0.0,66.7,4,5,0.0,7,36.8,0,4,,,,64.9,68.8,69.5,68.4,,,,0,0,8,20.0,149.3,14.3,1,0,0,1,1,0,0.0,80,13.3
Rocco Becht,157567,QB,IOWA STATE,1,2.49,2.49,,,18,193,54.5,11,11,9.0,2.02,0,0,0.0,54.5,6,5,0.0,11,61.1,0,4,,,,65.8,59.2,70.7,59.0,,,,0,0,12,0.0,121.2,0.0,0,0,0,0,2,0,0.0,90,8.2,83.3,6,7,21.0,3.23,0,0,0.0,71.4,5,2,0.0,7,38.9,0,4,,,,64.6,81.9,69.1,81.3,,,,0,1,7,0.0,74.1,0.0,0,0,0,1,0,0,0.0,114,16.3
Maddux Madsen,163379,QB,BOISE ST,1,2.67,2.67,,,18,120,100.0,5,6,7.8,1.98,1,0,0.0,66.7,4,0,20.0,6,33.3,1,1,,,,64.2,73.0,68.6,72.6,,,,0,0,6,,84.7,0.0,0,0,0,0,0,0,0.0,39,6.5,75.0,12,12,14.6,3.01,0,1,8.3,75.0,9,0,0.0,12,66.7,0,8,,,,65.8,81.7,70.7,80.9,,,,0,0,12,,153.8,0.0,0,0,0,0,3,0,0.0,143,11.9
Bronson Barron,141710,QB,SO UTAH,1,3.16,3.08,2.9,4.8,18,298,50.0,4,4,5.5,1.78,0,0,0.0,50.0,2,0,0.0,4,22.2,0,1,,,,63.3,61.5,67.4,61.4,,,,0,0,4,,56.3,0.0,0,0,0,0,0,0,0.0,11,2.8,63.6,11,12,12.1,3.56,0,0,0.0,50.0,6,5,14.3,14,77.8,1,5,,,,66.2,77.6,71.2,74.3,,,64.2,0,0,14,20.0,99.0,7.1,1,1,0,1,1,0,0.0,79,6.6
Darian Mensah,169984,QB,TULANE,1,2.98,2.84,,5.4,18,319,100.0,7,7,-0.1,1.36,0,0,0.0,85.7,6,1,14.3,7,38.9,1,2,,,,64.6,69.3,69.1,69.0,,,,0,0,7,0.0,79.8,0.0,0,0,0,0,0,0,0.0,22,3.1,62.5,8,10,14.3,4.01,0,0,0.0,50.0,5,3,0.0,11,61.1,0,3,,,,65.6,59.9,70.4,56.4,,,63.1,0,0,11,0.0,102.5,0.0,0,1,0,2,1,1,9.1,61,6.1
Chad Mascoe II,160339,QB,CAMPBELL,1,2.64,2.33,3.2,3.93,18,131,75.0,8,8,11.8,1.65,0,0,0.0,75.0,6,2,0.0,8,44.4,0,5,,,,65.1,65.4,69.8,65.1,,,,0,0,9,0.0,154.7,0.0,0,0,0,0,1,0,0.0,97,12.1,60.0,5,6,13.4,3.44,0,0,0.0,50.0,3,6,0.0,10,55.6,0,3,,,,65.6,62.3,70.4,71.8,,,50.5,0,0,11,16.7,87.5,10.0,1,3,0,1,0,0,0.0,63,10.5
Ben Harris,144624,QB,N ALABAMA,1,2.96,2.57,2.7,4.44,18,389,100.0,4,5,10.0,1.82,1,0,0.0,60.0,3,0,25.0,5,27.8,1,2,,,,64.2,91.0,68.6,90.8,,,,0,0,6,,93.8,0.0,0,0,0,0,0,0,0.0,50,10.0,50.0,6,6,15.8,3.68,0,1,16.7,50.0,3,5,0.0,12,66.7,0,5,,,,65.8,67.5,71.2,61.9,,,66.3,0,1,12,20.0,41.7,8.3,1,5,0,0,0,1,8.3,54,9.0
Nick Evers,158082,QB,UCONN,1,2.64,2.27,,5.4,17,146,100.0,10,10,1.4,1.67,0,0,0.0,80.0,8,2,20.0,10,58.8,2,2,,,,65.6,87.3,70.4,86.7,,,,0,0,11,0.0,117.9,0.0,0,0,0,0,1,0,0.0,43,4.3,50.0,4,5,26.3,4.03,1,0,0.0,40.0,2,2,0.0,7,41.2,0,2,,,,64.6,49.9,69.1,56.4,,,52.8,0,0,7,0.0,80.4,0.0,0,2,0,0,0,1,14.3,54,10.8
Michael Van Buren Jr.,184764,QB,MISS STATE,1,3.36,2.88,3.65,6.2,17,227,50.0,2,3,3.5,2.3,1,0,0.0,33.3,1,0,0.0,3,17.6,0,0,,,,63.3,53.9,67.4,53.9,,,,0,0,4,,42.4,0.0,0,0,0,0,0,0,0.0,5,1.7,75.0,8,10,18.9,3.59,0,1,9.1,60.0,6,8,0.0,14,82.4,0,5,,,,66.4,78.1,71.4,84.1,,,53.1,1,0,15,25.0,91.7,14.3,2,2,0,1,0,0,0.0,95,9.5
Ayden Pereira,159129,QB,MERRIMACK,1,3.05,2.6,3.05,4.87,17,385,50.0,6,6,2.2,2.0,0,0,0.0,50.0,3,0,0.0,6,35.3,0,1,,,,64.2,36.5,68.6,36.7,,,,0,0,6,,58.3,0.0,0,0,0,0,0,1,16.7,21,3.5,50.0,6,6,9.3,3.63,0,0,0.0,33.3,2,6,33.3,11,64.7,1,0,,,,18.5,28.7,70.8,27.2,,,58.7,0,0,11,33.3,42.4,18.2,2,3,0,0,0,1,9.1,9,1.5
Alex Orji,158545,QB,MICHIGAN,1,2.88,2.29,2.7,5.37,17,222,100.0,6,6,-2.3,1.64,0,0,0.0,100.0,6,2,0.0,7,41.2,0,0,,,,64.6,64.1,69.1,63.8,,,,0,0,7,50.0,87.5,14.3,1,0,0,0,0,0,0.0,30,5.0,16.7,6,6,16.3,3.75,0,0,0.0,16.7,1,8,0.0,10,58.8,0,0,,,,65.4,28.3,70.1,29.5,,,48.8,0,0,10,12.5,39.6,10.0,1,3,0,0,0,1,10.0,2,0.3
Brendan Sorsby,156398,QB,CINCINNATI,1,2.76,2.74,3.1,,16,138,100.0,6,6,11.3,2.07,0,2,28.6,100.0,6,1,0.0,6,37.5,0,4,,,,64.6,91.8,69.1,91.5,,,,0,0,7,0.0,157.6,0.0,0,0,0,0,2,0,0.0,74,12.3,66.7,9,9,16.7,3.18,0,1,9.1,66.7,6,2,0.0,10,62.5,0,5,,,,65.8,77.2,70.7,76.6,,,,0,0,12,50.0,109.7,10.0,1,0,0,0,0,0,0.0,114,12.7
Bryce Patterson,160569,QB,MOREHEAD,1,2.58,2.33,3.1,5.5,16,234,62.5,8,8,10.3,1.81,0,0,0.0,62.5,5,0,0.0,8,50.0,0,1,,,,65.1,39.2,69.8,39.5,,,,0,0,9,,72.9,0.0,0,0,0,0,0,1,11.1,36,4.5,60.0,5,6,11.8,3.34,0,0,0.0,50.0,3,5,0.0,8,50.0,0,3,,,,64.9,57.4,69.5,59.8,,,57.8,0,1,8,20.0,52.8,12.5,1,1,0,1,0,1,12.5,70,11.7
Eli Brickhandler,160410,QB,HOUCHR,1,2.38,1.94,2.5,4.6,16,183,66.7,9,9,10.2,1.86,0,0,0.0,66.7,6,3,0.0,11,68.8,0,1,,,,65.8,49.1,70.7,49.0,,,,0,0,12,66.7,79.4,18.2,2,0,0,0,0,0,0.0,47,5.2,50.0,2,2,21.5,3.5,0,1,50.0,50.0,1,3,0.0,5,31.3,0,1,,,,64.2,64.0,68.6,73.8,,,53.8,0,0,6,33.3,95.8,20.0,1,2,0,0,0,0,0.0,36,18.0
Jack Turner,162969,QB,LA TECH,1,2.28,2.19,2.85,,16,208,60.0,10,10,2.4,1.78,0,0,0.0,60.0,6,1,0.0,10,62.5,0,1,,,,65.6,41.0,70.4,41.1,,,,0,0,11,0.0,65.0,0.0,0,0,0,0,0,1,9.1,31,3.1,75.0,4,4,4.0,3.1,0,0,0.0,25.0,1,4,66.7,6,37.5,2,1,,,,64.2,71.6,68.6,71.2,,,,0,0,6,50.0,39.6,33.3,2,0,0,0,0,0,0.0,10,2.5
Jaylen Raynor,172203,QB,ARK STATE,1,2.69,2.69,,,16,113,66.7,6,6,4.5,1.77,0,0,0.0,50.0,3,0,25.0,6,37.5,1,3,,,,64.6,51.7,69.1,51.7,,,,0,0,7,,71.5,0.0,0,0,0,0,0,0,0.0,40,6.7,25.0,8,10,16.3,3.25,0,0,0.0,20.0,2,3,0.0,10,62.5,0,1,,,,65.6,28.9,70.4,29.1,,,,0,2,11,0.0,0.0,0.0,0,0,0,2,0,2,18.2,28,2.8
Andrew Lege,152499,QB,AVEMAR,1,2.01,2.01,,,16,1450,54.5,11,13,9.3,1.74,1,0,0.0,38.5,5,2,16.7,13,81.3,1,2,,,,66.2,66.6,71.2,66.2,,,,0,0,14,0.0,53.4,0.0,0,0,0,1,0,0,0.0,60,4.6,66.7,3,3,8.7,3.17,0,0,0.0,66.7,2,1,0.0,3,18.8,0,1,,,,63.3,71.4,67.4,71.0,,,,0,0,4,0.0,89.6,0.0,0,0,0,0,0,0,0.0,23,7.7
Justin Lewis,142529,QB,MERRIMACK,1,2.64,2.14,,4.83,16,385,81.8,11,11,4.7,1.88,0,1,8.3,72.7,8,1,11.1,11,68.8,1,2,,,,65.8,73.0,70.7,72.6,,,,0,1,12,0.0,48.3,0.0,0,0,0,0,0,0,0.0,62,5.6,50.0,2,2,24.0,4.32,0,1,50.0,0.0,0,3,100.0,5,31.3,1,0,,,,63.8,49.5,68.1,62.7,,,50.3,0,1,5,0.0,0.0,0.0,0,3,0,0,0,1,20.0,0,0.0
Hayden Johnson,185698,QB,LEHIGH,1,2.0,1.79,4.35,,16,205,100.0,12,12,6.2,1.73,0,1,8.3,100.0,12,0,0.0,12,75.0,0,8,,,,65.8,94.9,70.7,94.5,,,,0,0,12,,146.5,0.0,0,0,0,0,1,0,0.0,165,13.8,100.0,1,1,24.0,3.77,0,0,0.0,0.0,0,3,100.0,3,18.8,1,0,,,,62.7,38.4,66.6,38.8,,,,0,0,3,66.7,39.6,66.7,2,0,0,0,0,0,0.0,0,0.0
Victor Gabalis,131932,QB,TARLETON,1,2.31,2.1,3.0,3.6,16,401,83.3,6,6,-0.2,1.28,0,0,0.0,83.3,5,0,0.0,6,37.5,0,1,,,,64.2,60.3,68.6,60.1,,,,0,0,6,,79.2,0.0,0,0,0,0,0,0,0.0,16,2.7,33.3,6,7,29.7,2.92,1,2,28.6,14.3,1,2,50.0,10,62.5,1,1,,,,17.6,56.6,70.1,59.4,,,57.3,0,0,10,100.0,47.3,20.0,2,1,0,0,0,1,10.0,34,4.9
Simon Romfo,148126,QB,N DAKOTA,1,2.44,2.33,3.15,,15,249,28.6,7,7,9.7,1.77,0,1,14.3,28.6,2,0,0.0,7,46.7,0,1,,,,64.6,49.5,69.1,49.6,,,,0,1,7,,54.5,0.0,0,0,0,0,1,1,14.3,46,6.6,60.0,5,6,20.4,3.03,0,1,11.1,50.0,3,4,0.0,8,53.3,0,2,,,,65.6,51.1,70.4,51.1,,,,1,1,11,50.0,95.8,25.0,2,0,0,0,1,0,0.0,113,18.8
Chandler Wilson,177935,QB,VA MILT IN,1,2.2,1.91,3.6,3.25,15,336,50.0,10,10,10.0,1.72,0,0,0.0,50.0,5,2,0.0,10,66.7,0,2,,,,65.4,32.1,70.1,32.5,,,,0,1,10,0.0,17.9,0.0,0,0,0,0,0,1,10.0,33,3.3,50.0,2,2,2.5,3.16,0,0,0.0,0.0,0,2,100.0,5,33.3,1,0,,,,63.8,63.1,68.1,60.2,,,62.0,0,0,5,50.0,39.6,20.0,1,2,0,0,0,0,0.0,0,0.0
Cutter Stewart,174531,QB,HOUCHR,1,2.31,1.84,4.1,4.25,15,183,54.5,11,12,6.3,1.84,1,1,8.3,50.0,6,0,0.0,12,80.0,0,3,,,,65.8,50.2,70.7,50.1,,,,0,0,12,,59.0,0.0,0,0,0,0,0,1,8.3,44,3.7,,0,0,,4.2,0,0,,,0,2,,3,20.0,0,0,,,,62.7,45.7,66.6,60.0,,,52.9,0,0,3,50.0,0.0,33.3,1,2,0,0,0,0,0.0,0,
Bryce Archie,156667,QB,USF,1,2.28,2.08,2.65,4.0,15,327,63.6,11,11,8.2,1.97,0,0,0.0,54.5,6,3,14.3,12,80.0,1,3,,,,66.0,61.1,71.0,60.9,,,,0,2,13,33.3,22.0,8.3,1,0,0,0,0,0,0.0,37,3.4,0.0,1,1,7.0,3.53,0,0,0.0,0.0,0,3,,3,20.0,0,0,,,,63.3,40.7,67.4,44.2,,,57.3,0,0,4,33.3,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0
Blake Horvath,162555,QB,NAVY,1,2.69,2.57,3.4,,14,237,80.0,5,5,10.6,1.84,0,0,0.0,80.0,4,0,0.0,5,35.7,0,3,,,,63.8,80.7,68.1,80.1,,,,0,0,5,,106.7,0.0,0,0,0,0,0,0,0.0,48,9.6,83.3,6,7,18.3,3.16,0,2,28.6,71.4,5,6,0.0,9,64.3,0,4,,,,65.1,91.1,69.8,90.8,,,,0,0,9,33.3,153.3,22.2,2,0,0,1,2,0,0.0,144,20.6
Kia'i Keone,179368,QB,N COLORADO,1,1.39,1.39,,,14,253,76.9,13,14,-0.2,1.39,1,0,0.0,71.4,10,1,0.0,14,100.0,0,2,,,,66.2,61.0,71.2,60.7,,,,0,0,14,0.0,74.1,0.0,0,0,0,0,0,1,7.1,20,1.4,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jaydyn Sisk,178882,QB,MS VLY ST,1,2.18,2.13,2.8,,14,228,36.4,11,11,9.1,1.95,0,1,9.1,18.2,2,1,50.0,11,78.6,2,1,,,,65.6,53.7,70.4,53.6,,,,0,1,11,0.0,1.7,0.0,0,0,0,0,0,1,9.1,16,1.5,0.0,2,2,21.5,3.03,0,0,0.0,0.0,0,1,,3,21.4,0,0,,,,62.7,29.2,66.6,29.4,,,,0,1,3,100.0,0.0,33.3,1,0,0,0,0,1,33.3,0,0.0
