player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Noah Fifita,158722,QB,ARIZONA,1,-10.61,0,36,109,76.0,25,26,14.0,3.23,0,5,17.2,69.2,18,8,5.3,31,86.1,1,16,,,,,71.6,92.3,77.0,,93.2,,60.8,,,0,0,34,37.5,116.0,9.7,3,2,0,1,1,0,0.0,271,10.4,81.0,21,22,9.0,2.94,0,2,8.7,77.3,17,8,0.0,27,75.0,0,11,,,,,71.5,88.9,76.7,,90.9,,60.8,,,0,0,28,37.5,116.9,11.1,3,2,0,1,1,0,0.0,186,8.5,77.8,9,9,16.3,3.4,0,3,27.3,66.7,6,0,14.3,9,25.0,1,5,,,,,65.6,91.8,70.4,,91.4,,,,,0,0,11,,107.6,0.0,0,0,0,0,0,0,0.0,108,12.0,0,100.0,5,5,-2.4,1.98,0,0,0.0,100.0,5,0,0.0,5,13.9,0,0,,,,,63.8,65.6,68.1,,65.4,,,,,0,0,5,,85.8,0.0,0,0,0,0,0,0,0.0,23,4.6,3.55
Ethan Vasko,163817,QB,LIBERTY,1,5.14,0,35,206,58.3,24,28,16.2,3.25,2,3,10.3,50.0,14,13,0.0,31,88.6,0,9,,,,,70.8,70.1,77.0,,65.9,,68.8,,,0,2,32,23.1,56.0,9.7,3,0,1,1,1,1,3.1,202,7.2,61.9,21,25,13.6,3.02,1,2,7.7,52.0,13,10,0.0,27,77.1,0,8,,,,,70.6,75.7,76.8,,71.8,,68.8,,,0,1,28,20.0,67.1,7.4,2,0,1,2,1,0,0.0,150,6.0,66.7,6,7,16.5,3.5,1,1,14.3,57.1,4,3,0.0,8,22.9,0,2,,,,,64.9,48.2,69.5,,48.2,,,,,0,1,8,33.3,50.6,12.5,1,0,0,0,0,1,12.5,68,9.7,0,100.0,3,4,-1.3,2.25,0,0,0.0,75.0,3,0,0.0,4,11.4,0,1,,,,,63.3,61.6,67.4,,61.4,,,,,0,0,4,,81.3,0.0,0,0,0,1,0,0,0.0,16,4.0,3.71
Bear Bachmeier,203434,QB,BYU,1,-4.76,0,35,128,82.6,23,27,13.8,2.89,2,1,3.4,63.0,17,8,10.5,29,82.9,2,16,,,,,71.9,92.4,76.7,,91.9,,73.6,,,0,0,31,0.0,108.9,0.0,0,2,0,2,1,0,0.0,272,10.1,88.9,18,21,10.3,2.31,2,1,4.3,71.4,15,5,6.3,22,62.9,1,11,,,,,71.8,90.9,76.3,,90.4,,71.4,,,0,0,24,0.0,97.9,0.0,0,1,0,1,0,0,0.0,183,8.7,81.8,11,12,10.3,3.24,0,0,0.0,66.7,8,3,11.1,13,37.1,1,6,,,,,66.0,88.9,71.0,,85.5,,64.3,,,0,0,13,0.0,124.7,0.0,0,1,0,1,1,0,0.0,113,9.4,0,100.0,6,6,-3.3,1.55,0,0,0.0,100.0,6,0,0.0,6,17.1,0,1,,,,,64.2,66.1,68.6,,65.9,,,,,0,0,6,,83.3,0.0,0,0,0,0,0,0,0.0,24,4.0,0.71
CJ Carr,184093,QB,NOTRE DAME,1,-4.17,0,35,258,76.2,21,25,7.7,2.37,1,2,7.4,64.0,16,7,0.0,27,77.1,0,9,,,,,29.1,70.3,76.6,,69.2,,62.0,,,2,1,29,14.3,97.1,3.7,1,1,0,1,2,2,6.9,190,7.6,72.7,22,24,7.4,2.07,1,2,8.0,66.7,16,5,0.0,26,74.3,0,8,,,,,28.5,61.4,76.5,,57.5,,65.7,,,1,2,27,20.0,82.5,3.8,1,0,0,0,2,3,11.1,183,7.6,83.3,6,8,-1.8,2.43,0,0,0.0,62.5,5,3,0.0,9,25.7,0,2,,,,,65.4,52.8,70.1,,55.9,,57.3,,,1,0,10,0.0,69.3,0.0,0,1,0,1,0,0,0.0,29,3.6,0,71.4,7,7,-1.3,1.45,0,0,0.0,71.4,5,1,0.0,8,22.9,0,1,,,,,64.9,28.6,69.5,,28.6,,,,,0,1,8,0.0,35.1,0.0,0,0,0,0,0,1,12.5,22,3.1,-4.0
DJ Lagway,184426,QB,FLORIDA,1,9.14,0,35,163,57.7,26,30,10.0,3.16,1,2,6.7,50.0,15,10,0.0,33,94.3,0,7,,,,,70.9,64.0,17.2,,60.1,,69.1,,,0,1,34,10.0,70.6,3.0,1,2,1,2,1,1,2.9,213,7.1,54.5,22,25,9.1,3.12,0,1,4.0,48.0,12,9,0.0,27,77.1,0,5,,,,,70.6,60.8,13.4,,54.3,,72.3,,,0,1,28,11.1,44.4,3.7,1,1,1,2,0,1,3.6,114,4.6,66.7,6,7,9.2,2.93,1,1,14.3,57.1,4,1,0.0,8,22.9,0,2,,,,,64.9,66.8,69.5,,71.1,,57.3,,,0,0,8,0.0,141.4,0.0,0,1,0,0,1,0,0.0,104,14.9,0,50.0,2,2,-2.5,1.65,0,0,0.0,50.0,1,0,0.0,2,5.7,0,0,,,,,61.8,54.4,65.5,,54.6,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,10.3
Skyler Locklear,164027,QB,UTEP,1,30.52,0,35,330,62.5,24,26,11.2,3.24,1,1,3.2,42.3,11,9,26.7,32,91.4,4,10,,,,,73.1,69.4,76.6,,58.0,,75.5,,,0,0,38,22.2,56.6,6.3,2,4,0,1,0,0,0.0,120,4.6,65.0,20,22,11.7,3.14,1,1,4.2,40.9,9,8,30.8,27,77.1,4,8,,,,,73.0,74.2,76.1,,64.5,,73.8,,,0,0,30,25.0,53.0,7.4,2,3,0,1,0,0,0.0,89,4.0,71.4,7,7,4.4,2.91,0,0,0.0,71.4,5,1,0.0,8,22.9,0,2,,,,,65.6,53.9,70.4,,48.9,,64.3,,,0,0,11,0.0,82.4,0.0,0,1,0,0,0,0,0.0,35,5.0,0,100.0,3,3,-1.0,1.4,0,0,0.0,100.0,3,0,0.0,3,8.6,0,0,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,4,1.3,0.95
Jayden Maiava,158135,QB,USC,1,15.29,0,34,326,82.1,28,30,11.6,3.09,1,4,11.4,70.0,21,9,8.7,32,94.1,2,13,,,,,36.7,88.5,76.8,,89.6,,59.8,,,1,0,37,22.2,106.5,6.3,2,0,0,0,1,1,2.7,252,8.4,86.7,15,17,8.3,2.79,1,1,4.5,64.7,11,6,15.4,19,55.9,2,6,,,,,29.2,74.6,76.0,,75.5,,59.8,,,1,0,24,33.3,81.0,10.5,2,0,0,0,0,1,4.2,102,6.0,80.0,15,15,13.1,3.27,0,3,20.0,80.0,12,3,0.0,15,44.1,0,7,,,,,66.4,91.8,71.4,,91.5,,,,,0,0,15,0.0,131.1,0.0,0,0,0,0,1,0,0.0,152,10.1,0,100.0,2,2,-2.0,1.65,0,0,0.0,100.0,2,0,0.0,2,5.9,0,0,,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,2,1.0,4.13
Scotty Fox Jr.,199546,QB,W VIRGINIA,1,-10.45,0,34,343,65.4,26,27,6.3,2.24,0,2,7.4,55.6,15,8,11.8,30,88.2,2,10,,,,,73.6,62.5,76.8,,66.3,,55.6,,,0,1,30,37.5,81.1,10.0,3,0,0,1,1,2,6.7,232,8.6,78.9,19,20,2.1,2.16,0,1,5.0,65.0,13,5,13.3,23,67.6,2,7,,,,,73.6,59.3,76.4,,63.2,,55.6,,,0,1,23,60.0,92.5,13.0,3,0,0,1,1,1,4.3,194,9.7,54.5,11,11,10.2,2.24,0,1,9.1,54.5,6,3,0.0,11,32.4,0,6,,,,,65.6,69.4,70.4,,68.9,,,,,0,0,11,0.0,129.9,0.0,0,0,0,0,1,1,9.1,159,14.5,0,100.0,4,4,-3.5,1.8,0,0,0.0,100.0,4,0,0.0,4,11.8,0,3,,,,,63.3,65.0,67.4,,64.7,,,,,0,0,4,,158.3,0.0,0,0,0,0,1,0,0.0,121,30.3,4.75
Julian Sayin,183708,QB,OHIO STATE,1,-16.36,0,34,260,72.4,29,29,8.7,3.02,0,0,0.0,72.4,21,5,0.0,30,88.2,0,9,,,,,68.4,74.5,75.9,,73.6,,,,,0,0,32,20.0,98.9,3.3,1,0,0,0,1,0,0.0,174,6.0,80.0,20,20,6.4,3.07,0,0,0.0,80.0,16,4,0.0,23,67.6,0,7,,,,,67.6,75.8,75.4,,77.2,,57.3,,,0,0,24,25.0,111.3,4.3,1,1,0,0,1,0,0.0,134,6.7,63.6,11,11,10.9,2.66,0,0,0.0,63.6,7,1,0.0,11,32.4,0,2,,,,,65.8,61.3,70.7,,61.1,,,,,0,0,12,0.0,74.1,0.0,0,0,0,0,0,0,0.0,50,4.5,0,100.0,2,2,-2.5,2.35,0,0,0.0,100.0,2,0,0.0,4,11.8,0,0,,,,,63.3,54.4,67.4,,60.2,,57.3,,,0,0,4,,87.5,0.0,0,1,0,0,0,0,0.0,10,5.0,-2.15
CJ Bailey,183349,QB,NC STATE,1,19.25,0,34,248,58.3,24,25,7.8,2.92,0,0,0.0,52.0,13,15,7.1,29,85.3,1,7,,,,,69.2,44.3,75.6,,34.6,,72.3,,,0,2,30,6.7,28.4,3.4,1,3,0,1,0,2,6.7,98,3.9,56.5,23,23,6.9,2.86,0,0,0.0,52.2,12,14,7.7,27,79.4,1,6,,,,,69.1,44.7,75.4,,34.2,,72.3,,,0,2,28,7.1,25.5,3.7,1,3,0,0,0,2,7.1,89,3.9,83.3,6,7,2.8,2.17,0,0,0.0,71.4,5,1,0.0,7,20.6,0,1,,,,,64.6,61.0,69.1,,60.8,,,,,0,0,7,0.0,80.1,0.0,0,0,0,1,0,0,0.0,31,4.4,0,80.0,5,5,-2.2,1.52,0,0,0.0,80.0,4,0,0.0,5,14.7,0,0,,,,,63.8,65.6,68.1,,65.4,,,,,0,0,5,,85.0,0.0,0,0,0,0,0,0,0.0,22,4.4,0.56
Goose Crowder,144781,QB,TROY,1,7.14,0,33,318,57.9,19,20,11.4,2.87,0,1,5.0,50.0,10,19,9.1,32,97.0,1,6,,,,,28.8,53.7,75.6,,49.3,,64.5,,,0,1,32,42.1,41.5,25.0,8,4,0,1,0,2,6.3,89,4.5,61.5,13,14,11.2,2.81,0,1,7.1,50.0,7,14,12.5,24,72.7,1,4,,,,,26.3,52.3,74.9,,46.3,,64.5,,,0,1,24,42.9,27.7,25.0,6,4,0,1,0,2,8.3,46,3.3,57.1,7,7,9.7,2.94,0,0,0.0,57.1,4,5,0.0,9,27.3,0,2,,,,,65.1,60.6,69.8,,60.4,,,,,0,0,9,40.0,78.9,22.2,2,0,0,0,0,0,0.0,49,7.0,0,100.0,1,1,-3.0,2.3,0,0,0.0,100.0,1,0,0.0,1,3.0,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,3.71
Gunner Stockton,157072,QB,GEORGIA,1,3.37,0,32,173,85.7,21,23,8.4,2.57,1,2,8.0,78.3,18,7,0.0,26,81.3,0,12,,,,,69.7,79.2,76.1,,76.9,,66.8,,,0,1,28,28.6,124.0,7.7,2,1,0,1,4,1,3.6,198,8.6,92.9,14,16,2.6,2.32,1,0,0.0,81.3,13,4,0.0,18,56.3,0,5,,,,,69.1,60.6,75.5,,57.0,,63.9,,,0,1,20,50.0,90.1,11.1,2,0,0,1,1,1,5.0,110,6.9,84.6,13,13,8.8,2.5,0,2,15.4,84.6,11,4,0.0,14,43.8,0,8,,,,,66.2,91.8,71.2,,91.2,,63.1,,,0,0,14,0.0,144.4,0.0,0,1,0,0,3,0,0.0,119,9.2,0,100.0,6,6,-4.3,1.65,0,0,0.0,100.0,6,1,0.0,6,18.8,0,1,,,,,64.2,66.2,68.6,,65.9,,,,,0,0,6,0.0,88.2,0.0,0,0,0,0,0,0,0.0,31,5.2,2.27
Alessio Milivojevic,183542,QB,MICH STATE,1,1.45,0,32,223,73.7,19,22,9.9,3.13,0,0,0.0,59.1,13,21,7.1,28,87.5,1,4,,,,,68.0,57.0,75.3,,53.6,,64.3,,,1,0,29,23.8,70.1,17.9,5,1,0,2,0,0,0.0,99,4.5,80.0,20,23,7.3,2.97,0,0,0.0,65.2,15,20,6.3,28,87.5,1,5,,,,,68.0,60.6,75.3,,57.3,,64.3,,,1,0,29,20.0,76.5,14.3,4,1,0,2,0,0,0.0,111,4.8,66.7,3,3,10.0,3.83,0,0,0.0,66.7,2,3,0.0,4,12.5,0,1,,,,,63.3,51.7,67.4,,51.7,,,,,0,0,4,33.3,81.3,25.0,1,0,0,0,0,0,0.0,17,5.7,0,100.0,4,4,-3.0,2.75,0,0,0.0,100.0,4,2,0.0,4,12.5,0,2,,,,,63.3,65.0,67.4,,64.8,,,,,0,0,4,0.0,96.9,0.0,0,0,0,0,0,0,0.0,29,7.3,0.84
Tucker Gleason,122475,QB,TOLEDO,1,-3.54,0,32,316,62.5,24,27,11.2,2.77,1,1,3.6,51.9,14,11,6.7,28,87.5,1,9,,,,,70.2,67.6,76.4,,61.3,,71.4,,,1,2,29,0.0,61.2,0.0,0,1,0,1,2,1,3.4,143,5.3,63.6,22,22,9.5,2.53,0,1,4.3,59.1,13,6,7.1,22,68.8,1,8,,,,,69.9,66.9,76.0,,62.3,,67.8,,,0,2,23,0.0,55.5,0.0,0,0,0,0,1,1,4.3,142,6.5,83.3,6,9,8.2,2.92,1,0,0.0,55.6,5,5,0.0,10,31.3,0,2,,,,,65.4,66.6,70.1,,61.2,,64.3,,,1,0,10,0.0,97.9,0.0,0,1,0,1,1,0,0.0,27,3.0,0,100.0,4,4,-2.5,1.83,0,0,0.0,100.0,4,0,0.0,4,12.5,0,1,,,,,63.3,64.9,67.4,,64.7,,,,,0,0,4,,93.8,0.0,0,0,0,0,0,0,0.0,26,6.5,-3.45
Jeff Sims,122496,QB,ARIZONA ST,1,14.78,0,32,110,73.9,23,24,12.7,3.02,1,2,8.0,62.5,15,9,11.8,28,87.5,2,8,,,,,25.7,68.8,76.7,,80.2,,52.7,,,0,0,29,11.1,115.5,3.6,1,3,0,0,2,0,0.0,193,8.0,72.7,22,23,11.5,2.83,1,2,8.3,65.2,15,7,6.3,26,81.3,1,6,,,,,25.3,68.9,76.6,,79.4,,53.8,,,0,0,27,14.3,117.8,3.8,1,2,0,0,2,0,0.0,179,7.8,100.0,5,5,5.0,2.85,0,0,0.0,80.0,4,2,20.0,6,18.8,1,3,,,,,64.2,59.6,68.6,,63.9,,57.3,,,0,0,6,0.0,129.6,0.0,0,1,0,0,1,0,0.0,28,5.6,0,100.0,4,4,-3.5,1.55,0,0,0.0,100.0,4,0,0.0,4,12.5,0,1,,,,,63.3,57.6,67.4,,57.4,,,,,0,0,4,,120.8,0.0,0,0,0,0,1,0,0.0,14,3.5,-2.18
Carlos Del Rio-Wilson,146687,QB,MARSHALL,1,-3.33,0,32,214,80.8,26,26,8.8,2.95,0,1,3.3,80.8,21,9,0.0,30,93.8,0,15,,,,,73.7,76.4,76.6,,78.9,,61.9,,,0,0,34,22.2,156.1,6.7,2,2,0,0,3,0,0.0,318,12.2,83.3,12,12,6.3,3.24,0,1,7.1,83.3,10,5,0.0,15,46.9,0,5,,,,,73.7,64.6,75.4,,64.0,,61.9,,,0,0,17,20.0,94.4,6.7,1,2,0,0,0,0,0.0,80,6.7,80.0,15,15,10.0,2.75,0,0,0.0,80.0,12,4,0.0,17,53.1,0,10,,,,,67.0,83.7,72.2,,85.6,,57.3,,,0,0,19,25.0,158.3,5.9,1,1,0,0,3,0,0.0,241,16.1,0,100.0,1,1,-2.0,3.45,0,0,0.0,100.0,1,0,0.0,2,6.3,0,0,,,,,61.8,54.6,65.5,,60.4,,57.3,,,0,0,2,,79.2,0.0,0,1,0,0,0,0,0.0,3,3.0,9.4
Jack Layne,158966,QB,NEW MEXICO,1,10.0,0,32,241,60.0,20,21,13.7,2.86,0,2,8.7,47.6,10,11,16.7,28,87.5,2,10,,,,,69.8,79.3,76.9,,79.9,,63.5,,,0,0,30,36.4,82.0,14.3,4,3,0,1,0,0,0.0,203,9.7,66.7,18,20,12.7,2.64,0,2,10.0,50.0,10,10,16.7,25,78.1,2,9,,,,,69.5,82.9,76.6,,82.4,,66.5,,,0,0,25,30.0,82.5,12.0,3,2,0,2,0,0,0.0,186,9.3,60.0,5,5,7.8,2.86,0,0,0.0,60.0,3,1,0.0,7,21.9,0,1,,,,,65.1,58.7,69.8,,61.9,,57.3,,,0,0,9,100.0,85.4,14.3,1,1,0,0,0,0,0.0,40,8.0,0,100.0,3,4,-1.7,1.43,0,0,0.0,75.0,3,0,0.0,4,12.5,0,0,,,,,63.3,61.5,67.4,,61.4,,,,,0,0,4,,88.5,0.0,0,0,0,1,0,0,0.0,23,5.8,-1.3
Dante Moore,173983,QB,OREGON,1,-5.36,0,31,264,87.0,23,23,11.3,2.67,0,2,8.3,87.0,20,5,0.0,24,77.4,0,16,,,,,28.3,90.1,75.4,,92.5,,41.9,,,0,0,25,20.0,146.0,4.2,1,0,0,0,2,0,0.0,278,12.1,92.9,14,14,8.1,2.5,0,2,13.3,92.9,13,1,0.0,14,45.2,0,8,,,,,24.5,86.1,74.6,,92.8,,41.9,,,0,0,15,0.0,129.2,0.0,0,0,0,0,1,0,0.0,130,9.3,87.5,16,16,7.6,2.24,0,0,0.0,87.5,14,4,0.0,17,54.8,0,10,,,,,66.7,81.3,71.8,,80.6,,,,,0,0,17,25.0,133.3,5.9,1,0,0,0,1,0,0.0,176,11.0,0,100.0,7,7,-3.9,1.29,0,0,0.0,100.0,7,0,0.0,7,22.6,0,2,,,,,64.6,66.7,69.1,,66.5,,,,,0,0,7,,83.3,0.0,0,0,0,0,0,0,0.0,28,4.0,1.71
Josh Hoover,127148,QB,TCU,1,1.59,0,31,305,52.4,21,21,11.6,3.47,0,1,4.5,42.9,9,15,18.2,29,93.5,2,7,,,,,69.8,59.4,76.5,,64.7,,50.7,,,0,2,31,26.7,31.5,13.8,4,4,0,0,0,1,3.2,168,8.0,57.1,14,14,10.6,3.03,0,0,0.0,42.9,6,8,25.0,18,58.1,2,5,,,,,69.1,65.4,75.7,,73.1,,49.4,,,0,1,19,37.5,37.8,16.7,3,1,0,0,0,0,0.0,100,7.1,50.0,8,9,11.5,3.89,0,1,10.0,44.4,4,8,0.0,13,41.9,0,3,,,,,66.2,50.6,71.2,,50.3,,58.5,,,0,1,14,12.5,38.0,7.7,1,3,0,1,0,1,7.1,83,9.2,0,100.0,1,2,-2.0,2.3,0,0,0.0,50.0,1,1,0.0,2,6.5,0,1,,,,,61.8,58.9,65.5,,58.9,,,,,0,0,2,0.0,75.0,0.0,0,0,0,1,0,0,0.0,15,7.5,2.08
Kiael Kelly,145634,QB,BALL ST,1,-50.59,0,31,117,52.9,17,18,6.3,3.37,0,1,5.3,50.0,9,10,0.0,27,87.1,0,4,,,,,70.6,62.6,76.2,,47.3,,71.9,,,0,1,28,40.0,33.1,14.8,4,5,0,1,0,1,3.6,50,2.8,75.0,16,17,2.7,3.1,0,1,5.6,70.6,12,9,0.0,25,80.6,0,5,,,,,70.5,77.8,76.1,,64.7,,74.6,,,0,0,26,44.4,75.1,16.0,4,4,0,1,0,0,0.0,58,3.4,20.0,5,5,10.6,3.42,0,0,0.0,20.0,1,2,0.0,6,19.4,0,0,,,,,64.2,28.1,68.6,,28.4,,57.3,,,0,1,6,0.0,0.0,0.0,0,1,0,0,0,1,16.7,4,0.8,0,100.0,4,4,-2.8,1.8,0,0,0.0,100.0,4,1,0.0,4,12.9,0,1,,,,,63.3,64.9,67.4,,64.7,,,,,0,0,4,0.0,79.2,0.0,0,0,0,0,0,0,0.0,12,3.0,-2.61
Noah Kim,129623,QB,E MICHIGAN,1,-2.5,0,30,160,76.0,25,27,10.3,2.5,0,1,3.4,59.3,16,10,15.8,28,93.3,3,12,,,,,72.3,70.6,77.0,,72.6,,58.3,,,0,2,30,0.0,66.6,0.0,0,1,0,2,1,2,6.7,218,8.1,81.8,22,24,8.5,2.36,0,1,4.0,62.5,15,9,16.7,25,83.3,3,11,,,,,72.2,76.4,76.8,,80.5,,58.3,,,0,1,26,0.0,86.3,0.0,0,1,0,2,1,1,3.8,205,8.5,60.0,5,5,12.6,2.42,0,0,0.0,60.0,3,1,0.0,5,16.7,0,3,,,,,64.2,48.4,68.6,,48.6,,,,,0,1,6,0.0,36.7,0.0,0,0,0,0,0,1,16.7,29,5.8,0,100.0,2,2,-4.0,0.55,0,0,0.0,100.0,2,0,0.0,2,6.7,0,2,,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0,-2.74
Grayson Loftis,170054,QB,CHARLOTTE,1,2.22,0,30,136,53.3,15,19,13.6,3.12,1,0,0.0,42.1,8,14,0.0,25,83.3,0,5,,,,,68.3,50.4,75.2,,53.3,,51.5,,,2,0,25,21.4,54.3,12.0,3,3,0,1,0,0,0.0,78,4.1,61.5,13,15,9.8,2.97,1,0,0.0,53.3,8,10,0.0,20,66.7,0,5,,,,,67.8,52.8,74.8,,54.6,,53.9,,,0,0,20,30.0,64.3,15.0,3,2,0,1,0,0,0.0,64,4.3,71.4,7,9,8.1,2.65,0,0,0.0,55.6,5,4,0.0,10,33.3,0,1,,,,,65.4,56.4,70.1,,59.4,,57.3,,,2,0,10,0.0,65.0,0.0,0,1,0,0,0,0,0.0,36,4.0,0,100.0,5,5,-4.0,1.6,0,0,0.0,100.0,5,0,0.0,5,16.7,0,1,,,,,63.8,65.7,68.1,,65.5,,,,,0,0,5,,85.0,0.0,0,0,0,0,0,0,0.0,22,4.4,-0.27
AJ Swann,157186,QB,APP STATE,1,-33.33,0,30,108,52.4,21,24,11.7,2.47,1,2,7.4,33.3,8,10,27.3,26,86.7,3,3,,,,,68.1,38.0,75.0,,35.7,,,,,1,0,29,20.0,42.4,7.7,2,0,0,1,0,2,6.9,64,2.7,52.4,21,24,10.2,2.43,1,2,7.4,33.3,8,10,27.3,26,86.7,3,3,,,,,68.1,38.2,75.0,,35.9,,,,,1,0,29,20.0,42.4,7.7,2,0,0,1,0,2,6.9,64,2.7,33.3,3,4,8.0,1.85,1,0,0.0,0.0,0,1,100.0,4,13.3,1,0,,,,,63.3,52.3,67.4,,52.3,,,,,0,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,33.3,3,4,-2.0,1.6,1,0,0.0,0.0,0,1,100.0,4,13.3,1,0,,,,,63.3,53.9,67.4,,53.9,,,,,0,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,-2.67
Brendan Sorsby,156398,QB,CINCINNATI,1,-28.21,0,30,138,60.9,23,24,14.5,2.48,0,3,12.0,50.0,12,6,14.3,26,86.7,2,8,,,,,71.8,75.4,75.9,,69.1,,72.1,,,0,2,27,16.7,47.2,3.8,1,1,0,1,1,2,7.4,140,5.8,80.0,15,15,8.6,2.21,0,1,6.3,66.7,10,5,16.7,16,53.3,2,4,,,,,71.6,80.0,75.2,,70.7,,75.3,,,0,1,17,20.0,52.6,6.3,1,0,0,0,0,1,5.9,82,5.5,41.7,12,13,16.2,2.59,0,2,15.4,38.5,5,2,0.0,14,46.7,0,4,,,,,66.2,62.4,71.2,,64.6,,57.3,,,0,1,14,0.0,50.8,0.0,0,1,0,1,1,1,7.1,72,5.5,0,75.0,4,4,-2.8,1.78,0,0,0.0,75.0,3,1,0.0,4,13.3,0,0,,,,,63.3,64.9,67.4,,64.7,,,,,0,0,4,0.0,79.2,0.0,0,0,0,0,0,0,0.0,14,3.5,0.07
