player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Chance Nolan,78493,QB,OREGON ST,1,-13.64,0,29,265,56.5,23,24,12.1,3.26,0,2,7.7,41.7,10,14,23.1,28,96.6,3,8,,,,70.7,60.0,77.1,,51.9,,,70.5,,,1,2,30,7.1,25.9,3.6,1,3,0,0,0,1,3.3,137,5.7,76.9,13,14,8.9,2.88,0,0,0.0,50.0,7,9,30.0,16,55.2,3,3,,,,70.2,54.6,76.4,,42.7,,,70.8,,,1,2,18,11.1,28.3,6.3,1,1,0,0,0,1,5.6,81,5.8,36.4,11,11,14.5,3.65,0,2,18.2,36.4,4,5,0.0,13,44.8,0,5,,,,66.0,68.0,71.0,,66.9,,,62.1,,,0,0,13,0.0,60.4,0.0,0,2,0,0,0,0,0.0,74,6.7,0,100.0,1,1,-4.0,2.2,0,0,0.0,100.0,1,0,0.0,1,3.4,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,0.94
Dylan Hopkins,83571,QB,UAB,1,-16.08,0,29,321,66.7,18,20,15.2,2.93,0,2,9.1,50.0,10,10,16.7,25,86.2,2,9,,,,70.6,78.2,76.3,,79.1,56.7,,63.9,,,1,0,27,10.0,107.5,4.0,1,4,0,1,2,1,3.7,146,7.3,75.0,12,13,12.3,2.11,0,0,0.0,61.5,8,2,11.1,15,51.7,1,5,,,,70.0,74.8,75.4,,71.4,,,66.5,,,1,0,15,50.0,118.6,6.7,1,1,0,0,2,0,0.0,80,6.2,60.0,10,11,10.9,3.34,0,2,15.4,45.5,5,8,16.7,14,48.3,1,4,,,,66.5,72.3,71.8,,76.1,56.7,,58.3,,,0,0,16,0.0,72.5,0.0,0,3,0,1,0,1,6.3,86,7.8,0,75.0,4,4,-4.3,1.3,0,0,0.0,75.0,3,0,0.0,4,13.8,0,0,,,,63.3,57.6,67.4,,57.5,,,,,,0,0,4,,85.4,0.0,0,0,0,0,0,0,0.0,20,5.0,1.67
Malik Cunningham,60436,QB,LOUISVILLE,1,-18.42,0,29,210,73.9,23,26,13.3,2.43,0,2,7.1,61.5,16,6,5.9,28,96.6,1,12,,,,70.2,87.1,76.5,,89.6,,,60.5,,,0,0,30,0.0,110.7,0.0,0,2,3,0,1,0,0.0,278,10.7,81.3,16,19,9.3,2.31,0,0,0.0,68.4,13,3,0.0,21,72.4,0,10,,,,69.8,78.7,75.9,,81.2,,,60.5,,,0,0,21,0.0,92.7,0.0,0,2,3,0,0,0,0.0,153,8.1,62.5,8,8,19.5,2.69,0,2,20.0,50.0,4,3,20.0,8,27.6,1,3,,,,65.4,88.8,70.1,,87.9,,,,,,0,0,10,0.0,135.4,0.0,0,0,0,0,1,0,0.0,127,15.9,0,100.0,1,1,-2.0,1.9,0,0,0.0,100.0,1,0,0.0,1,3.4,0,1,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,7.83
Gerry Bohanon,77636,QB,BAYLOR,1,-7.84,0,29,118,77.8,27,28,10.5,2.44,1,3,10.3,60.7,17,1,19.0,28,96.6,4,13,,,,71.1,82.2,76.1,,83.4,,,62.1,,,0,0,29,0.0,142.3,0.0,0,0,0,0,4,0,0.0,336,12.0,91.7,12,12,4.9,1.94,0,0,0.0,66.7,8,0,27.3,12,41.4,3,5,,,,70.5,75.9,74.8,,78.2,,,62.1,,,0,0,12,,133.0,0.0,0,0,0,0,1,0,0.0,137,11.4,68.8,16,17,13.6,2.73,1,3,16.7,58.8,10,1,9.1,17,58.6,1,8,,,,66.8,80.3,72.0,,79.6,,,,,,0,0,18,0.0,139.5,0.0,0,0,0,0,3,0,0.0,199,11.7,0,100.0,1,1,-6.0,1.3,0,0,0.0,100.0,1,0,0.0,1,3.4,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,0.29
D.J. Mack Jr.,55405,QB,DOMINION,1,1.11,0,28,263,50.0,20,23,18.1,3.1,0,1,4.2,39.1,9,15,10.0,27,96.4,1,7,,,,21.3,37.3,77.2,,31.6,,,58.8,,,0,2,28,20.0,32.2,11.1,3,1,0,3,1,3,10.7,106,4.6,53.3,15,18,13.5,3.1,0,0,0.0,38.9,7,11,12.5,20,71.4,1,5,,,,29.2,40.2,76.8,,33.3,,,58.5,,,0,2,20,9.1,7.6,5.0,1,1,0,3,0,2,10.0,55,3.1,40.0,5,5,31.8,3.31,0,1,16.7,40.0,2,5,0.0,8,28.6,0,3,,,,16.7,48.9,69.8,,42.9,,,64.6,,,0,0,9,40.0,117.5,25.0,2,1,0,0,1,1,11.1,51,10.2,0,,0,0,,4.6,0,0,,,0,1,,1,3.6,0,1,,,,60.3,69.4,63.6,,,,,64.2,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,7.14
Steven Krajewski,77650,QB,UCONN,1,-15.97,0,28,146,36.4,11,14,15.0,2.96,0,1,6.7,28.6,4,8,0.0,18,64.3,0,4,,,,68.4,42.4,75.5,,35.2,,,62.6,,,2,2,20,25.0,33.9,11.1,2,2,0,1,1,2,10.0,76,5.4,68.8,16,17,2.3,2.39,0,0,0.0,58.8,10,5,9.1,21,75.0,1,2,,,,68.5,46.0,75.6,,42.8,,,58.3,,,1,1,21,40.0,40.1,9.5,2,2,0,0,0,1,4.8,55,3.2,60.0,5,7,18.2,2.56,0,1,12.5,42.9,3,3,0.0,7,25.0,0,3,,,,65.1,57.9,69.8,,52.8,,,64.1,,,1,1,9,0.0,81.3,0.0,0,0,0,1,1,1,11.1,73,10.4,0,100.0,10,10,-3.7,1.48,0,0,0.0,90.0,9,0,10.0,10,35.7,1,1,,,,65.4,67.9,70.1,,67.5,,,,,,0,0,10,,88.3,0.0,0,0,0,0,0,0,0.0,52,5.2,7.19
Drew Plitt,39879,QB,BALL ST,1,16.67,0,28,117,58.3,24,24,16.9,2.34,0,3,12.0,58.3,14,10,0.0,27,96.4,0,15,,,,28.8,70.9,76.1,,74.5,60.0,,54.6,,,0,0,29,10.0,142.4,3.7,1,2,0,0,4,1,3.4,310,12.9,53.3,15,15,14.8,2.34,0,1,6.3,53.3,8,6,0.0,18,64.3,0,9,,,,25.8,60.1,75.4,,63.4,60.0,,54.6,,,0,0,20,16.7,107.1,5.6,1,2,0,0,1,1,5.0,138,9.2,70.0,10,10,18.0,2.23,0,2,20.0,70.0,7,4,0.0,10,35.7,0,6,,,,65.4,83.5,70.1,,82.7,,,,,,0,0,10,0.0,152.1,0.0,0,0,0,0,3,0,0.0,172,17.2,0,100.0,1,1,-3.0,1.3,0,0,0.0,100.0,1,0,0.0,1,3.6,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,8.0
Todd Centeio,60552,QB,COLO STATE,1,33.33,0,27,144,80.0,20,20,9.9,2.7,0,2,9.5,80.0,16,5,0.0,24,88.9,0,12,,,,70.0,88.4,77.3,,89.2,,,65.1,,,0,0,25,20.0,130.4,4.2,1,3,0,0,1,1,4.0,226,11.3,66.7,12,12,10.8,1.99,0,1,7.7,66.7,8,3,0.0,13,48.1,0,5,,,,69.4,77.9,76.7,,73.6,,,68.6,,,0,0,14,33.3,128.8,7.7,1,0,0,0,1,1,7.1,125,10.4,100.0,11,11,5.8,3.03,0,1,9.1,100.0,11,2,0.0,14,51.9,0,7,,,,66.2,89.4,71.2,,91.5,,,58.3,,,0,0,14,0.0,107.2,0.0,0,3,0,0,0,0,0.0,107,9.7,0,100.0,3,3,-1.7,1.2,0,0,0.0,100.0,3,0,0.0,3,11.1,0,0,,,,62.7,64.0,66.6,,63.8,,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,6,2.0,-0.69
Payton Thorne,101629,QB,MICH STATE,1,7.95,0,27,223,68.4,19,22,15.9,3.02,0,5,21.7,50.0,11,6,15.4,22,81.5,2,9,,,,68.8,91.6,21.0,,91.7,,,65.9,,,0,1,23,0.0,116.5,0.0,0,0,0,3,3,0,0.0,315,14.3,77.8,9,11,5.4,2.65,0,1,9.1,54.5,6,4,14.3,11,40.7,1,3,,,,67.6,75.1,14.3,,74.8,,,65.9,,,0,1,11,0.0,80.5,0.0,0,0,0,2,1,0,0.0,107,9.7,73.3,15,16,15.8,2.86,0,4,23.5,62.5,10,2,9.1,16,59.3,1,7,,,,66.7,92.2,71.8,,91.9,,,,,,0,0,17,0.0,145.8,0.0,0,0,0,1,2,0,0.0,232,14.5,0,100.0,5,5,-3.2,1.7,0,0,0.0,100.0,5,0,0.0,5,18.5,0,1,,,,63.8,65.7,68.1,,65.5,,,,,,0,0,5,,86.7,0.0,0,0,0,0,0,0,0.0,24,4.8,4.77
Artur Sitkowski,83547,QB,ILLINOIS,1,-1.43,0,27,187,33.3,24,26,10.5,2.9,0,0,0.0,26.9,7,6,12.5,26,96.3,1,3,,,,68.2,31.5,74.7,,31.5,,,,,,0,0,30,0.0,39.6,0.0,0,0,0,2,0,4,13.3,51,2.0,33.3,18,20,10.6,2.75,0,0,0.0,30.0,6,5,0.0,20,74.1,0,2,,,,67.5,34.1,74.0,,33.9,,,,,,0,0,23,0.0,39.6,0.0,0,0,0,2,0,3,13.0,45,2.3,42.9,7,7,8.1,3.04,0,0,0.0,28.6,2,1,33.3,7,25.9,1,1,,,,64.9,42.9,69.5,,43.2,,,,,,0,0,8,0.0,39.6,0.0,0,0,0,0,0,1,12.5,10,1.4,0,100.0,1,1,-5.0,0.8,0,0,0.0,100.0,1,0,0.0,1,3.7,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,-0.82
Sean Clifford,51708,QB,PENN STATE,1,6.49,0,27,266,61.5,13,17,10.6,3.2,1,0,0.0,47.1,8,8,0.0,19,70.4,0,8,,,,67.8,55.5,73.3,,46.7,,,72.7,,,0,2,20,0.0,25.7,0.0,0,2,0,3,0,2,10.0,98,5.8,66.7,12,14,7.8,2.82,0,0,0.0,57.1,8,6,0.0,16,59.3,0,8,,,,67.5,51.4,72.8,,40.7,,,72.7,,,0,2,17,0.0,34.5,0.0,0,2,0,2,0,2,11.8,82,5.9,77.8,9,11,3.3,2.69,1,0,0.0,63.6,7,2,0.0,11,40.7,0,3,,,,65.6,67.1,70.4,,66.7,,,,,,0,0,11,0.0,79.4,0.0,0,0,0,1,0,0,0.0,64,5.8,0,87.5,8,8,-1.9,1.74,0,0,0.0,87.5,7,0,0.0,8,29.6,0,3,,,,64.9,61.9,69.5,,61.6,,,,,,0,0,8,,91.7,0.0,0,0,0,0,0,0,0.0,48,6.0,-0.04
Jordon Brookshire,98678,QB,S DIEGO ST,1,32.87,0,26,284,36.8,19,19,16.7,2.84,0,2,9.5,31.6,6,7,14.3,21,80.8,1,6,,,,69.3,69.4,76.1,,56.0,,,83.2,,,0,0,23,0.0,49.5,0.0,0,2,0,0,0,1,4.3,96,5.1,30.8,13,13,10.4,2.44,0,0,0.0,30.8,4,4,0.0,14,53.8,0,2,,,,68.8,54.3,75.5,,35.2,,,81.9,,,0,0,15,0.0,40.2,0.0,0,1,0,0,0,1,6.7,19,1.5,72.7,11,11,15.2,2.8,0,2,15.4,63.6,7,3,12.5,12,46.2,1,5,,,,66.2,83.0,71.2,,80.3,,,63.2,,,0,0,14,0.0,97.2,0.0,0,1,0,0,0,0,0.0,111,10.1,0,100.0,5,5,-3.0,1.64,0,0,0.0,100.0,5,0,0.0,5,19.2,0,1,,,,64.2,60.1,68.6,,59.9,,,,,,0,0,6,,95.0,0.0,0,0,0,0,0,0,0.0,34,6.8,8.63
Nick Nash,98679,QB,S JOSE ST,1,28.21,0,26,285,37.5,16,16,15.3,3.41,0,1,6.3,37.5,6,7,0.0,20,76.9,0,6,,,,29.1,54.6,75.5,,44.8,,,67.3,,,0,1,21,42.9,78.6,15.0,3,1,0,0,2,2,9.5,122,7.6,41.7,12,13,10.3,3.24,1,1,7.7,38.5,5,5,0.0,16,61.5,0,3,,,,27.8,60.9,75.2,,50.8,,,67.3,,,0,0,17,40.0,81.9,12.5,2,1,0,0,1,1,5.9,69,5.3,66.7,9,9,11.6,2.96,0,0,0.0,66.7,6,4,0.0,10,38.5,0,5,,,,65.4,49.2,70.1,,49.3,,,,,,0,1,10,25.0,94.4,10.0,1,0,0,0,1,1,10.0,85,9.4,0,100.0,5,6,-3.4,2.23,1,0,0.0,83.3,5,2,0.0,6,23.1,0,2,,,,64.2,63.4,68.6,,63.2,,,,,,0,0,6,0.0,88.9,0.0,0,0,0,0,0,0,0.0,32,5.3,4.13
Ta'Quan Roberson,101625,QB,PENN STATE,1,18.42,0,26,266,35.7,14,16,14.3,3.02,0,1,6.3,12.5,2,6,60.0,20,76.9,3,3,,,,28.5,41.9,75.5,,39.1,,,55.2,,,1,2,21,0.0,0.0,0.0,0,4,0,1,0,3,14.3,14,0.9,52.9,17,19,8.2,2.67,0,1,5.3,31.6,6,7,33.3,24,92.3,3,3,,,,29.7,44.3,75.8,,42.5,,,55.2,,,1,1,25,14.3,19.0,4.2,1,4,0,1,0,2,8.0,22,1.2,50.0,2,2,25.5,2.75,0,0,0.0,50.0,1,0,0.0,2,7.7,0,1,,,,61.8,49.5,65.5,,49.7,,,,,,0,1,2,,29.2,0.0,0,0,0,0,0,1,50.0,12,6.0,0,100.0,5,5,-2.0,1.53,0,0,0.0,100.0,5,1,0.0,6,23.1,0,1,,,,64.2,57.1,68.6,,56.9,,,,,,0,0,6,100.0,83.3,16.7,1,0,0,0,0,0,0.0,20,4.0,4.84
Matt Corral,83517,QB,OLE MISS,1,0.0,0,26,226,73.7,19,20,18.2,3.0,0,4,19.0,65.0,13,6,7.1,24,92.3,1,10,,,,72.9,93.0,77.0,,92.2,,,77.9,,,0,0,26,0.0,141.7,0.0,0,4,0,1,2,2,7.7,284,14.2,66.7,6,6,19.3,2.64,0,2,28.6,66.7,4,2,0.0,10,38.5,0,5,,,,73.0,92.6,76.1,,91.6,,,78.5,,,0,0,11,0.0,149.3,0.0,0,3,0,0,1,1,9.1,92,15.3,78.6,14,15,16.1,2.93,0,2,13.3,66.7,10,4,9.1,16,61.5,1,5,,,,66.7,84.8,71.8,,84.8,,,62.3,,,0,0,17,0.0,131.9,0.0,0,1,0,1,1,1,5.9,195,13.0,0,100.0,1,1,-4.0,0.55,0,0,0.0,100.0,1,0,0.0,2,7.7,0,0,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,-2.33
Rocky Lombardi,60452,QB,N ILLINOIS,1,20.0,0,26,254,55.0,20,21,12.1,2.57,0,1,4.0,52.4,11,9,0.0,23,88.5,0,8,,,,36.2,51.2,77.8,,39.2,,,70.6,,,1,1,27,11.1,53.7,4.3,1,1,0,0,0,3,11.1,140,6.7,57.9,19,20,10.6,2.12,0,1,4.3,55.0,11,7,0.0,21,80.8,0,6,,,,72.6,64.2,77.7,,54.9,,,70.6,,,1,0,24,0.0,74.0,0.0,0,1,0,0,0,1,4.2,125,6.3,75.0,4,4,7.5,3.44,0,0,0.0,75.0,3,2,0.0,5,19.2,0,2,,,,13.4,26.4,68.6,,26.6,,,,,,0,1,6,50.0,55.2,20.0,1,0,0,0,0,2,33.3,29,7.3,0,100.0,3,3,-3.3,0.83,0,0,0.0,100.0,3,0,0.0,3,11.5,0,0,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,1.0
Justin Tomlin,78482,QB,GA SOUTHRN,1,-9.09,0,25,174,70.6,17,19,11.7,3.0,0,1,4.5,63.2,12,10,0.0,22,88.0,0,8,,,,72.6,57.5,76.5,,49.0,,,67.5,,,1,3,26,30.0,58.1,13.6,3,0,0,1,0,2,7.7,196,10.3,80.0,10,11,4.7,2.7,0,0,0.0,72.7,8,6,0.0,13,52.0,0,4,,,,72.5,63.7,75.8,,53.9,,,67.5,,,0,1,16,33.3,53.2,15.4,2,0,0,1,0,0,0.0,75,6.8,70.0,10,11,13.9,2.97,0,1,7.7,63.6,7,5,0.0,12,48.0,0,5,,,,66.2,51.7,71.2,,51.7,,,,,,1,2,14,20.0,66.7,8.3,1,0,0,0,0,2,14.3,135,12.3,0,100.0,3,3,-4.3,1.57,0,0,0.0,100.0,3,1,0.0,3,12.0,0,1,,,,63.3,64.9,67.4,,64.7,,,,,,0,0,4,0.0,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,5.45
Emory Jones,82111,QB,FLORIDA,1,32.48,0,25,163,68.4,19,20,14.5,3.1,1,0,0.0,60.0,12,9,7.7,23,92.0,1,11,,,,69.0,85.2,75.1,,83.0,,,68.3,,,0,1,26,0.0,122.9,0.0,0,3,0,0,4,1,3.8,272,13.6,62.5,8,9,8.4,2.53,1,0,0.0,44.4,4,4,20.0,9,36.0,1,2,,,,67.5,84.5,73.5,,83.8,,,65.3,,,0,0,10,0.0,91.9,0.0,0,0,0,0,1,0,0.0,34,3.8,76.9,13,13,15.5,3.29,0,0,0.0,76.9,10,5,0.0,16,64.0,0,9,,,,66.8,77.1,72.0,,74.6,,,65.8,,,0,1,18,0.0,125.8,0.0,0,3,0,0,3,1,5.6,239,18.4,0,100.0,2,2,-3.5,2.1,0,0,0.0,100.0,2,0,0.0,2,8.0,0,0,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,1,0.5,14.6
Caleb Williams,144622,QB,OKLAHOMA,1,-20.59,0,25,261,70.0,20,21,14.8,3.35,0,1,4.8,61.9,13,10,7.1,21,84.0,1,8,,,,69.7,91.7,75.6,,81.3,,,91.1,,,1,0,22,0.0,124.3,0.0,0,0,0,0,2,1,4.5,196,9.3,70.6,17,17,14.1,3.28,0,1,5.9,70.6,12,8,0.0,17,68.0,0,6,,,,69.4,90.6,75.2,,76.2,,,90.6,,,0,0,17,0.0,140.8,0.0,0,0,0,0,2,1,5.9,166,9.8,71.4,7,8,7.0,2.73,0,0,0.0,50.0,4,2,20.0,8,32.0,1,2,,,,65.1,78.4,69.8,,74.1,,,64.0,,,1,0,9,0.0,67.7,0.0,0,0,0,0,0,0,0.0,46,5.8,0,75.0,4,4,-1.5,1.8,0,0,0.0,75.0,3,0,0.0,4,16.0,0,0,,,,63.3,57.5,67.4,,57.4,,,,,,0,0,4,,81.3,0.0,0,0,0,0,0,0,0.0,16,4.0,-4.01
Devin Grainger,78496,QB,GA STATE,1,-13.33,0,25,175,73.7,19,19,16.7,2.49,0,3,13.6,63.2,12,4,14.3,19,76.0,2,10,,,,73.3,91.5,77.0,,90.5,,,75.0,,,0,0,22,0.0,134.4,0.0,0,0,0,0,4,1,4.5,183,9.6,100.0,10,10,8.1,2.33,0,1,8.3,80.0,8,1,20.0,10,40.0,2,4,,,,73.4,90.5,76.4,,87.2,,,75.0,,,0,0,12,0.0,137.5,0.0,0,0,0,0,1,1,8.3,90,9.0,66.7,15,15,15.3,2.15,0,2,12.5,66.7,10,3,0.0,15,60.0,0,7,,,,66.5,84.0,71.6,,83.2,,,,,,0,0,16,0.0,136.1,0.0,0,0,0,0,3,0,0.0,140,9.3,0,100.0,6,6,-1.3,1.35,0,0,0.0,100.0,6,0,0.0,6,24.0,0,1,,,,64.2,66.4,68.6,,66.1,,,,,,0,0,6,,99.3,0.0,0,0,0,0,0,0,0.0,47,7.8,0.33
Grayson McCall,98002,QB,COAST CAR,1,37.3,0,25,141,80.0,20,20,11.6,2.72,0,0,0.0,80.0,16,7,0.0,22,88.0,0,14,,,,27.6,74.3,75.6,,87.2,,,42.2,,,0,0,22,14.3,158.3,4.5,1,1,0,0,4,0,0.0,359,18.0,55.6,9,9,11.1,2.87,0,0,0.0,55.6,5,4,0.0,11,44.0,0,3,,,,23.0,45.8,74.6,,59.2,,,42.2,,,0,0,11,25.0,75.7,9.1,1,1,0,0,0,0,0.0,59,6.6,92.9,14,14,9.0,2.37,0,0,0.0,92.9,13,3,0.0,14,56.0,0,11,,,,66.2,91.8,71.2,,91.5,,,,,,0,0,14,0.0,158.3,0.0,0,0,0,0,4,0,0.0,306,21.9,0,66.7,3,3,-1.7,1.67,0,0,0.0,66.7,2,0,0.0,3,12.0,0,0,,,,62.7,55.9,66.6,,55.9,,,,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,6,2.0,15.3
Davis Brin,77642,QB,TULSA,1,23.64,0,24,320,50.0,18,18,13.9,2.9,0,2,11.1,44.4,8,3,11.1,21,87.5,1,7,,,,69.8,49.4,76.6,,44.7,,,60.8,,,0,0,21,0.0,115.7,0.0,0,3,0,0,2,2,9.5,171,9.5,40.0,10,10,14.1,2.61,0,1,10.0,40.0,4,2,0.0,10,41.7,0,3,,,,69.1,33.6,75.9,,30.0,,,53.9,,,0,0,10,0.0,100.8,0.0,0,0,0,0,1,2,20.0,77,7.7,72.7,11,11,9.3,2.74,0,1,9.1,63.6,7,1,12.5,14,58.3,1,4,,,,66.2,75.0,71.2,,70.8,,,67.0,,,0,0,14,0.0,125.2,0.0,0,3,0,0,1,0,0.0,105,9.5,0,100.0,3,3,-2.3,1.17,0,0,0.0,100.0,3,0,0.0,3,12.5,0,0,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,81.9,0.0,0,0,0,0,0,0,0.0,11,3.7,1.85
Stetson Bennett,60387,QB,GEORGIA,1,25.45,0,23,173,68.8,16,17,16.3,2.92,0,2,11.1,64.7,11,4,0.0,19,82.6,0,9,,,,70.8,81.6,76.7,,78.7,,,68.6,,,0,0,20,25.0,147.3,5.3,1,1,0,1,2,0,0.0,220,12.9,54.5,11,11,7.6,1.72,0,1,9.1,54.5,6,1,0.0,11,47.8,0,1,,,,70.5,69.5,76.2,,58.2,,,72.0,,,0,0,11,0.0,69.1,0.0,0,0,0,0,0,0,0.0,57,5.2,88.9,9,10,18.3,3.39,0,1,9.1,80.0,8,3,0.0,12,52.2,0,8,,,,66.0,83.5,71.0,,86.2,,,57.3,,,0,0,13,33.3,158.3,8.3,1,1,0,1,2,0,0.0,174,17.4,0,75.0,4,4,-3.0,1.03,0,0,0.0,75.0,3,0,0.0,4,17.4,0,0,,,,63.3,57.6,67.4,,57.5,,,,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,11,2.8,12.22
Brady Olson,147415,QB,UMASS,1,-39.58,0,23,216,42.1,19,19,12.7,2.42,0,0,0.0,36.8,7,6,12.5,20,87.0,1,6,,,,69.7,44.9,76.3,,40.0,,,62.4,,,0,0,20,0.0,63.0,0.0,0,1,0,0,0,1,5.0,138,7.3,56.3,16,16,10.0,2.1,0,0,0.0,56.3,9,5,0.0,16,69.6,0,5,,,,69.5,46.4,76.0,,44.4,,,57.3,,,0,0,16,0.0,83.9,0.0,0,0,0,0,0,1,6.3,134,8.4,33.3,6,6,13.3,2.83,0,0,0.0,16.7,1,2,50.0,7,30.4,1,2,,,,64.6,54.2,69.1,,47.7,,,64.3,,,0,0,7,0.0,46.5,0.0,0,1,0,0,0,0,0.0,28,4.7,0,100.0,3,3,-0.7,1.67,0,0,0.0,100.0,3,1,0.0,3,13.0,0,1,,,,62.7,64.1,66.6,,63.8,,,,,,0,0,3,0.0,100.0,0.0,0,0,0,0,0,0,0.0,24,8.0,-3.71
