player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Maalik Murphy,157302,QB,DUKE,1,3.57,0,33,154,68.0,25,25,14.8,2.79,0,3,11.5,68.0,17,5,0.0,26,78.8,0,10,,,,70.6,90.2,75.7,,89.6,,65.3,,,0,0,27,20.0,122.1,3.8,1,0,0,0,2,0,0.0,220,8.8,71.4,28,28,11.3,2.55,0,3,10.3,71.4,20,5,0.0,29,87.9,0,9,,,,70.7,88.2,75.9,,87.0,,65.3,,,0,0,30,20.0,116.5,3.4,1,0,0,0,2,0,0.0,209,7.5,75.0,4,4,6.8,1.83,0,0,0.0,75.0,3,0,0.0,4,12.1,0,2,,,,63.3,68.1,67.4,,67.8,,,,,0,0,4,,96.9,0.0,0,0,0,0,0,0,0.0,31,7.8,0,85.7,7,7,-4.1,1.26,0,0,0.0,85.7,6,0,0.0,7,21.2,0,1,,,,64.6,61.0,69.1,,60.8,,,,,0,0,7,,79.2,0.0,0,0,0,0,0,0,0.0,20,2.9,0.29
Connor Bazelak,99135,QB,BOWL GREEN,1,6.67,0,32,122,69.6,23,25,10.5,2.94,0,0,0.0,60.0,15,10,6.3,27,84.4,1,8,,,,68.7,67.2,76.6,,66.2,,60.0,,,0,0,29,20.0,96.1,7.4,2,0,0,2,1,1,3.4,184,7.4,64.3,14,15,10.9,2.86,0,0,0.0,60.0,9,7,0.0,17,53.1,0,4,,,,67.7,62.7,75.9,,61.4,,60.0,,,0,0,19,28.6,78.5,11.8,2,0,0,1,0,1,5.3,95,6.3,78.6,14,15,6.1,2.59,0,0,0.0,66.7,10,3,9.1,15,46.9,1,5,,,,66.7,69.3,71.8,,68.9,,,,,0,0,17,0.0,111.0,0.0,0,0,0,1,1,0,0.0,112,7.5,0,80.0,5,5,-1.0,1.62,0,0,0.0,80.0,4,0,0.0,5,15.6,0,1,,,,64.6,61.0,69.1,,60.8,,,,,0,0,7,,85.8,0.0,0,0,0,0,0,0,0.0,23,4.6,1.14
Seth Henigan,144267,QB,MEMPHIS,1,17.69,0,32,218,50.0,24,27,11.0,2.65,0,2,7.4,37.0,10,7,16.7,28,87.5,2,6,,,,71.0,64.7,76.9,,57.1,,72.9,,,1,1,28,14.3,36.2,3.6,1,0,0,2,0,1,3.6,121,4.5,52.2,23,26,9.8,2.49,0,2,7.7,42.3,11,8,8.3,27,84.4,1,6,,,,71.0,62.4,76.8,,54.1,,72.9,,,1,1,27,12.5,43.3,3.7,1,0,0,2,0,1,3.7,137,5.3,80.0,5,5,6.0,2.58,0,0,0.0,60.0,3,1,25.0,5,15.6,1,2,,,,63.8,73.3,68.1,,72.9,,,,,0,0,5,0.0,110.0,0.0,0,0,0,0,1,0,0.0,22,4.4,0,100.0,4,4,-2.3,1.45,0,0,0.0,100.0,4,2,0.0,4,12.5,0,2,,,,63.3,65.1,67.4,,64.8,,,,,0,0,4,0.0,145.8,0.0,0,0,0,0,1,0,0.0,38,9.5,-0.87
Kurtis Rourke,97998,QB,INDIANA,1,14.29,0,32,190,61.9,21,23,12.3,2.53,1,2,8.0,52.2,12,10,7.7,27,84.4,1,6,,,,69.7,70.3,75.9,,71.1,,57.0,,,0,1,29,40.0,86.5,14.8,4,0,0,1,2,1,3.4,166,7.2,68.4,19,21,10.4,2.51,1,1,4.3,57.1,12,9,7.7,24,75.0,1,7,,,,69.5,74.0,75.7,,75.1,,57.0,,,0,0,26,33.3,110.0,12.5,3,0,0,1,2,0,0.0,144,6.9,71.4,7,7,6.0,2.18,0,1,14.3,71.4,5,1,0.0,8,25.0,0,2,,,,64.6,56.4,69.5,,56.2,,,,,0,1,8,100.0,58.9,12.5,1,0,0,0,0,1,12.5,62,8.9,0,100.0,5,5,-3.6,1.88,0,0,0.0,100.0,5,0,0.0,5,15.6,0,3,,,,63.8,65.7,68.1,,65.4,,,,,0,0,5,,100.0,0.0,0,0,0,0,0,0,0.0,40,8.0,2.0
Drew Pyne,122910,QB,MISSOURI,1,32.89,0,32,229,76.5,17,24,10.5,3.33,1,1,4.0,45.8,11,17,15.4,28,87.5,2,9,,,,69.7,78.4,76.9,,79.4,,61.7,,,2,0,29,11.8,91.8,7.1,2,2,0,4,2,0,0.0,137,5.7,76.9,13,19,6.5,3.03,1,1,5.0,42.1,8,12,20.0,23,71.9,2,6,,,,69.4,72.1,76.7,,72.2,,61.7,,,2,0,24,16.7,93.1,8.7,2,2,0,3,2,0,0.0,95,5.0,85.7,7,8,10.9,3.64,0,0,0.0,75.0,6,6,0.0,9,28.1,0,4,,,,65.1,79.4,69.8,,78.9,,,,,0,0,9,16.7,129.2,11.1,1,0,0,1,1,0,0.0,48,6.0,0,100.0,3,3,-6.0,2.35,0,0,0.0,100.0,3,1,0.0,4,12.5,0,1,,,,63.3,61.6,67.4,,61.4,,,,,0,0,4,100.0,118.8,25.0,1,0,0,0,1,0,0.0,6,2.0,1.0
Caden Veltkamp,156642,QB,W KENTUCKY,1,21.43,0,32,346,77.3,22,24,9.2,3.23,1,2,8.3,62.5,15,4,11.8,29,90.6,2,13,,,,71.5,61.0,76.3,,62.4,54.3,58.5,,,0,2,29,25.0,87.0,3.4,1,4,0,1,2,2,6.9,229,9.5,78.9,19,21,5.6,3.01,1,1,4.8,61.9,13,1,13.3,23,71.9,2,9,,,,42.1,56.0,75.9,,52.6,54.3,62.3,,,0,2,23,0.0,59.5,0.0,0,2,0,1,1,2,8.7,149,7.1,83.3,6,6,14.0,3.18,0,1,16.7,83.3,5,3,0.0,9,28.1,0,4,,,,65.1,62.5,69.8,,69.7,,53.1,,,0,0,9,33.3,158.3,11.1,1,2,0,0,1,0,0.0,97,16.2,0,100.0,3,3,-3.7,1.33,0,0,0.0,100.0,3,0,0.0,3,9.4,0,0,,,,15.4,41.3,66.6,,41.7,,,,,0,0,3,,90.3,0.0,0,0,0,0,0,0,0.0,17,5.7,9.07
Nick Evers,158082,QB,UCONN,1,18.75,0,32,146,63.2,19,19,14.4,3.14,0,1,5.0,52.6,10,8,16.7,26,81.3,2,8,,,,69.1,63.9,75.7,,63.3,,60.6,,,0,1,27,25.0,42.9,7.7,2,5,0,0,0,0,0.0,86,4.5,68.8,16,16,13.3,3.15,0,1,5.9,56.3,9,7,18.2,22,68.8,2,7,,,,68.8,66.7,75.4,,64.7,,63.0,,,0,1,23,28.6,40.4,9.1,2,4,0,0,0,0,0.0,67,4.2,75.0,8,8,6.6,2.19,0,0,0.0,75.0,6,2,0.0,10,31.3,0,2,,,,65.4,53.5,70.1,,56.3,,57.3,,,0,0,10,50.0,82.8,10.0,1,1,0,0,0,0,0.0,35,4.4,0,100.0,5,5,-1.8,1.62,0,0,0.0,100.0,5,1,0.0,6,18.8,0,1,,,,64.2,57.2,68.6,,57.0,,,,,0,0,6,100.0,80.0,16.7,1,0,0,0,0,0,0.0,16,3.2,0.19
Sam Leavitt,175465,QB,ARIZONA ST,1,31.82,0,31,110,75.0,16,18,13.7,3.95,0,2,10.5,55.6,10,10,16.7,24,77.4,2,9,,,,70.5,90.7,75.8,,90.7,,68.8,,,0,0,25,20.0,113.9,8.3,2,4,0,2,3,0,0.0,112,6.2,66.7,12,14,9.8,3.75,0,1,7.1,50.0,7,6,12.5,17,54.8,1,4,,,,70.1,78.3,75.2,,73.9,,68.9,,,0,0,17,16.7,65.5,5.9,1,2,0,2,0,0,0.0,73,5.2,90.9,11,11,7.0,3.34,0,1,8.3,81.8,9,4,10.0,14,45.2,1,8,,,,66.5,87.6,71.6,,88.0,,62.0,,,0,0,16,25.0,139.6,7.1,1,2,0,0,3,0,0.0,88,8.0,0,85.7,7,7,-3.6,2.23,0,0,0.0,85.7,6,0,0.0,7,22.6,0,3,,,,64.9,53.9,69.5,,53.8,,,,,0,0,8,,95.8,0.0,0,0,0,0,0,0,0.0,49,7.0,2.79
Davis Bryson,160369,QB,KENNESAW,1,2.86,0,31,200,58.3,24,25,7.6,2.42,0,0,0.0,56.0,14,6,0.0,30,96.8,0,7,,,,51.1,64.3,76.8,,52.4,,74.4,,,0,2,32,50.0,72.6,10.0,3,1,0,1,2,2,6.3,183,7.3,60.0,20,21,6.6,2.25,0,0,0.0,57.1,12,5,0.0,25,80.6,0,5,,,,49.1,58.9,76.4,,43.1,,74.4,,,0,2,26,40.0,29.6,8.0,2,1,0,1,0,2,7.7,98,4.7,60.0,5,5,9.0,3.0,0,0,0.0,60.0,3,1,0.0,6,19.4,0,2,,,,64.6,79.1,69.1,,78.5,,,,,0,0,7,100.0,143.8,16.7,1,0,0,0,2,0,0.0,87,17.4,0,100.0,1,1,-5.0,1.6,0,0,0.0,100.0,1,0,0.0,1,3.2,0,0,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,12.73
Drew Allar,164157,QB,PENN STATE,1,19.05,0,31,266,81.8,22,24,9.3,3.11,0,0,0.0,70.8,17,9,5.6,27,87.1,1,12,,,,67.9,71.5,77.5,,77.8,57.5,50.3,,,0,0,27,0.0,111.3,0.0,0,3,0,2,1,0,0.0,209,8.7,75.0,20,21,10.0,2.65,0,0,0.0,66.7,14,7,6.7,22,71.0,1,10,,,,67.4,74.0,77.2,,76.6,59.5,57.3,,,0,0,22,0.0,108.6,0.0,0,1,0,1,1,0,0.0,177,8.4,100.0,6,7,-1.0,3.43,0,0,0.0,85.7,6,2,0.0,9,29.0,0,3,,,,65.1,55.5,70.1,,63.9,60.0,52.9,,,0,0,9,0.0,92.3,0.0,0,2,0,1,0,0,0.0,43,6.1,0,75.0,4,4,-3.0,1.33,0,0,0.0,75.0,3,0,0.0,4,12.9,0,1,,,,63.3,57.6,67.4,,57.5,,,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,11,2.8,-2.29
Evan Simon,129906,QB,TEMPLE,1,-31.43,0,31,306,58.8,17,18,10.7,2.84,0,0,0.0,38.9,7,17,30.0,27,87.1,3,3,,,,19.8,46.7,75.1,,45.7,,56.6,,,0,0,28,29.4,47.0,18.5,5,4,0,1,0,2,7.1,51,2.8,73.3,15,15,6.7,2.75,0,0,0.0,60.0,9,13,18.2,24,77.4,2,1,,,,18.8,47.7,74.9,,46.7,,56.6,,,0,0,25,38.5,64.6,20.8,5,4,0,0,0,2,8.0,32,2.1,50.0,6,7,11.7,2.37,0,0,0.0,28.6,2,4,33.3,7,22.6,1,2,,,,64.6,57.2,69.1,,57.1,,,,,0,0,7,0.0,41.4,0.0,0,0,0,1,0,0,0.0,24,3.4,0,100.0,4,4,-2.8,1.45,0,0,0.0,100.0,4,0,0.0,4,12.9,0,0,,,,63.3,64.9,67.4,,64.7,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,5,1.3,1.3
Alan Bowman,77679,QB,OKLA STATE,1,-12.25,0,30,262,66.7,27,27,10.9,2.24,0,0,0.0,63.0,17,4,5.6,28,93.3,1,12,,,,68.8,70.0,76.3,,69.0,,60.0,,,0,1,31,25.0,74.2,3.6,1,0,0,0,1,1,3.2,147,5.4,76.5,17,17,7.1,2.06,0,0,0.0,70.6,12,3,7.7,18,60.0,1,6,,,,67.8,73.4,75.6,,72.5,,60.0,,,0,1,20,33.3,69.2,5.6,1,0,0,0,1,1,5.0,54,3.2,58.3,12,12,13.9,2.46,0,0,0.0,58.3,7,1,0.0,12,40.0,0,6,,,,66.0,62.1,71.0,,61.9,,,,,0,0,13,0.0,80.9,0.0,0,0,0,0,0,0,0.0,87,7.3,0,100.0,2,2,-3.5,1.85,0,0,0.0,100.0,2,0,0.0,2,6.7,0,0,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-6,-3.0,4.07
John Mateer,158516,QB,WASH STATE,1,-18.75,0,30,341,80.0,15,16,7.1,3.24,1,0,0.0,68.8,11,9,8.3,21,70.0,1,10,,,,32.1,61.7,76.5,,61.4,56.7,60.2,,,0,0,23,22.2,127.6,9.5,2,3,0,0,3,2,8.7,110,6.9,87.5,16,16,3.1,2.69,0,0,0.0,81.3,13,7,7.1,21,70.0,1,9,,,,32.1,70.7,76.4,,75.9,,58.8,,,0,0,23,28.6,141.7,9.5,2,2,0,0,2,1,4.3,136,8.5,71.4,7,8,7.1,2.68,1,0,0.0,62.5,5,3,0.0,9,30.0,0,5,,,,65.1,41.3,70.1,,37.3,56.7,61.7,,,0,0,9,0.0,116.1,0.0,0,1,0,0,2,1,11.1,43,5.4,0,87.5,8,8,-0.8,1.4,0,0,0.0,87.5,7,1,0.0,9,30.0,0,4,,,,65.1,60.0,69.8,,59.7,,,,,0,0,9,0.0,142.2,0.0,0,0,0,0,1,0,0.0,69,8.6,-3.12
Mikey Keene,70961,QB,FRESNO ST,1,13.04,0,30,169,91.7,24,24,6.6,2.72,0,1,4.0,87.5,21,7,4.5,28,93.3,1,12,,,,28.0,67.4,74.5,,68.6,,57.3,,,0,1,30,28.6,137.8,7.1,2,1,0,0,3,0,0.0,282,11.8,91.3,23,23,6.2,2.63,0,1,4.3,87.0,20,7,4.8,27,90.0,1,11,,,,27.0,65.3,74.2,,66.6,,57.3,,,0,1,27,28.6,131.3,7.4,2,1,0,0,3,0,0.0,238,10.3,100.0,3,3,2.7,2.4,0,0,0.0,100.0,3,0,0.0,3,10.0,0,1,,,,63.8,70.1,68.1,,69.8,,,,,0,0,5,,118.8,0.0,0,0,0,0,0,0,0.0,51,17.0,0,100.0,2,2,-4.5,1.0,0,0,0.0,100.0,2,0,0.0,2,6.7,0,0,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,81.3,0.0,0,0,0,0,0,0,0.0,7,3.5,6.65
Brendon Lewis,131687,QB,NEVADA,1,-6.67,0,29,239,68.4,19,21,12.9,3.1,0,3,14.3,57.1,12,14,7.7,24,82.8,1,6,,,,71.8,88.0,76.1,,78.6,57.8,80.1,,,1,0,24,14.3,95.5,8.3,2,1,0,1,1,0,0.0,151,7.2,73.7,19,21,10.0,2.95,0,2,9.5,66.7,14,13,0.0,24,82.8,0,6,,,,71.8,87.2,76.0,,76.5,,80.1,,,1,0,24,15.4,106.1,8.3,2,1,0,1,1,0,0.0,164,7.8,80.0,5,5,7.6,2.14,0,1,20.0,60.0,3,2,25.0,5,17.2,1,1,,,,63.8,70.7,68.6,,72.1,57.8,,,,0,0,5,0.0,72.1,0.0,0,0,0,0,0,0,0.0,24,4.8,0,100.0,5,5,-3.4,1.4,0,0,0.0,100.0,5,1,0.0,5,17.2,0,1,,,,63.8,65.6,68.1,,65.3,,,,,0,0,5,0.0,97.5,0.0,0,0,0,0,0,0,0.0,37,7.4,-3.01
Quinn Ewers,127253,QB,TEXAS,1,8.33,0,29,311,68.4,19,20,14.5,2.94,0,2,10.0,60.0,12,5,7.7,22,75.9,1,10,,,,67.4,70.7,74.1,,71.8,,57.8,,,0,0,22,20.0,139.0,4.5,1,1,0,1,3,1,4.5,227,11.4,71.4,14,15,9.6,2.72,0,1,6.7,66.7,10,3,0.0,17,58.6,0,6,,,,66.7,67.8,73.5,,69.3,,57.8,,,0,0,17,33.3,124.0,5.9,1,1,0,1,1,0,0.0,159,10.6,83.3,12,12,9.0,2.42,0,1,8.3,75.0,9,2,10.0,12,41.4,1,7,,,,65.8,71.5,70.7,,71.1,,,,,0,0,12,0.0,156.3,0.0,0,0,0,0,4,1,8.3,174,14.5,0,100.0,7,7,-4.6,1.5,0,0,0.0,100.0,7,0,0.0,7,24.1,0,3,,,,64.6,66.8,69.1,,66.5,,,,,0,0,7,,158.3,0.0,0,0,0,0,2,0,0.0,106,15.1,3.9
Ruel Tomlinson,188241,QB,KENT STATE,1,55.0,0,29,201,69.2,13,15,8.0,2.79,2,0,0.0,33.3,5,12,44.4,26,89.7,4,2,,,,69.0,44.9,75.6,,47.7,,50.8,,,0,1,26,50.0,17.1,23.1,6,5,0,0,0,1,3.8,54,3.6,70.0,10,12,6.4,2.56,2,0,0.0,25.0,3,8,57.1,18,62.1,4,1,,,,68.3,51.7,74.9,,53.0,,54.7,,,0,0,18,37.5,39.6,16.7,3,3,0,0,0,0,0.0,22,1.8,80.0,5,5,6.8,2.71,0,0,0.0,80.0,4,4,0.0,11,37.9,0,2,,,,65.6,43.5,70.4,,48.4,,52.6,,,0,1,11,75.0,57.9,27.3,3,2,0,0,0,1,9.1,37,7.4,0,100.0,2,2,-3.0,1.1,0,0,0.0,100.0,2,0,0.0,3,10.3,0,1,,,,62.7,60.3,66.6,,60.2,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,5.57
Eli Holstein,172381,QB,PITTSBURGH,1,48.33,0,29,268,55.0,20,22,11.0,3.03,1,2,7.4,40.9,9,13,18.2,27,93.1,2,6,,,,68.9,75.1,75.4,,74.9,,61.8,,,1,0,32,15.4,58.1,7.4,2,3,0,0,0,0,0.0,116,5.3,35.7,14,15,12.8,3.27,0,0,0.0,26.7,4,10,20.0,19,65.5,1,2,,,,67.9,51.8,74.4,,50.3,,58.9,,,1,0,21,0.0,39.6,0.0,0,4,0,0,0,0,0.0,45,3.0,100.0,7,8,5.6,2.73,1,2,18.2,75.0,6,4,14.3,10,34.5,1,4,,,,66.0,92.9,71.0,,92.5,,,,,0,0,13,50.0,104.2,20.0,2,0,0,0,0,0,0.0,76,9.5,0,100.0,1,1,-2.0,3.8,0,0,0.0,100.0,1,1,0.0,2,6.9,0,0,,,,61.8,54.7,65.5,,61.0,,57.3,,,0,0,2,0.0,87.5,0.0,0,1,0,0,0,0,0.0,5,5.0,6.5
Parker Navarro,123758,QB,OHIO,1,14.04,0,29,259,58.3,24,25,11.5,2.73,0,0,0.0,56.0,14,9,0.0,29,100.0,0,11,,,,43.6,54.5,76.4,,53.0,,59.2,,,0,0,30,0.0,72.4,0.0,0,4,1,0,0,0,0.0,142,5.7,55.6,18,19,12.1,2.56,0,0,0.0,52.6,10,5,0.0,21,72.4,0,8,,,,37.8,54.3,75.8,,53.5,,57.9,,,0,0,21,0.0,69.0,0.0,0,2,1,0,0,0,0.0,105,5.5,66.7,6,6,9.7,3.18,0,0,0.0,66.7,4,4,0.0,8,27.6,0,3,,,,65.1,57.9,69.8,,55.6,,61.7,,,0,0,9,0.0,83.3,0.0,0,2,0,0,0,0,0.0,37,6.2,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.64
Will Howard,122599,QB,OHIO STATE,1,-7.69,0,29,260,87.5,24,24,10.8,3.06,0,2,8.3,83.3,20,10,4.8,27,93.1,1,11,,,,30.5,81.7,75.6,,90.4,,49.5,,,0,0,27,20.0,151.2,7.4,2,1,0,0,3,0,0.0,259,10.8,92.3,13,13,11.2,3.02,0,2,15.4,84.6,11,4,8.3,16,55.2,1,5,,,,26.8,76.5,74.7,,90.1,,49.5,,,0,0,16,50.0,142.6,12.5,2,1,0,0,1,0,0.0,157,12.1,84.6,13,13,8.2,2.85,0,0,0.0,76.9,10,6,9.1,13,44.8,1,6,,,,66.0,79.6,71.0,,79.0,,,,,0,0,13,0.0,138.8,0.0,0,0,0,0,2,0,0.0,103,7.9,0,100.0,2,2,-3.5,1.35,0,0,0.0,50.0,1,0,50.0,2,6.9,1,0,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,-4.16
Hayden Wolff,98362,QB,W MICHIGAN,1,19.89,0,28,347,68.2,22,25,11.5,3.15,1,2,7.1,48.0,12,7,20.0,26,92.9,3,8,,,,68.7,58.8,76.6,,58.7,,57.7,,,0,2,29,14.3,49.6,3.8,1,0,0,2,1,2,6.9,165,6.6,71.4,14,16,8.1,2.73,1,2,11.8,43.8,7,2,30.0,16,57.1,3,3,,,,67.5,60.1,75.8,,60.2,,57.7,,,0,1,17,0.0,34.9,0.0,0,0,0,1,0,1,5.9,86,5.4,70.0,10,11,13.2,3.51,0,0,0.0,63.6,7,5,0.0,12,42.9,0,5,,,,66.2,58.7,71.2,,58.5,,,,,0,1,14,20.0,82.8,8.3,1,0,0,1,1,1,7.1,93,8.5,0,100.0,2,2,-3.5,1.9,0,0,0.0,100.0,2,0,0.0,2,7.1,0,0,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,95.8,0.0,0,0,0,0,0,0,0.0,14,7.0,3.07
Ben Wooldridge,82115,QB,LA LAFAYET,1,4.17,0,28,207,70.8,24,24,12.4,3.06,0,0,0.0,66.7,16,5,5.9,26,92.9,1,10,,,,27.0,58.0,75.7,,63.6,,44.7,,,0,0,26,0.0,114.2,0.0,0,2,0,0,1,1,3.8,246,10.3,75.0,8,8,13.1,3.42,0,0,0.0,62.5,5,1,16.7,9,32.1,1,3,,,,18.2,46.8,74.2,,62.5,,39.8,,,0,0,9,0.0,132.8,0.0,0,1,0,0,1,1,11.1,75,9.4,72.2,18,18,10.5,2.76,0,0,0.0,66.7,12,4,7.7,19,67.9,1,8,,,,67.0,66.9,72.2,,63.8,,64.3,,,0,0,19,0.0,101.4,0.0,0,1,0,0,0,0,0.0,189,10.5,0,100.0,2,2,-2.0,1.8,0,0,0.0,50.0,1,0,50.0,2,7.1,1,1,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,81.3,0.0,0,0,0,0,0,0,0.0,18,9.0,1.12
Aidan Warner,177520,QB,FLORIDA,1,-20.0,0,27,163,36.8,19,20,10.5,3.06,0,1,4.8,35.0,7,8,0.0,22,81.5,0,6,,,,68.1,52.7,76.7,,52.1,,57.3,,,0,2,23,25.0,16.5,9.1,2,0,0,1,0,0,0.0,119,6.0,60.0,10,10,6.0,2.46,0,0,0.0,60.0,6,2,0.0,11,40.7,0,2,,,,66.8,54.9,76.0,,54.3,,57.3,,,0,1,12,50.0,27.1,9.1,1,0,0,0,0,0,0.0,35,3.5,42.9,14,15,9.0,3.15,0,1,6.7,40.0,6,7,0.0,16,59.3,0,5,,,,66.5,56.9,71.6,,56.7,,,,,0,1,16,14.3,34.6,6.3,1,0,0,1,0,0,0.0,97,6.5,0,100.0,5,5,-2.8,2.04,0,0,0.0,100.0,5,1,0.0,5,18.5,0,1,,,,63.8,65.5,68.1,,65.3,,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,13,2.6,2.97
Aidan Armenta,175731,QB,LA MONROE,1,-0.7,0,27,209,68.2,22,23,9.4,2.97,0,0,0.0,52.2,12,10,20.0,25,92.6,3,8,,,,60.5,67.0,76.5,,60.6,,69.6,,,1,1,27,20.0,49.4,8.0,2,0,0,0,0,1,3.7,121,5.3,72.7,11,11,6.5,2.94,0,0,0.0,54.5,6,5,25.0,12,44.4,2,2,,,,54.5,67.2,75.4,,56.5,,69.6,,,0,0,12,20.0,63.8,8.3,1,0,0,0,0,1,8.3,43,3.9,66.7,12,13,11.2,2.95,0,0,0.0,53.8,7,6,12.5,15,55.6,1,6,,,,66.7,63.6,71.8,,63.3,,,,,1,1,17,33.3,39.3,13.3,2,0,0,0,0,0,0.0,76,5.8,0,100.0,1,1,-2.0,2.6,0,0,0.0,100.0,1,1,0.0,2,7.4,0,0,,,,61.8,58.9,65.5,,58.9,,,,,0,0,2,100.0,79.2,50.0,1,0,0,0,0,0,0.0,-2,-2.0,1.94
Jaxson Dart,146409,QB,OLE MISS,1,-1.67,0,27,226,65.0,20,22,10.3,2.54,2,1,4.3,59.1,13,8,0.0,27,100.0,0,11,,,,70.6,71.2,76.1,,69.0,56.7,66.0,,,0,1,28,12.5,85.2,3.7,1,3,0,0,1,0,0.0,199,9.0,75.0,8,10,11.9,2.48,2,1,9.1,60.0,6,3,0.0,12,44.4,0,8,,,,70.0,83.3,74.9,,80.9,,68.9,,,0,1,13,0.0,97.9,0.0,0,2,0,0,1,0,0.0,125,12.5,58.3,12,12,9.2,2.59,0,0,0.0,58.3,7,5,0.0,15,55.6,0,3,,,,66.4,52.8,71.6,,55.2,56.7,57.3,,,0,0,15,20.0,76.4,6.7,1,1,0,0,0,0,0.0,74,6.2,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.33
